season,player_id,player_name,goals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,clearances,ownGoals,dribbledPast,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,saves,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,player_slug,player_userCount,team_name,team_slug
2018,12994,Lionel Messi,36,13,134,59.82,170,87,53,30,21.18,5,4,0,27,9,0,32,4,10,17,80,14.63,8.43,12,3,0,0,16,34,13,1487,343,1830,81.26,228,1273,846,93,14,17.95,115,74.68,0,0,23,2,0,0,0,0,0,3,0,212,51.58,7,41.18,219,51.17,2710,66,22,78,675,34,lionel-messi,596400,Barcelona,barcelona
2018,19356,Iago Aspas,20,4,20,55.56,69,33,21,15,28.99,5,5,1,16,4,3,15,2,2,7,100,20,7.63,16,16,5,0,16,11,6,712,156,868,82.03,203,515,290,57,6,18.75,39,82.98,0,0,36,3,0,0,0,0,0,5,0,78,48.75,25,36.23,103,44.98,2258,43,16,36,274,27,iago-aspas,4687,Celta Vigo,celta-vigo
2018,39182,Dani Parejo,9,4,36,72,44,21,15,8,20.45,6,5,0,7,2,0,1,8,3,0,83.33,10,7.52,73,46,23,0,59,9,7,1900,315,2215,85.78,765,1204,560,83,69,36.7,200,72.73,0,0,26,5,0,0,0,0,0,5,1,161,57.09,31,60.78,192,57.66,3062,54,27,23,518,36,dani-parejo,2201,Valencia,valencia
2018,26502,Toni Kroos,0,1,14,82.35,30,9,11,10,0,0,0,0,0,0,0,0,0,1,1,0,0,7.43,51,14,12,0,43,6,4,1932,140,2072,93.24,820,1153,497,64,41,30.15,218,85.49,0,0,34,1,0,0,0,0,0,2,0,117,59.69,23,62.16,140,60.09,2227,55,22,11,281,28,toni-kroos,49238,Real Madrid,real-madrid
2018,966836,Álex Sola,0,0,4,57.14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,4,1,2,0,1,0,0,42,10,52,80.77,19,24,11,1,1,25,1,100,0,0,0,0,0,0,0,0,0,0,0,10,58.82,0,0,10,55.56,90,2,1,2,25,1,alex-sola,174,Real Sociedad,real-sociedad
2018,85859,Antoine Griezmann,15,10,20,45.45,113,46,40,27,13.27,3,3,0,11,4,1,12,2,4,12,100,18.75,7.38,31,12,21,0,20,13,9,1087,301,1388,78.31,281,830,513,74,24,23.76,49,62.03,0,0,28,1,0,0,0,0,0,5,0,85,44.04,42,42.42,127,43.49,3202,35,18,49,519,37,antoine-griezmann,65479,Atlético Madrid,atletico-madrid
2018,3306,Karim Benzema,21,18,47,63.51,104,46,39,19,20.19,3,3,1,20,1,8,0,13,6,36,100,0,7.38,24,8,25,0,15,8,6,977,206,1183,82.59,250,732,465,48,5,25,40,76.92,0,0,38,1,0,0,0,0,0,1,0,93,46.04,43,44.33,136,45.48,2961,22,23,48,371,36,karim-benzema,160479,Real Madrid,real-madrid
2018,235386,Jaume Doménech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,2,0,1,0,0,41,32,73,56.16,25,16,2,0,0,0,30,50.85,12,6,1,0,1,0,0,2,0,0,0,0,0,3,100,3,75,360,0,0,0,33,4,jaume-domenech,188,Valencia,valencia
2018,16943,Luis Suárez,21,31,36,40,112,58,35,19,18.75,4,4,3,18,3,1,4,16,4,27,100,0,7.34,18,8,23,0,6,14,6,720,236,956,75.31,180,547,361,51,7,33.33,49,77.78,0,0,27,2,0,0,0,0,0,5,0,109,43.95,24,68.57,133,47,2827,57,31,53,457,33,luis-suarez,66258,Barcelona,barcelona
2018,910024,Sergio Camello,1,0,0,0,3,1,2,0,33.33,0,0,0,1,0,0,0,1,0,0,0,0,7.3,1,0,0,0,0,0,0,8,1,9,88.89,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,1,50,45,0,0,0,4,1,sergio-camello,826,Atlético Madrid,atletico-madrid
