season,player_id,player_name,goals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,clearances,ownGoals,dribbledPast,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,saves,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,player_slug,player_userCount,team_name,team_slug
2021,96547,Samuel Umtiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,2,0,4,0,1,0,0,41,6,47,87.23,27,14,5,0,0,0,5,100,0,0,1,1,0,0,0,0,0,1,0,3,75,3,60,6,66.67,90,1,0,0,8,1,samuel-umtiti,5740,Barcelona,barcelona
2021,855832,Antonio Blanco,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,2,1,0,0,0,0,0,18,2,20,90,11,7,3,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,3,50,30,0,1,1,3,1,antonio-blanco,1878,Real Madrid,real-madrid
2021,82400,Víctor Ruiz,0,2,1,50,7,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6.9,11,29,70,0,3,0,0,774,116,890,86.97,533,241,51,6,0,0,54,53.47,0,0,15,2,0,0,0,0,0,2,0,14,46.67,46,60.53,60,56.6,1429,2,12,1,133,18,victor-ruiz,165,Real Betis,real-betis
2021,783374,Iñaki Williams,8,16,28,50,95,37,32,26,8.42,1,1,0,8,0,0,1,7,4,29,100,0,6.9,14,3,20,0,12,12,5,411,196,607,67.71,116,301,179,33,6,12.5,15,57.69,0,0,23,2,0,0,0,0,0,4,0,81,43.78,50,47.17,131,45.02,2786,40,24,42,412,38,inaki-williams,8173,Athletic Club,athletic-club
2021,344129,José Luis Morales,13,10,64,41.03,81,36,25,20,16.05,5,3,1,13,0,0,4,9,3,15,60,0,6.9,27,4,5,0,30,8,7,457,171,628,72.77,144,339,206,36,26,21.49,29,61.7,0,0,46,8,0,0,0,0,0,7,0,131,39.34,16,34.04,147,38.68,2723,40,28,55,528,35,jose-luis-morales,1029,Levante UD,levante-ud
2021,191182,Thomas Lemar,4,3,32,58.18,29,8,12,9,13.79,0,0,0,4,0,1,2,1,1,2,0,0,6.9,24,8,10,0,15,5,5,579,101,680,85.15,184,419,237,31,24,26.67,28,71.79,0,0,23,2,0,0,0,0,0,2,0,77,48.73,12,54.55,89,49.44,1451,21,11,34,246,24,thomas-lemar,2950,Atlético Madrid,atletico-madrid
2021,188365,Héctor Bellerín,0,0,22,52.38,10,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,6.9,52,23,55,1,13,3,2,639,182,821,77.83,273,378,179,26,12,28.57,26,41.94,0,0,19,4,0,0,0,0,0,2,1,88,58.67,27,58.7,115,58.67,1979,14,23,8,304,23,hector-bellerin,4480,Real Betis,real-betis
2021,96365,Iñigo Ruiz de Galarreta,0,0,26,74.29,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,40,20,20,0,16,1,0,612,129,741,82.59,260,354,171,11,2,14.29,41,58.57,0,0,16,2,0,0,0,0,0,4,0,99,60.74,18,60,117,60.62,1398,33,25,15,190,22,inigo-ruiz-de-galarreta,346,Mallorca,mallorca
2021,604258,David Soria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,1,0,47,0,1,0,0,550,529,1079,50.97,273,277,67,0,0,0,397,43.11,94,34,40,1,25,17,16,20,0,4,0,2,50,16,100,18,90,3415,3,1,0,540,38,david-soria,522,Getafe,getafe
2021,960080,Boulaye Dia,5,3,11,52.38,37,11,11,15,13.51,0,0,0,5,0,1,1,3,1,7,0,0,6.89,8,5,3,0,3,3,5,189,62,251,75.3,69,120,76,17,0,0,3,60,0,0,8,1,0,0,0,0,0,3,0,32,36.78,31,46.27,63,40.91,1266,13,23,21,130,25,dia-boulaye,5095,Villarreal,villarreal
