season,player_id,player_name,goals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,clearances,ownGoals,dribbledPast,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,saves,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,player_slug,player_userCount,team_name,team_slug
2023,845385,Brais Méndez,2,0,13,59.09,24,6,13,5,8.33,0,0,1,2,0,2,0,0,2,1,0,0,7.29,20,3,5,0,17,4,3,375,72,447,83.89,134,249,123,17,8,19.05,18,54.55,0,0,13,2,0,0,0,0,0,5,0,49,42.98,11,39.29,60,42.25,995,17,26,15,150,12,brais-mendez,1855,Real Sociedad,real-sociedad
2023,45853,İlkay Gündoğan,1,1,9,56.25,11,4,6,1,9.09,0,0,0,1,0,0,0,1,0,2,0,0,7.29,7,7,5,0,7,4,3,657,76,733,89.63,266,404,191,23,13,22.81,24,66.67,0,0,10,2,0,0,0,0,0,1,0,29,54.72,1,14.29,30,50,1001,14,6,4,143,12,ilkay-gundogan,29019,Barcelona,barcelona
2023,914213,Luis Javier Suárez,4,2,7,53.85,31,12,15,4,12.9,1,1,0,4,0,0,1,3,1,3,100,0,7.29,5,0,6,0,3,1,0,111,29,140,79.29,40,73,40,5,2,40,9,81.82,0,0,18,1,0,0,0,0,0,1,0,26,47.27,8,27.59,34,40.48,693,14,14,6,65,8,luis-javier-suarez,2153,Almería,almeria
2023,249399,Rodrigo de Paul,0,1,9,64.29,10,3,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7.29,11,1,1,0,4,3,2,319,48,367,86.92,155,165,75,6,1,11.11,20,71.43,0,0,1,1,0,0,0,0,0,1,0,28,59.57,1,50,29,59.18,491,9,7,4,77,8,rodrigo-de-paul,17785,Atlético Madrid,atletico-madrid
2023,874705,Samuel Lino,1,0,5,41.67,6,4,0,2,16.67,0,0,0,1,0,0,1,0,0,3,0,0,7.29,16,2,7,0,4,3,2,116,30,146,79.45,57,61,31,6,2,28.57,7,63.64,0,0,0,2,0,0,0,0,0,0,0,29,61.7,2,28.57,31,57.41,377,8,2,5,56,7,samuel-lino,1981,Atlético Madrid,atletico-madrid
2023,848926,Lucas Robertone,0,0,1,50,13,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.28,16,17,11,0,5,3,4,330,65,395,83.54,164,172,75,16,6,20,26,60.47,0,0,15,0,0,0,0,0,0,4,0,35,61.4,14,70,49,63.64,673,18,12,6,109,10,lucas-robertone,1011,Almería,almeria
2023,798820,Artem Dovbyk,7,6,6,85.71,35,16,17,2,20,1,1,0,7,0,3,4,0,1,5,100,0,7.28,2,0,5,0,1,4,4,71,33,104,68.27,25,46,35,9,0,0,2,100,0,0,10,0,0,0,0,0,0,0,0,12,31.58,14,43.75,26,37.14,731,5,9,16,66,13,artem-dovbyk,3052,Girona,girona
2023,310874,Vedat Muriqi,4,4,3,33.33,29,13,14,2,13.79,3,1,0,4,0,0,3,1,3,19,33.33,0,7.28,4,0,14,0,6,4,2,172,97,269,63.94,65,108,61,22,1,50,7,53.85,0,0,16,2,0,0,0,0,0,0,0,24,40.68,65,57.52,89,51.74,1059,19,18,10,162,12,vedat-muriqi,3611,Mallorca,mallorca
2023,125407,Álvaro Morata,7,4,5,62.5,23,12,7,4,30.43,0,0,1,7,0,2,2,3,1,9,0,0,7.27,5,0,12,0,0,1,1,105,37,142,73.94,52,54,29,2,1,100,8,57.14,0,0,3,4,0,0,0,0,0,1,1,18,39.13,16,59.26,34,46.58,733,8,15,13,68,10,alvaro-morata,14665,Atlético Madrid,atletico-madrid
2023,851671,João Félix,1,2,10,35.71,20,9,8,3,5,0,0,0,1,0,0,0,1,3,1,0,0,7.26,9,6,3,0,3,3,2,192,32,224,85.71,37,156,87,9,1,9.09,5,62.5,0,0,6,1,0,0,0,0,0,1,0,41,50.62,4,57.14,45,51.14,625,22,5,14,96,9,joao-felix,58764,Barcelona,barcelona
2023,859025,Aurélien Tchouaméni,1,0,4,80,11,3,2,6,9.09,0,0,0,1,0,1,0,0,0,0,0,0,7.25,19,14,13,0,3,0,0,582,43,625,93.12,262,322,128,5,2,15.38,29,80.56,0,0,4,0,0,0,0,0,0,2,0,32,66.67,20,76.92,52,70.27,845,9,8,5,71,11,aurelien-tchouameni,24296,Real Madrid,real-madrid
2023,1010655,Juanlu Sánchez,0,0,11,57.89,5,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.25,19,2,6,0,8,0,2,122,27,149,81.88,50,79,47,8,7,36.84,4,50,0,0,6,0,0,0,0,0,0,1,0,38,64.41,3,37.5,41,61.19,359,8,3,2,67,6,juanlu-sanchez,377,Sevilla,sevilla
2023,32023,Vicente Guaita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,4,0,0,0,0,51,43,94,54.26,33,18,5,0,0,0,28,39.44,16,3,8,1,4,1,1,7,0,1,0,0,0,1,100,1,100,332,0,0,0,43,4,vicente-guaita,472,Celta Vigo,celta-vigo
2023,826948,Pepelu,2,0,7,63.64,12,4,7,1,16.67,2,2,0,2,0,0,0,2,1,0,100,0,7.25,29,15,22,0,11,1,0,605,116,721,83.91,274,344,162,20,13,30.95,47,59.49,0,0,15,2,0,0,0,0,0,1,0,49,53.26,27,57.45,76,54.68,1145,14,19,9,167,13,pepelu,757,Valencia,valencia
2023,97951,Stole Dimitrievski,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,10,0,0,0,0,203,168,371,54.72,158,45,21,0,0,0,67,29,51,14,14,3,8,3,3,5,0,1,0,2,100,4,100,6,100,1170,2,0,0,172,13,stole-dimitrievski,801,Rayo Vallecano,rayo-vallecano
2023,868812,Vinícius Júnior,4,4,30,44.78,23,8,7,8,17.39,0,0,0,3,1,0,0,3,0,5,0,0,7.24,6,0,0,0,5,3,1,170,48,218,77.98,29,141,90,9,0,0,11,73.33,0,0,3,0,0,0,0,0,0,2,0,61,48.8,0,0,61,48.03,709,25,9,14,158,10,vinicius-junior,168363,Real Madrid,real-madrid
2023,1085400,Nico Williams,1,1,25,43.86,17,5,7,5,5.88,0,0,2,1,0,0,0,1,0,4,0,0,7.24,9,0,2,0,9,6,5,145,41,186,77.96,42,120,68,21,17,33.33,6,66.67,0,0,9,2,0,0,0,0,0,1,0,47,42.34,2,50,49,42.61,727,13,5,18,157,10,nico-williams,4938,Athletic Club,athletic-club
2023,797291,Unai Simón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,0,6,0,1,0,0,237,179,416,56.97,167,70,30,0,0,0,98,35.9,46,13,15,2,0,7,7,10,0,2,0,5,83.33,3,100,8,88.89,1170,4,0,0,182,13,unai-simon,2349,Athletic Club,athletic-club
2023,116955,Saúl Ñíguez,0,0,5,62.5,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,30,3,19,0,6,7,5,262,40,302,86.75,129,136,64,9,3,60,8,44.44,0,0,3,2,0,0,0,0,0,2,0,44,58.67,13,52,57,57,586,9,16,7,68,11,saul-niguez,3811,Atlético Madrid,atletico-madrid
2023,155702,Lucas Ocampos,1,3,19,51.35,27,8,15,4,3.7,0,0,0,1,0,1,0,0,0,1,0,0,7.22,17,5,3,0,5,2,1,189,77,266,71.05,43,154,99,12,8,22.86,9,52.94,0,0,11,2,0,0,0,0,0,4,0,60,53.57,19,63.33,79,55.63,805,24,13,17,186,10,lucas-ocampos,4314,Sevilla,sevilla
2023,925097,Ronald Araújo,1,0,2,66.67,6,4,1,1,16.67,0,0,0,1,0,1,0,0,0,0,0,0,7.21,7,4,9,0,1,1,0,311,43,354,87.85,151,161,61,3,1,20,26,63.41,0,0,4,1,0,0,0,0,0,0,0,13,54.17,18,69.23,31,62,481,5,9,2,62,7,ronald-araujo,21401,Barcelona,barcelona
2023,84539,Koke,0,1,1,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,14,5,7,0,9,2,2,495,50,545,90.83,265,230,76,9,0,0,22,62.86,0,0,2,4,0,0,0,0,0,2,0,21,52.5,3,42.86,24,51.06,533,6,3,4,66,8,koke,3638,Atlético Madrid,atletico-madrid
2023,900433,Luis Rioja,1,2,11,55,26,9,6,11,3.85,0,0,1,0,1,0,1,0,0,4,0,0,7.21,13,5,8,0,6,5,2,182,72,254,71.65,47,152,94,18,17,25,7,31.82,0,0,10,3,0,0,0,0,0,3,0,31,53.45,6,54.55,37,53.62,956,7,11,3,163,12,luis-rioja,514,Deportivo Alavés,deportivo-alaves
2023,88625,Marc-André ter Stegen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,7,0,0,0,0,327,31,358,91.34,305,22,3,0,0,0,69,73.4,32,10,10,2,5,1,1,7,0,1,0,1,100,2,100,3,100,1080,1,0,0,33,12,marc-andre-ter-stegen,25683,Barcelona,barcelona
2023,135116,David López,2,0,2,50,8,4,4,0,25,0,0,0,2,0,0,0,2,1,0,0,0,7.2,20,11,32,0,3,0,0,643,65,708,90.82,481,162,31,2,0,0,23,51.11,0,0,12,0,0,0,0,0,0,3,0,33,68.75,15,45.45,48,59.26,915,12,9,2,77,11,david-lopez,592,Girona,girona
2023,986245,Sergi Cardona,0,0,7,43.75,9,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,43,20,33,0,17,2,0,534,120,654,81.65,267,270,113,14,3,8.33,13,28.26,0,0,10,1,0,0,0,0,0,4,0,77,63.11,22,73.33,99,65.13,1014,27,18,2,205,13,sergi-cardona,314,Las Palmas,las-palmas
2023,13249,Claudio Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,8,0,1,0,0,156,43,199,78.39,135,21,3,1,0,0,44,50.57,16,9,5,0,6,1,1,4,0,0,0,0,0,3,100,3,75,630,1,0,0,44,7,claudio-bravo,3199,Real Betis,real-betis
2023,350560,Diego Rico,0,0,6,46.15,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,23,13,14,0,11,4,5,235,108,343,68.51,96,149,67,15,10,27.03,21,36.21,0,0,11,1,0,0,0,0,0,3,0,49,62.82,12,66.67,61,63.54,800,23,7,4,183,9,diego-rico,591,Getafe,getafe
2023,164343,Paulo Gazzaniga,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,5,0,0,2,0,288,122,410,70.24,239,49,18,2,0,0,77,39.29,40,11,16,0,3,1,1,15,0,2,0,3,75,3,100,6,85.71,1170,2,0,1,125,13,paulo-gazzaniga,1190,Girona,girona
2023,41789,Robert Lewandowski,5,5,5,62.5,28,12,6,10,17.86,1,1,1,5,0,0,1,4,0,3,100,0,7.18,1,2,3,0,2,1,3,124,49,173,71.68,25,99,51,8,0,0,5,62.5,0,0,6,2,0,0,0,0,0,2,0,23,47.92,11,47.83,34,47.89,747,17,9,12,101,10,robert-lewandowski,182240,Barcelona,barcelona
2023,188407,Sandro Ramírez,0,1,7,46.67,7,3,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,7.18,4,0,4,0,1,1,0,100,19,119,84.03,27,73,39,6,0,0,2,100,0,0,3,0,0,0,0,0,0,0,0,22,59.46,3,60,25,59.52,349,11,2,4,52,4,sandro-ramirez,530,Las Palmas,las-palmas
2023,316152,Ángel Correa,3,1,8,57.14,8,5,1,2,37.5,0,0,0,2,1,1,0,2,0,3,0,0,7.16,5,1,0,0,4,2,1,74,20,94,78.72,15,62,41,9,3,30,2,50,0,0,3,2,0,0,0,0,0,0,0,17,44.74,0,0,17,41.46,259,4,2,9,56,8,angel-correa,8176,Atlético Madrid,atletico-madrid
2023,839585,Yangel Herrera,4,4,13,81.25,23,8,9,6,17.39,0,0,1,3,1,1,0,3,1,2,0,0,7.15,24,11,27,0,13,2,0,407,58,465,87.53,206,206,111,9,5,31.25,15,51.72,0,0,13,0,0,0,0,0,0,4,0,63,47.73,34,59.65,97,51.32,999,26,37,19,117,13,yangel-herrera,1917,Girona,girona
2023,910031,Alejandro Baena,1,0,4,28.57,23,9,6,8,4.35,0,0,0,1,0,0,0,1,1,2,0,0,7.15,8,4,2,0,6,5,4,251,63,314,79.94,86,183,102,24,18,32.73,23,67.65,0,0,15,3,0,0,0,0,0,4,1,30,44.12,1,50,31,44.29,724,18,14,9,145,10,alejandro-baena,1739,Villarreal,villarreal
2023,110783,Sergi Darder,0,0,10,71.43,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,21,6,3,0,11,4,3,177,63,240,73.75,68,126,63,19,17,40.48,18,45,0,0,12,1,0,0,0,0,0,1,0,42,64.62,6,54.55,48,63.16,676,11,5,4,116,10,sergi-darder,865,Mallorca,mallorca
2023,88528,Florian Lejeune,0,0,1,100,22,8,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7.15,13,7,58,0,3,0,1,509,132,641,79.41,316,193,73,5,0,0,91,52.3,0,0,14,3,0,0,0,0,0,4,0,19,55.88,23,54.76,42,55.26,1168,5,11,1,141,13,florian-lejeune,556,Rayo Vallecano,rayo-vallecano
2023,604258,David Soria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,0,0,11,0,0,0,0,190,221,411,46.23,70,120,36,0,0,0,137,38.7,44,14,16,1,5,12,12,5,0,2,0,0,0,2,100,2,66.67,1170,1,1,0,225,13,david-soria,529,Getafe,getafe
2023,66492,David Alaba,0,1,0,0,12,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.15,11,11,29,1,3,2,1,620,60,680,91.18,414,208,80,10,2,12.5,31,53.45,0,0,9,0,0,0,0,0,0,2,0,11,61.11,6,46.15,17,54.84,941,0,3,1,83,11,david-alaba,18149,Real Madrid,real-madrid
2023,1103693,Gavi,1,1,12,60,9,4,4,1,11.11,0,0,0,1,0,1,0,0,1,4,0,0,7.13,39,8,15,0,18,2,1,481,45,526,91.44,165,318,127,11,2,25,17,73.91,0,0,9,2,0,0,0,0,0,5,0,74,53.24,13,33.33,87,48.88,943,23,31,11,91,12,gavi,40669,Barcelona,barcelona
2023,52663,Óscar de Marcos,1,0,3,33.33,3,2,1,0,33.33,0,0,0,1,0,0,0,1,0,1,0,0,7.13,23,4,9,0,11,3,3,417,92,509,81.93,171,261,120,11,15,33.33,25,45.45,0,0,13,2,0,0,0,0,0,3,0,33,51.56,7,70,40,54.05,934,7,12,2,159,11,oscar-de-marcos,669,Athletic Club,athletic-club
2023,605672,Gorka Guruzeta,6,3,8,72.73,23,12,6,5,26.09,0,0,0,6,0,1,1,4,1,5,0,0,7.12,12,10,9,0,5,0,0,154,78,232,66.38,50,105,64,10,1,33.33,6,54.55,0,0,7,2,0,0,0,0,0,1,0,31,44.29,31,41.89,62,43.06,873,11,18,14,130,13,gorka-guruzeta,823,Athletic Club,athletic-club
2023,868715,Jorge Cuenca,1,0,1,50,6,2,4,0,16.67,0,0,0,1,0,1,0,0,0,0,0,0,7.12,6,6,28,0,0,0,0,269,24,293,91.81,187,82,20,0,0,0,9,42.86,0,0,9,1,0,0,0,0,0,1,0,13,65,20,74.07,33,70.21,464,7,6,1,30,6,jorge-cuenca,610,Villarreal,villarreal
2023,604954,Borja Mayoral,7,3,13,54.17,21,13,3,5,33.33,2,2,1,7,0,2,0,5,1,5,100,0,7.12,4,2,9,0,7,1,1,161,62,223,72.2,43,122,70,6,4,30.77,17,77.27,0,0,11,1,0,0,0,0,0,2,0,36,48,27,44.26,63,46.32,996,20,12,10,116,13,borja-mayoral,2423,Getafe,getafe
2023,964985,Kirian Rodríguez,2,0,13,86.67,12,3,3,6,16.67,0,0,0,0,2,0,1,1,0,0,0,0,7.12,20,8,5,0,17,0,0,863,109,972,88.79,416,450,186,9,3,21.43,30,55.56,0,0,9,1,0,0,0,0,0,4,0,50,56.18,9,47.37,59,54.63,1062,17,7,14,156,13,kirian-rodriguez,263,Las Palmas,las-palmas
