season,player_id,player_name,goals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,clearances,ownGoals,dribbledPast,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,saves,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,player_slug,player_userCount,team_name,team_slug
2020,16943,Luis Suárez,21,11,13,39.39,104,43,44,17,20.19,3,3,2,20,1,3,5,13,5,33,100,14.29,7.25,11,5,13,0,9,5,3,413,162,575,71.83,118,299,183,27,4,50,20,66.67,0,0,19,2,0,0,0,0,0,6,0,64,47.06,26,49.06,90,47.62,2519,40,21,27,282,32,luis-suarez,66258,Atlético Madrid,atletico-madrid
2020,10710,Sergio Ramos,2,4,5,71.43,17,6,8,3,11.76,2,2,1,2,0,0,0,2,0,2,100,0,7.25,15,19,39,0,4,1,0,1014,89,1103,91.93,605,410,129,4,1,50,114,79.17,0,0,12,1,0,0,0,0,0,3,0,25,56.82,30,63.83,55,60.44,1276,5,17,0,99,15,sergio-ramos,57100,Real Madrid,real-madrid
2020,85859,Antoine Griezmann,13,13,26,70.27,71,34,28,9,18.31,2,1,2,11,2,0,12,1,2,13,50,0,7.24,37,12,11,0,28,9,7,1148,167,1315,87.3,282,876,541,42,10,45.45,38,77.55,0,0,25,6,0,0,0,0,0,4,0,96,56.8,19,52.78,115,56.1,2620,34,13,23,255,36,antoine-griezmann,65479,Barcelona,barcelona
2020,41560,Sergio Canales,8,4,32,74.42,47,13,17,17,17.02,3,2,0,7,1,1,5,2,1,2,66.67,0,7.22,16,13,5,0,18,13,6,1446,209,1655,87.37,559,924,501,59,37,35.92,125,69.83,0,0,27,3,0,0,0,0,0,4,0,69,50,8,25,77,45.29,2506,21,15,26,363,31,sergio-canales,1625,Real Betis,real-betis
2020,96373,José Campaña,1,1,23,57.5,13,5,5,3,7.69,1,1,0,1,0,0,0,1,0,1,100,0,7.21,14,13,4,0,9,5,2,382,81,463,82.51,153,241,128,14,12,26.67,21,67.74,0,0,12,1,0,0,0,0,0,1,0,50,52.63,4,33.33,54,50.47,747,13,7,13,169,9,jose-campana,274,Levante UD,levante-ud
2020,823622,Mikel Oyarzabal,11,6,23,46,62,27,19,16,17.74,7,6,1,10,1,1,9,1,2,17,85.71,0,7.21,30,15,14,0,21,10,8,623,189,812,76.72,216,449,257,52,42,27.81,24,55.81,0,0,23,1,0,0,0,0,0,1,0,91,45.05,20,30.77,111,41.57,2431,40,24,42,425,33,mikel-oyarzabal,3780,Real Sociedad,real-sociedad
2020,353138,Marcos Llorente,12,1,39,59.09,49,22,19,8,24.49,0,0,0,10,2,1,5,6,3,6,0,0,7.21,71,29,23,0,36,10,11,1052,191,1243,84.63,398,669,368,45,15,24.59,49,61.25,0,0,22,2,0,0,0,0,0,6,0,145,46.62,22,40.74,167,45.75,2960,38,58,51,389,37,marcos-llorente,4513,Atlético Madrid,atletico-madrid
2020,305278,Diego Llorente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1,2,4,0,1,0,0,48,10,58,82.76,41,7,3,0,0,0,3,30,0,0,1,0,0,0,0,0,0,0,0,1,25,3,100,4,57.14,90,0,2,0,11,1,diego-llorente,771,Real Sociedad,real-sociedad
2020,855831,Víctor Chust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1,1,5,0,2,0,0,67,8,75,89.33,49,18,6,0,0,0,4,57.14,0,0,0,0,0,0,0,0,0,0,0,1,20,3,60,4,40,94,0,1,0,10,2,victor-chust,570,Real Madrid,real-madrid
2020,35199,Jordi Alba,3,1,17,53.13,27,10,15,2,11.11,0,0,0,3,0,0,2,1,1,10,0,0,7.19,45,49,32,1,28,13,5,2231,337,2568,86.88,752,1503,842,53,24,20.17,62,48.82,0,0,28,6,0,0,0,0,0,9,0,77,51.33,4,33.33,81,50,3030,15,20,14,518,35,jordi-alba,13670,Barcelona,barcelona
2020,69768,Jan Oblak,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0,0,19,1,0,0,0,514,358,872,58.94,382,132,22,0,0,0,241,40.37,103,35,23,2,13,7,7,13,0,0,0,4,100,8,88.89,12,92.31,3420,5,0,0,363,38,jan-oblak,5652,Atlético Madrid,atletico-madrid
2020,795222,Frenkie de Jong,3,6,58,86.57,17,6,7,4,17.65,0,0,0,3,0,0,0,3,2,4,0,0,7.16,44,38,26,0,20,9,4,2562,225,2787,91.93,982,1581,735,49,1,14.29,77,73.33,0,0,29,6,0,0,0,0,0,5,0,145,65.61,40,56.34,185,63.36,3159,44,25,25,319,37,frenkie-de-jong,44281,Barcelona,barcelona
2020,825133,Javi Galán,1,0,121,80.13,9,1,5,3,11.11,0,0,0,1,0,0,1,0,0,5,0,0,7.14,88,39,50,0,26,6,2,1052,259,1311,80.24,552,548,244,43,48,30.77,68,41.21,0,0,40,7,0,0,0,0,0,5,0,306,66.96,15,33.33,321,63.94,3068,97,61,39,554,37,javi-galan,750,Huesca,huesca
2020,11781,David Silva,2,3,31,65.96,20,3,12,5,10,0,0,0,2,0,1,1,0,0,1,0,0,7.13,19,13,7,0,13,6,5,709,125,834,85.01,212,505,300,28,8,44.44,39,81.25,0,0,6,0,0,0,0,0,0,4,0,71,51.45,11,28.95,82,46.59,1408,21,24,16,201,21,david-silva,4499,Real Sociedad,real-sociedad
2020,123865,Jasper Cillessen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,3,0,0,0,0,152,126,278,54.68,98,54,17,0,0,0,76,37.62,34,10,9,2,3,4,4,3,0,0,0,1,100,1,100,2,100,900,2,0,0,129,10,jasper-cillessen,1687,Valencia,valencia
2020,592010,Mikel Merino,2,4,31,67.39,33,10,13,10,6.06,0,0,0,2,0,0,2,0,1,3,0,0,7.13,61,32,25,0,27,5,4,903,275,1178,76.66,330,576,326,30,3,14.29,55,49.55,0,0,21,1,0,0,0,0,0,5,0,144,50.7,82,53.59,226,51.72,2156,54,79,26,394,26,mikel-merino,1790,Real Sociedad,real-sociedad
2020,96370,Suso,3,1,58,84.06,48,17,19,12,6.25,0,0,0,1,2,0,3,0,1,6,0,0,7.12,20,8,6,0,31,5,4,939,153,1092,85.99,222,745,454,46,28,27.72,71,66.36,0,0,18,2,0,0,0,0,0,2,0,114,52.29,5,45.45,119,51.97,2231,37,25,38,335,34,suso,1988,Sevilla,sevilla
2020,11869,Jesús Navas,0,2,23,76.67,15,2,9,4,0,0,0,0,0,0,0,0,0,0,2,0,0,7.12,27,37,55,0,7,10,6,1348,294,1642,82.1,610,793,439,64,55,32.16,105,49.07,0,0,28,3,0,0,0,0,0,4,0,67,65.69,22,64.71,89,65.44,2833,19,10,12,486,34,jesus-navas,1710,Sevilla,sevilla
2020,69418,Joselu,11,13,28,50.91,93,33,38,22,11.83,4,2,1,8,3,3,2,6,2,14,50,50,7.12,27,15,56,0,20,5,3,594,419,1013,58.64,185,414,220,30,5,19.23,34,45.33,0,0,44,6,0,0,0,0,0,1,0,121,50.42,257,70.22,378,62.38,3032,74,43,36,605,37,joselu,8180,Deportivo Alavés,deportivo-alaves
2020,84972,Kike García,12,8,36,66.67,87,34,41,12,13.79,0,0,0,10,2,2,2,8,3,15,0,0,7.11,24,7,28,0,16,3,2,566,265,831,68.11,137,435,281,27,6,12.77,20,57.14,0,0,45,4,0,0,0,0,0,2,1,150,50,187,47.7,337,48.7,3101,92,68,64,538,37,kike-garcia,622,Eibar,eibar
2020,1084706,Sergio Barcia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1,1,3,8,0,0,0,0,11,12,23,47.83,7,4,2,0,0,0,1,16.67,0,0,2,0,0,0,0,0,0,1,0,2,50,2,100,4,66.67,90,1,2,0,20,1,sergio-barcia,26,Granada,granada
2020,1022223,Jonathan Carmona,0,0,4,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2,1,0,0,1,0,0,14,2,16,87.5,10,4,2,0,0,0,2,100,0,0,0,1,0,0,0,0,0,0,0,8,80,0,0,8,72.73,74,2,0,1,4,1,jonathan-carmona,5,Elche,elche
2020,138572,Daniel Carvajal,0,1,8,57.14,9,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7.08,27,13,18,0,9,2,2,566,102,668,84.73,309,264,133,9,7,22.58,38,64.41,0,0,5,1,0,0,0,0,0,5,0,45,56.25,14,66.67,59,58.42,952,10,17,3,165,13,daniel-carvajal,13991,Real Madrid,real-madrid
2020,827212,Jules Koundé,2,1,30,75,21,6,12,3,9.52,0,0,0,2,0,1,0,1,0,3,0,0,7.08,27,40,100,0,14,2,1,2124,233,2357,90.11,1351,775,270,10,2,9.52,97,52.15,0,0,25,3,0,0,0,0,0,4,0,80,61.07,102,60.36,182,60.67,2976,23,20,10,313,34,jules-kounde,18435,Sevilla,sevilla
2020,138310,Raphaël Varane,2,0,5,100,17,4,9,4,11.76,0,0,0,2,0,1,1,0,1,0,0,0,7.06,22,36,110,1,9,1,0,1582,184,1766,89.58,1073,509,131,4,0,0,113,60.11,0,0,21,2,0,0,0,0,0,2,0,37,56.06,73,76.04,110,67.9,2716,10,16,6,210,31,raphael-varane,14507,Real Madrid,real-madrid
2020,182001,Yannick Carrasco,6,3,66,55,43,24,12,7,13.95,0,0,0,5,1,1,0,5,0,4,0,0,7.06,27,17,10,0,19,7,10,683,163,846,80.73,211,490,297,48,18,16.22,20,43.48,0,0,12,1,0,0,0,0,0,6,0,126,45.16,2,18.18,128,44.14,2186,33,31,51,445,30,yannick-carrasco,5735,Atlético Madrid,atletico-madrid
2020,39433,Sergio Busquets,0,1,8,88.89,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,63,53,17,0,49,6,5,2450,233,2683,91.32,876,1574,696,30,0,0,107,70.39,0,0,26,4,0,0,0,0,0,9,0,130,55.79,41,51.25,171,54.63,2527,60,45,10,273,36,sergio-busquets,16400,Barcelona,barcelona
2020,605674,Iñigo Vicente,0,0,3,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,1,0,0,0,0,0,0,38,9,47,80.85,6,34,21,4,2,22.22,2,50,0,0,0,1,0,0,0,0,0,0,0,4,80,0,0,4,80,49,0,0,0,18,3,inigo-vicente,126,Athletic Club,athletic-club
2020,70988,Thibaut Courtois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,1,22,0,1,0,0,843,234,1077,78.27,794,49,22,0,0,0,131,37.22,90,31,26,2,5,10,10,22,0,0,0,2,50,11,100,13,86.67,3420,3,1,0,238,38,thibaut-courtois,25197,Real Madrid,real-madrid
2020,41837,Fernando,3,1,11,57.89,6,4,1,1,50,0,0,0,2,1,0,2,1,0,1,0,0,7.05,54,41,62,0,20,5,4,1413,162,1575,89.71,820,594,203,19,1,100,86,63.24,0,0,24,3,0,0,0,0,0,6,0,80,52.63,55,57.89,135,54.66,2546,16,40,10,213,31,fernando,1163,Sevilla,sevilla
2020,230050,Róber,0,0,13,76.47,6,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.05,16,20,28,0,4,2,2,323,134,457,70.68,152,186,85,11,15,31.91,24,36.92,0,0,9,1,0,0,0,0,0,3,0,46,69.7,48,65.75,94,67.63,1138,19,7,6,229,15,rober,23,Eibar,eibar
2020,910026,Bryan Gil,4,2,67,55.37,40,16,14,10,10,0,0,0,4,0,0,2,2,3,12,0,0,7.04,29,17,5,0,17,4,3,621,175,796,78.02,152,512,308,51,43,22.28,13,39.39,0,0,25,4,0,0,0,0,0,6,0,142,52.21,14,28,156,48.45,2281,47,25,36,515,29,bryan-gil,2969,Eibar,eibar
2020,818244,Ousmane Dembélé,6,6,63,63.64,55,23,17,15,10.91,0,0,0,6,0,0,4,2,0,11,0,0,7.04,14,9,0,0,11,6,3,791,131,922,85.79,123,690,449,40,22,29.33,21,77.78,0,0,14,5,0,0,0,0,0,2,0,105,53.3,9,42.86,114,52.29,1779,28,15,31,315,30,ousmane-dembele,73366,Barcelona,barcelona
2020,328145,Adnan Januzaj,4,3,45,67.16,32,13,9,10,12.5,3,3,1,4,0,0,4,0,0,2,100,0,7.04,9,3,3,0,5,10,5,363,113,476,76.26,97,288,172,23,22,30.14,25,54.35,0,0,10,0,0,0,0,0,0,2,0,90,61.22,8,42.11,98,59.04,1023,36,8,22,259,27,adnan-januzaj,1861,Real Sociedad,real-sociedad
2020,76265,Stefan Savić,1,1,6,100,7,2,3,2,14.29,0,0,0,1,0,1,0,0,0,3,0,0,7.03,40,42,101,0,13,0,0,1482,258,1740,85.17,947,536,131,2,1,33.33,112,50.22,0,0,19,1,0,0,0,0,0,15,0,60,60.61,91,64.54,151,62.92,2954,16,28,4,275,33,stefan-savic,1845,Atlético Madrid,atletico-madrid
2020,831808,Federico Valverde,3,2,23,82.14,22,8,9,5,13.64,0,0,0,3,0,0,0,3,1,2,0,0,7.03,25,22,3,0,16,4,1,661,82,743,88.96,192,473,270,22,4,20,47,78.33,0,0,14,0,0,0,0,0,0,0,0,57,59.38,10,55.56,67,58.77,1336,9,12,7,137,24,federico-valverde,46185,Real Madrid,real-madrid
2020,124737,Gabriel Paulista,4,0,5,83.33,15,6,7,2,26.67,0,0,1,4,0,4,0,0,0,0,0,0,7.02,17,59,129,0,11,1,1,1321,180,1501,88.01,940,382,113,6,1,100,132,60,0,0,35,9,0,0,0,0,0,6,0,47,60.26,70,64.81,117,62.9,2717,26,18,2,197,31,gabriel-paulista,885,Valencia,valencia
2020,191182,Thomas Lemar,1,2,42,85.71,23,11,7,5,4.35,0,0,1,1,0,0,1,0,2,0,0,0,7.02,30,11,5,0,13,3,3,618,104,722,85.6,200,435,238,21,17,24.29,36,76.6,0,0,9,2,0,0,0,0,0,4,0,95,62.91,7,41.18,102,60.71,1383,23,15,21,218,27,thomas-lemar,2950,Atlético Madrid,atletico-madrid
2020,823941,Alexander Isak,17,16,38,56.72,81,42,21,18,20.99,1,0,3,15,2,3,5,9,5,22,0,20,7.02,9,3,7,0,5,3,2,312,117,429,72.73,108,210,128,10,6,33.33,9,60,0,0,21,1,0,0,0,0,0,4,0,78,48.15,40,36.36,118,43.38,2359,33,26,28,250,34,alexander-isak,11604,Real Sociedad,real-sociedad
2020,609752,Guido Rodríguez,1,2,35,81.4,30,9,12,9,3.33,0,0,0,1,0,0,0,1,1,0,0,0,7.02,98,68,52,0,45,1,0,1369,262,1631,83.94,679,691,214,11,1,50,91,57.59,0,0,42,3,0,0,0,0,0,9,0,180,58.44,56,54.37,236,57.42,2869,47,59,22,323,35,guido-rodriguez,3829,Real Betis,real-betis
2020,360938,Bono,1,0,1,100,1,1,0,0,100,0,0,0,1,0,0,1,0,0,0,0,0,7.02,1,0,25,1,2,0,0,718,230,948,75.74,626,92,16,1,0,0,202,47.31,80,35,25,3,13,11,11,18,1,3,0,6,75,7,100,13,86.67,2970,4,0,0,234,33,bono,12203,Sevilla,sevilla
2020,770,Gerard Piqué,0,0,2,100,9,2,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,7.01,16,26,45,0,3,1,0,1165,73,1238,94.1,714,451,96,2,0,0,68,78.16,0,0,17,3,0,0,0,0,0,4,0,23,60.53,62,71.26,85,68,1484,5,13,2,86,18,gerard-pique,11189,Barcelona,barcelona
2020,242211,Felipe,0,2,3,100,12,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01,29,36,127,1,5,1,0,886,159,1045,84.78,618,268,42,4,0,0,66,51.97,0,0,17,1,0,0,0,0,0,8,0,44,58.67,77,73.33,121,67.22,2056,14,29,1,169,31,felipe,1484,Atlético Madrid,atletico-madrid
2020,107128,Lucas Pérez,4,7,29,65.91,32,13,11,8,12.5,4,3,1,4,0,0,4,0,1,15,75,0,7.01,6,2,3,0,8,4,4,362,153,515,70.29,98,313,190,55,49,34.27,25,47.17,0,0,25,3,0,0,0,0,0,1,0,64,52.89,2,15.38,66,49.25,1768,29,11,23,362,28,lucas-perez,1027,Deportivo Alavés,deportivo-alaves
2020,325355,José María Giménez,0,1,1,50,14,5,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,7.01,20,21,61,0,5,0,0,964,138,1102,87.48,662,302,56,4,0,0,87,55.77,0,0,12,1,0,0,0,0,0,5,0,37,63.79,46,57.5,83,60.14,1766,17,19,1,158,21,jose-maria-gimenez,3174,Atlético Madrid,atletico-madrid
2020,591750,Joan Jordán,1,1,30,71.43,24,4,15,5,4.17,0,0,0,1,0,0,0,1,3,0,0,0,7.01,52,27,25,0,59,4,6,1740,233,1973,88.19,786,977,462,38,23,46,169,68.98,0,0,20,2,0,0,0,0,0,6,1,124,46.62,17,48.57,141,46.84,2422,42,54,21,330,35,joan-jordan,829,Sevilla,sevilla
2020,260031,Rubén García,3,2,25,53.19,30,8,17,5,10,1,1,1,3,0,0,3,0,1,6,100,0,7,50,29,14,0,31,9,5,702,312,1014,69.23,229,524,274,53,51,31.48,72,62.07,0,0,34,4,0,0,0,0,0,2,0,115,47.92,52,42.62,167,46.13,2736,41,42,33,556,37,ruben-garcia,445,Osasuna,osasuna
2020,864169,Pau Torres,2,0,25,83.33,8,3,5,0,25,0,0,0,2,0,1,1,0,1,2,0,0,7,17,23,108,1,7,2,2,1806,252,2058,87.76,1248,559,171,6,1,50,149,57.75,0,0,30,4,0,0,0,0,0,2,0,57,64.04,56,61.54,113,62.78,2970,16,13,8,293,33,pau-torres,3204,Villarreal,villarreal
2020,851150,Renan Lodi,1,0,22,75.86,11,3,5,3,9.09,0,0,0,1,0,0,1,0,0,2,0,0,7,30,16,15,0,9,4,2,477,98,575,82.96,228,265,119,12,16,23.88,27,60,0,0,10,1,0,0,0,0,0,3,0,79,64.75,10,38.46,89,60.14,1129,27,19,9,209,23,renan-lodi,2700,Atlético Madrid,atletico-madrid
2020,877103,Jawad El Yamiq,0,1,2,66.67,8,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6.99,21,46,98,0,3,0,1,493,135,628,78.5,335,158,48,2,0,0,48,40,0,0,19,3,0,0,0,0,0,6,0,35,68.63,50,70.42,85,69.67,1377,15,13,0,151,19,jawad-el-yamiq,3748,Real Valladolid,real-valladolid
2020,123976,Sergi Roberto,1,0,8,88.89,5,1,2,2,20,0,0,0,1,0,0,0,1,0,2,0,0,6.99,9,10,16,0,6,3,2,720,79,799,90.11,268,456,249,13,4,30.77,11,55,0,0,11,2,0,0,0,0,0,1,0,25,56.82,12,60,37,57.81,944,10,7,5,103,15,sergi-roberto,7978,Barcelona,barcelona
2020,925097,Ronald Araújo,2,3,8,100,12,4,6,2,16.67,0,0,1,2,0,1,0,1,0,2,0,0,6.99,22,20,44,0,0,0,1,979,87,1066,91.84,664,315,68,3,0,0,34,47.22,0,0,10,6,0,0,0,0,0,3,0,47,78.33,51,68.92,98,73.13,1514,17,12,2,99,24,ronald-araujo,21306,Barcelona,barcelona
2020,71707,Iker Muniain,5,4,41,67.21,23,11,6,6,21.74,0,0,1,4,1,1,1,3,0,2,0,0,6.99,20,11,2,0,18,3,3,814,132,946,86.05,210,618,367,35,14,21.88,40,72.73,0,0,23,3,0,0,0,0,0,1,0,130,60.19,11,42.31,141,58.26,1955,69,17,34,298,28,iker-muniain,1223,Athletic Club,athletic-club
2020,604232,Diego Carlos,1,2,8,100,15,5,9,1,6.67,0,0,0,1,0,1,0,0,0,0,0,0,6.99,22,31,107,1,8,1,0,1689,190,1879,89.89,1257,432,83,8,0,0,153,56.25,0,0,24,2,0,0,0,0,0,8,1,48,48.48,59,57.84,107,53.23,2790,19,48,1,206,33,diego-carlos,1400,Sevilla,sevilla
2020,17787,Marcelo,0,0,12,85.71,12,0,9,3,0,0,0,0,0,0,0,0,0,1,4,0,0,6.99,25,10,9,0,13,3,2,606,127,733,82.67,217,401,245,17,12,24,32,45.71,0,0,9,1,0,0,0,0,0,3,0,52,64.2,5,22.73,57,55.34,1052,15,10,5,201,16,marcelo,32482,Real Madrid,real-madrid
2020,122810,Aïssa Mandi,3,1,2,100,8,7,1,0,37.5,0,0,0,3,0,2,0,1,0,2,0,0,6.98,30,39,88,0,6,3,1,1384,137,1521,90.99,998,386,58,4,0,0,83,54.25,0,0,28,3,0,0,0,0,0,5,2,45,62.5,41,62.12,86,62.32,2394,13,20,2,148,28,aissa-mandi,6344,Real Betis,real-betis
2020,84539,Koke,1,2,26,72.22,17,7,3,7,5.88,0,0,0,1,0,0,0,1,0,0,0,0,6.98,64,36,36,0,70,4,2,2155,258,2413,89.31,938,1234,541,38,17,32.69,124,68.51,0,0,21,1,0,0,0,0,0,9,0,134,46.21,26,55.32,160,47.48,3025,44,45,33,389,37,koke,3637,Atlético Madrid,atletico-madrid
