Full Name,Value,Date
JudeBellingham,20000000,16 jun 2023
JudeBellingham,19991000,17 jun 2023
JudeBellingham,19995000,18 jun 2023
JudeBellingham,19981000,19 jun 2023
JudeBellingham,19977000,20 jun 2023
JudeBellingham,19972000,21 jun 2023
JudeBellingham,19977000,22 jun 2023
JudeBellingham,19968000,23 jun 2023
JudeBellingham,19954000,24 jun 2023
JudeBellingham,19946000,25 jun 2023
JudeBellingham,19937000,26 jun 2023
JudeBellingham,19930000,27 jun 2023
JudeBellingham,19924000,28 jun 2023
JudeBellingham,19911000,29 jun 2023
JudeBellingham,19898000,30 jun 2023
JudeBellingham,19889000,1 jul 2023
JudeBellingham,19881000,2 jul 2023
JudeBellingham,19870000,3 jul 2023
JudeBellingham,19860000,4 jul 2023
JudeBellingham,19847000,5 jul 2023
JudeBellingham,19826000,6 jul 2023
JudeBellingham,19811000,7 jul 2023
JudeBellingham,19785000,8 jul 2023
JudeBellingham,19762000,9 jul 2023
JudeBellingham,19737000,10 jul 2023
JudeBellingham,19737000,12 jul 2023
JudeBellingham,19725000,13 jul 2023
JudeBellingham,19694000,14 jul 2023
JudeBellingham,19655000,15 jul 2023
JudeBellingham,19624000,16 jul 2023
JudeBellingham,19588000,17 jul 2023
JudeBellingham,19553000,18 jul 2023
JudeBellingham,19530000,19 jul 2023
JudeBellingham,19499000,20 jul 2023
JudeBellingham,19469000,21 jul 2023
JudeBellingham,19445000,22 jul 2023
JudeBellingham,19421000,23 jul 2023
JudeBellingham,19398000,24 jul 2023
JudeBellingham,19378000,25 jul 2023
JudeBellingham,19361000,26 jul 2023
JudeBellingham,19346000,27 jul 2023
JudeBellingham,19345000,28 jul 2023
JudeBellingham,19341000,29 jul 2023
JudeBellingham,19329000,30 jul 2023
JudeBellingham,19311000,31 jul 2023
JudeBellingham,19288000,1 ago 2023
JudeBellingham,19274000,2 ago 2023
JudeBellingham,19264000,3 ago 2023
JudeBellingham,19242000,4 ago 2023
JudeBellingham,19211000,5 ago 2023
JudeBellingham,19185000,6 ago 2023
JudeBellingham,19150000,7 ago 2023
JudeBellingham,19113000,8 ago 2023
JudeBellingham,19082000,9 ago 2023
JudeBellingham,19051000,10 ago 2023
JudeBellingham,19011000,11 ago 2023
JudeBellingham,18975000,12 ago 2023
JudeBellingham,18969000,13 ago 2023
JudeBellingham,18983000,14 ago 2023
JudeBellingham,19002000,15 ago 2023
JudeBellingham,19052000,16 ago 2023
JudeBellingham,19084000,17 ago 2023
JudeBellingham,19102000,18 ago 2023
JudeBellingham,19083000,19 ago 2023
JudeBellingham,19132000,20 ago 2023
JudeBellingham,19188000,21 ago 2023
JudeBellingham,19240000,22 ago 2023
JudeBellingham,19318000,23 ago 2023
JudeBellingham,19382000,24 ago 2023
JudeBellingham,19630000,25 ago 2023
JudeBellingham,19498000,26 ago 2023
JudeBellingham,19566000,27 ago 2023
JudeBellingham,19630000,28 ago 2023
JudeBellingham,19693000,29 ago 2023
JudeBellingham,19780000,30 ago 2023
JudeBellingham,19852000,31 ago 2023
JudeBellingham,19914000,1 sept 2023
JudeBellingham,19933000,2 sept 2023
JudeBellingham,19993000,3 sept 2023
JudeBellingham,20044000,4 sept 2023
JudeBellingham,20073000,5 sept 2023
JudeBellingham,20083000,6 sept 2023
JudeBellingham,20098000,7 sept 2023
JudeBellingham,20109000,8 sept 2023
JudeBellingham,20119000,9 sept 2023
JudeBellingham,20130000,10 sept 2023
JudeBellingham,20134000,11 sept 2023
JudeBellingham,20142000,12 sept 2023
JudeBellingham,20145000,13 sept 2023
JudeBellingham,20147000,14 sept 2023
JudeBellingham,20144000,15 sept 2023
JudeBellingham,20115000,16 sept 2023
JudeBellingham,20120000,17 sept 2023
JudeBellingham,20130000,18 sept 2023
JudeBellingham,20134000,19 sept 2023
JudeBellingham,20159000,20 sept 2023
JudeBellingham,20176000,21 sept 2023
JudeBellingham,20187000,22 sept 2023
JudeBellingham,20187000,23 sept 2023
JudeBellingham,20200000,24 sept 2023
JudeBellingham,20216000,25 sept 2023
JudeBellingham,20244000,26 sept 2023
JudeBellingham,20269000,27 sept 2023
JudeBellingham,20287000,28 sept 2023
JudeBellingham,20292000,29 sept 2023
JudeBellingham,20301000,30 sept 2023
JudeBellingham,20340000,1 oct 2023
JudeBellingham,20370000,2 oct 2023
JudeBellingham,20397000,3 oct 2023
JudeBellingham,20440000,4 oct 2023
JudeBellingham,20478000,5 oct 2023
JudeBellingham,20513000,6 oct 2023
JudeBellingham,20539000,7 oct 2023
JudeBellingham,20587000,8 oct 2023
JudeBellingham,20630000,9 oct 2023
JudeBellingham,20681000,10 oct 2023
JudeBellingham,20724000,11 oct 2023
JudeBellingham,20759000,12 oct 2023
JudeBellingham,20790000,13 oct 2023
JudeBellingham,20818000,14 oct 2023
JudeBellingham,20847000,15 oct 2023
JudeBellingham,20875000,16 oct 2023
JudeBellingham,20897000,17 oct 2023
JudeBellingham,20921000,18 oct 2023
JudeBellingham,20946000,19 oct 2023
JudeBellingham,20974000,20 oct 2023
TakefusaKubo,8044000,20 oct 2022
TakefusaKubo,8098000,21 oct 2022
TakefusaKubo,8147000,22 oct 2022
TakefusaKubo,8190000,23 oct 2022
TakefusaKubo,8179000,24 oct 2022
TakefusaKubo,8143000,25 oct 2022
TakefusaKubo,8140000,26 oct 2022
TakefusaKubo,8128000,27 oct 2022
TakefusaKubo,8102000,28 oct 2022
TakefusaKubo,7990000,29 oct 2022
TakefusaKubo,7839000,30 oct 2022
TakefusaKubo,7675000,31 oct 2022
TakefusaKubo,7535000,1 nov 2022
TakefusaKubo,7396000,2 nov 2022
TakefusaKubo,7249000,3 nov 2022
TakefusaKubo,7104000,4 nov 2022
TakefusaKubo,6974000,5 nov 2022
TakefusaKubo,6871000,6 nov 2022
TakefusaKubo,6756000,7 nov 2022
TakefusaKubo,6627000,8 nov 2022
TakefusaKubo,6526000,9 nov 2022
TakefusaKubo,6449000,10 nov 2022
TakefusaKubo,6405000,11 nov 2022
TakefusaKubo,6358000,12 nov 2022
TakefusaKubo,6324000,13 nov 2022
TakefusaKubo,6300000,14 nov 2022
TakefusaKubo,6270000,15 nov 2022
TakefusaKubo,6234000,16 nov 2022
TakefusaKubo,6199000,17 nov 2022
TakefusaKubo,6163000,18 nov 2022
TakefusaKubo,6118000,19 nov 2022
TakefusaKubo,6073000,20 nov 2022
TakefusaKubo,6024000,21 nov 2022
TakefusaKubo,5995000,22 nov 2022
TakefusaKubo,5957000,23 nov 2022
TakefusaKubo,5923000,24 nov 2022
TakefusaKubo,5874000,25 nov 2022
TakefusaKubo,5825000,26 nov 2022
TakefusaKubo,5779000,27 nov 2022
TakefusaKubo,5743000,28 nov 2022
TakefusaKubo,5687000,29 nov 2022
TakefusaKubo,5631000,30 nov 2022
TakefusaKubo,5559000,1 dic 2022
TakefusaKubo,5478000,2 dic 2022
TakefusaKubo,5428000,3 dic 2022
TakefusaKubo,5368000,4 dic 2022
TakefusaKubo,5327000,5 dic 2022
TakefusaKubo,5254000,6 dic 2022
TakefusaKubo,5174000,7 dic 2022
TakefusaKubo,5093000,8 dic 2022
TakefusaKubo,5044000,9 dic 2022
TakefusaKubo,4988000,10 dic 2022
TakefusaKubo,4923000,11 dic 2022
TakefusaKubo,4858000,12 dic 2022
TakefusaKubo,4804000,13 dic 2022
TakefusaKubo,4733000,14 dic 2022
TakefusaKubo,4635000,15 dic 2022
TakefusaKubo,4526000,16 dic 2022
TakefusaKubo,4416000,17 dic 2022
TakefusaKubo,4328000,18 dic 2022
TakefusaKubo,4227000,19 dic 2022
TakefusaKubo,4134000,20 dic 2022
TakefusaKubo,4053000,21 dic 2022
TakefusaKubo,3979000,22 dic 2022
TakefusaKubo,3938000,23 dic 2022
TakefusaKubo,3927000,24 dic 2022
TakefusaKubo,3897000,25 dic 2022
TakefusaKubo,3855000,26 dic 2022
TakefusaKubo,3845000,27 dic 2022
TakefusaKubo,3857000,28 dic 2022
TakefusaKubo,3904000,29 dic 2022
TakefusaKubo,3976000,30 dic 2022
TakefusaKubo,4056000,31 dic 2022
TakefusaKubo,4138000,1 ene 2023
TakefusaKubo,4258000,2 ene 2023
TakefusaKubo,4399000,3 ene 2023
TakefusaKubo,4533000,4 ene 2023
TakefusaKubo,4651000,5 ene 2023
TakefusaKubo,4768000,6 ene 2023
TakefusaKubo,4848000,7 ene 2023
TakefusaKubo,4939000,8 ene 2023
TakefusaKubo,5124000,9 ene 2023
TakefusaKubo,5220000,10 ene 2023
TakefusaKubo,5320000,11 ene 2023
TakefusaKubo,5421000,12 ene 2023
TakefusaKubo,5518000,13 ene 2023
TakefusaKubo,5584000,14 ene 2023
TakefusaKubo,5709000,15 ene 2023
TakefusaKubo,5841000,16 ene 2023
TakefusaKubo,5973000,17 ene 2023
TakefusaKubo,6113000,18 ene 2023
TakefusaKubo,6253000,19 ene 2023
TakefusaKubo,6394000,20 ene 2023
TakefusaKubo,6514000,21 ene 2023
TakefusaKubo,6618000,22 ene 2023
TakefusaKubo,6726000,23 ene 2023
TakefusaKubo,6839000,24 ene 2023
TakefusaKubo,6963000,25 ene 2023
TakefusaKubo,7101000,26 ene 2023
TakefusaKubo,7243000,27 ene 2023
TakefusaKubo,7357000,28 ene 2023
TakefusaKubo,7491000,29 ene 2023
TakefusaKubo,7652000,30 ene 2023
TakefusaKubo,7827000,31 ene 2023
TakefusaKubo,8010000,1 feb 2023
TakefusaKubo,8189000,2 feb 2023
TakefusaKubo,8368000,3 feb 2023
TakefusaKubo,8541000,4 feb 2023
TakefusaKubo,8719000,5 feb 2023
TakefusaKubo,8905000,6 feb 2023
TakefusaKubo,9093000,7 feb 2023
TakefusaKubo,9298000,8 feb 2023
TakefusaKubo,9502000,9 feb 2023
TakefusaKubo,9695000,10 feb 2023
TakefusaKubo,9855000,11 feb 2023
TakefusaKubo,10027000,12 feb 2023
TakefusaKubo,10084000,13 feb 2023
TakefusaKubo,10193000,14 feb 2023
TakefusaKubo,10306000,15 feb 2023
TakefusaKubo,10413000,16 feb 2023
TakefusaKubo,10529000,17 feb 2023
TakefusaKubo,10615000,18 feb 2023
TakefusaKubo,10727000,19 feb 2023
TakefusaKubo,10838000,20 feb 2023
TakefusaKubo,10951000,21 feb 2023
TakefusaKubo,11071000,22 feb 2023
TakefusaKubo,11192000,23 feb 2023
TakefusaKubo,11308000,24 feb 2023
TakefusaKubo,11389000,25 feb 2023
TakefusaKubo,11462000,26 feb 2023
TakefusaKubo,11521000,27 feb 2023
TakefusaKubo,11613000,28 feb 2023
TakefusaKubo,11717000,1 mar 2023
TakefusaKubo,11829000,2 mar 2023
TakefusaKubo,11919000,3 mar 2023
TakefusaKubo,11941000,4 mar 2023
TakefusaKubo,11998000,5 mar 2023
TakefusaKubo,12037000,6 mar 2023
TakefusaKubo,12063000,7 mar 2023
TakefusaKubo,12131000,8 mar 2023
TakefusaKubo,12207000,9 mar 2023
TakefusaKubo,12278000,10 mar 2023
TakefusaKubo,12305000,11 mar 2023
TakefusaKubo,12297000,12 mar 2023
TakefusaKubo,12246000,13 mar 2023
TakefusaKubo,12204000,14 mar 2023
TakefusaKubo,12206000,15 mar 2023
TakefusaKubo,12230000,16 mar 2023
TakefusaKubo,12239000,17 mar 2023
TakefusaKubo,12181000,18 mar 2023
TakefusaKubo,12126000,19 mar 2023
TakefusaKubo,12199000,20 mar 2023
TakefusaKubo,12309000,21 mar 2023
TakefusaKubo,12412000,22 mar 2023
TakefusaKubo,12510000,23 mar 2023
TakefusaKubo,12602000,24 mar 2023
TakefusaKubo,12671000,25 mar 2023
TakefusaKubo,12732000,26 mar 2023
TakefusaKubo,12771000,27 mar 2023
TakefusaKubo,12825000,28 mar 2023
TakefusaKubo,12853000,29 mar 2023
TakefusaKubo,12943000,30 mar 2023
TakefusaKubo,13035000,31 mar 2023
TakefusaKubo,13035000,1 abr 2023
TakefusaKubo,13062000,2 abr 2023
TakefusaKubo,13113000,3 abr 2023
TakefusaKubo,13197000,4 abr 2023
TakefusaKubo,13321000,5 abr 2023
TakefusaKubo,13445000,6 abr 2023
TakefusaKubo,13565000,7 abr 2023
TakefusaKubo,13612000,8 abr 2023
TakefusaKubo,13755000,9 abr 2023
TakefusaKubo,13911000,10 abr 2023
TakefusaKubo,14069000,11 abr 2023
TakefusaKubo,14236000,12 abr 2023
TakefusaKubo,14403000,13 abr 2023
TakefusaKubo,14569000,14 abr 2023
TakefusaKubo,14693000,15 abr 2023
TakefusaKubo,14820000,16 abr 2023
TakefusaKubo,14898000,17 abr 2023
TakefusaKubo,14952000,18 abr 2023
TakefusaKubo,15077000,19 abr 2023
TakefusaKubo,15112000,20 abr 2023
TakefusaKubo,15142000,21 abr 2023
TakefusaKubo,15129000,22 abr 2023
TakefusaKubo,15111000,23 abr 2023
TakefusaKubo,15091000,24 abr 2023
TakefusaKubo,15081000,25 abr 2023
TakefusaKubo,15060000,26 abr 2023
TakefusaKubo,15046000,27 abr 2023
TakefusaKubo,15034000,28 abr 2023
TakefusaKubo,15054000,29 abr 2023
TakefusaKubo,15086000,30 abr 2023
TakefusaKubo,15115000,1 may 2023
TakefusaKubo,15141000,2 may 2023
TakefusaKubo,15189000,3 may 2023
TakefusaKubo,15254000,4 may 2023
TakefusaKubo,15313000,5 may 2023
TakefusaKubo,15376000,6 may 2023
TakefusaKubo,15430000,7 may 2023
TakefusaKubo,15486000,8 may 2023
TakefusaKubo,15540000,9 may 2023
TakefusaKubo,15597000,10 may 2023
TakefusaKubo,15656000,11 may 2023
TakefusaKubo,15716000,12 may 2023
TakefusaKubo,15740000,13 may 2023
TakefusaKubo,15794000,14 may 2023
TakefusaKubo,15847000,15 may 2023
TakefusaKubo,15904000,16 may 2023
TakefusaKubo,15971000,17 may 2023
TakefusaKubo,16037000,18 may 2023
TakefusaKubo,16037000,19 may 2023
TakefusaKubo,16078000,20 may 2023
TakefusaKubo,16127000,21 may 2023
TakefusaKubo,16179000,22 may 2023
TakefusaKubo,16244000,23 may 2023
TakefusaKubo,16307000,24 may 2023
TakefusaKubo,16377000,25 may 2023
TakefusaKubo,16455000,26 may 2023
TakefusaKubo,16553000,27 may 2023
TakefusaKubo,16640000,28 may 2023
TakefusaKubo,16721000,29 may 2023
TakefusaKubo,16810000,30 may 2023
TakefusaKubo,16903000,31 may 2023
TakefusaKubo,16997000,1 jun 2023
TakefusaKubo,17093000,2 jun 2023
TakefusaKubo,17193000,3 jun 2023
TakefusaKubo,17295000,4 jun 2023
TakefusaKubo,17331000,5 jun 2023
TakefusaKubo,17360000,6 jun 2023
TakefusaKubo,17371000,7 jun 2023
TakefusaKubo,17388000,8 jun 2023
TakefusaKubo,17378000,9 jun 2023
TakefusaKubo,17388000,10 jun 2023
TakefusaKubo,17383000,11 jun 2023
TakefusaKubo,17329000,12 jun 2023
TakefusaKubo,17338000,13 jun 2023
TakefusaKubo,17311000,14 jun 2023
TakefusaKubo,17275000,15 jun 2023
TakefusaKubo,17262000,16 jun 2023
TakefusaKubo,17262000,17 jun 2023
TakefusaKubo,17230000,18 jun 2023
TakefusaKubo,17198000,19 jun 2023
TakefusaKubo,17166000,20 jun 2023
TakefusaKubo,17134000,21 jun 2023
TakefusaKubo,17116000,22 jun 2023
TakefusaKubo,17084000,23 jun 2023
TakefusaKubo,17057000,24 jun 2023
TakefusaKubo,17046000,25 jun 2023
TakefusaKubo,17010000,26 jun 2023
TakefusaKubo,16983000,27 jun 2023
TakefusaKubo,16948000,28 jun 2023
TakefusaKubo,16930000,29 jun 2023
TakefusaKubo,16898000,30 jun 2023
TakefusaKubo,16880000,1 jul 2023
TakefusaKubo,16866000,2 jul 2023
TakefusaKubo,16852000,3 jul 2023
TakefusaKubo,16830000,4 jul 2023
TakefusaKubo,16804000,5 jul 2023
TakefusaKubo,16775000,6 jul 2023
TakefusaKubo,16743000,7 jul 2023
TakefusaKubo,16706000,8 jul 2023
TakefusaKubo,16675000,9 jul 2023
TakefusaKubo,16646000,10 jul 2023
TakefusaKubo,16646000,12 jul 2023
TakefusaKubo,16629000,13 jul 2023
TakefusaKubo,16586000,14 jul 2023
TakefusaKubo,16543000,15 jul 2023
TakefusaKubo,16498000,16 jul 2023
TakefusaKubo,16461000,17 jul 2023
TakefusaKubo,16424000,18 jul 2023
TakefusaKubo,16392000,19 jul 2023
TakefusaKubo,16362000,20 jul 2023
TakefusaKubo,16333000,21 jul 2023
TakefusaKubo,16310000,22 jul 2023
TakefusaKubo,16288000,23 jul 2023
TakefusaKubo,16258000,24 jul 2023
TakefusaKubo,16230000,25 jul 2023
TakefusaKubo,16201000,26 jul 2023
TakefusaKubo,16170000,27 jul 2023
TakefusaKubo,16128000,28 jul 2023
TakefusaKubo,16090000,29 jul 2023
TakefusaKubo,16057000,30 jul 2023
TakefusaKubo,16022000,31 jul 2023
TakefusaKubo,15985000,1 ago 2023
TakefusaKubo,15961000,2 ago 2023
TakefusaKubo,15932000,3 ago 2023
TakefusaKubo,15899000,4 ago 2023
TakefusaKubo,15866000,5 ago 2023
TakefusaKubo,15836000,6 ago 2023
TakefusaKubo,15806000,7 ago 2023
TakefusaKubo,15777000,8 ago 2023
TakefusaKubo,15733000,9 ago 2023
TakefusaKubo,15683000,10 ago 2023
TakefusaKubo,15632000,11 ago 2023
TakefusaKubo,15582000,12 ago 2023
TakefusaKubo,15567000,13 ago 2023
TakefusaKubo,15555000,14 ago 2023
TakefusaKubo,15542000,15 ago 2023
TakefusaKubo,15552000,16 ago 2023
TakefusaKubo,15558000,17 ago 2023
TakefusaKubo,15550000,18 ago 2023
TakefusaKubo,15523000,19 ago 2023
TakefusaKubo,15535000,20 ago 2023
TakefusaKubo,15555000,21 ago 2023
TakefusaKubo,15572000,22 ago 2023
TakefusaKubo,15611000,23 ago 2023
TakefusaKubo,15633000,24 ago 2023
TakefusaKubo,15716000,25 ago 2023
TakefusaKubo,15665000,26 ago 2023
TakefusaKubo,15691000,27 ago 2023
TakefusaKubo,15716000,28 ago 2023
TakefusaKubo,15735000,29 ago 2023
TakefusaKubo,15761000,30 ago 2023
TakefusaKubo,15756000,31 ago 2023
TakefusaKubo,15726000,1 sept 2023
TakefusaKubo,15703000,2 sept 2023
TakefusaKubo,15740000,3 sept 2023
TakefusaKubo,15766000,4 sept 2023
TakefusaKubo,15820000,5 sept 2023
TakefusaKubo,15856000,6 sept 2023
TakefusaKubo,15898000,7 sept 2023
TakefusaKubo,15939000,8 sept 2023
TakefusaKubo,15975000,9 sept 2023
TakefusaKubo,16009000,10 sept 2023
TakefusaKubo,16031000,11 sept 2023
TakefusaKubo,16059000,12 sept 2023
TakefusaKubo,16082000,13 sept 2023
TakefusaKubo,16098000,14 sept 2023
TakefusaKubo,16106000,15 sept 2023
TakefusaKubo,16112000,16 sept 2023
TakefusaKubo,16142000,17 sept 2023
TakefusaKubo,16197000,18 sept 2023
TakefusaKubo,16252000,19 sept 2023
TakefusaKubo,16324000,20 sept 2023
TakefusaKubo,16383000,21 sept 2023
TakefusaKubo,16440000,22 sept 2023
TakefusaKubo,16488000,23 sept 2023
TakefusaKubo,16544000,24 sept 2023
TakefusaKubo,16615000,25 sept 2023
TakefusaKubo,16695000,26 sept 2023
TakefusaKubo,16764000,27 sept 2023
TakefusaKubo,16838000,28 sept 2023
TakefusaKubo,16898000,29 sept 2023
TakefusaKubo,16952000,30 sept 2023
TakefusaKubo,17034000,1 oct 2023
TakefusaKubo,17114000,2 oct 2023
TakefusaKubo,17191000,3 oct 2023
TakefusaKubo,17278000,4 oct 2023
TakefusaKubo,17355000,5 oct 2023
TakefusaKubo,17431000,6 oct 2023
TakefusaKubo,17491000,7 oct 2023
TakefusaKubo,17565000,8 oct 2023
TakefusaKubo,17630000,9 oct 2023
TakefusaKubo,17709000,10 oct 2023
TakefusaKubo,17783000,11 oct 2023
TakefusaKubo,17848000,12 oct 2023
TakefusaKubo,17911000,13 oct 2023
TakefusaKubo,17964000,14 oct 2023
TakefusaKubo,18016000,15 oct 2023
TakefusaKubo,18058000,16 oct 2023
TakefusaKubo,18104000,17 oct 2023
TakefusaKubo,18144000,18 oct 2023
TakefusaKubo,18187000,19 oct 2023
TakefusaKubo,18227000,20 oct 2023
BryanZaragoza,500000,16 jun 2023
BryanZaragoza,489000,17 jun 2023
BryanZaragoza,468000,18 jun 2023
BryanZaragoza,436000,19 jun 2023
BryanZaragoza,421000,20 jun 2023
BryanZaragoza,408000,21 jun 2023
BryanZaragoza,393000,22 jun 2023
BryanZaragoza,362000,23 jun 2023
BryanZaragoza,334000,24 jun 2023
BryanZaragoza,319000,25 jun 2023
BryanZaragoza,300000,26 jun 2023
BryanZaragoza,284000,27 jun 2023
BryanZaragoza,269000,28 jun 2023
BryanZaragoza,257000,29 jun 2023
BryanZaragoza,248000,30 jun 2023
BryanZaragoza,244000,1 jul 2023
BryanZaragoza,246000,2 jul 2023
BryanZaragoza,266000,3 jul 2023
BryanZaragoza,279000,4 jul 2023
BryanZaragoza,286000,5 jul 2023
BryanZaragoza,301000,6 jul 2023
BryanZaragoza,314000,7 jul 2023
BryanZaragoza,327000,8 jul 2023
BryanZaragoza,335000,9 jul 2023
BryanZaragoza,343000,10 jul 2023
BryanZaragoza,343000,12 jul 2023
BryanZaragoza,363000,13 jul 2023
BryanZaragoza,394000,14 jul 2023
BryanZaragoza,423000,15 jul 2023
BryanZaragoza,458000,16 jul 2023
BryanZaragoza,494000,17 jul 2023
BryanZaragoza,547000,18 jul 2023
BryanZaragoza,575000,19 jul 2023
BryanZaragoza,600000,20 jul 2023
BryanZaragoza,621000,21 jul 2023
BryanZaragoza,650000,22 jul 2023
BryanZaragoza,681000,23 jul 2023
BryanZaragoza,712000,24 jul 2023
BryanZaragoza,744000,25 jul 2023
BryanZaragoza,781000,26 jul 2023
BryanZaragoza,819000,27 jul 2023
BryanZaragoza,870000,28 jul 2023
BryanZaragoza,931000,29 jul 2023
BryanZaragoza,996000,30 jul 2023
BryanZaragoza,1065000,31 jul 2023
BryanZaragoza,1100000,1 ago 2023
BryanZaragoza,1130000,2 ago 2023
BryanZaragoza,1159000,3 ago 2023
BryanZaragoza,1189000,4 ago 2023
BryanZaragoza,1216000,5 ago 2023
BryanZaragoza,1248000,6 ago 2023
BryanZaragoza,1278000,7 ago 2023
BryanZaragoza,1319000,8 ago 2023
BryanZaragoza,1367000,9 ago 2023
BryanZaragoza,1419000,10 ago 2023
BryanZaragoza,1471000,11 ago 2023
BryanZaragoza,1514000,12 ago 2023
BryanZaragoza,1560000,13 ago 2023
BryanZaragoza,1590000,14 ago 2023
BryanZaragoza,1613000,15 ago 2023
BryanZaragoza,1656000,16 ago 2023
BryanZaragoza,1698000,17 ago 2023
BryanZaragoza,1746000,18 ago 2023
BryanZaragoza,1780000,19 ago 2023
BryanZaragoza,1803000,20 ago 2023
BryanZaragoza,1828000,21 ago 2023
BryanZaragoza,1910000,22 ago 2023
BryanZaragoza,1998000,23 ago 2023
BryanZaragoza,2088000,24 ago 2023
BryanZaragoza,2179000,25 ago 2023
BryanZaragoza,2266000,26 ago 2023
BryanZaragoza,2373000,27 ago 2023
BryanZaragoza,2485000,28 ago 2023
BryanZaragoza,2602000,29 ago 2023
BryanZaragoza,2727000,30 ago 2023
BryanZaragoza,2857000,31 ago 2023
BryanZaragoza,2990000,1 sept 2023
BryanZaragoza,3102000,2 sept 2023
BryanZaragoza,3249000,3 sept 2023
BryanZaragoza,3402000,4 sept 2023
BryanZaragoza,3568000,5 sept 2023
BryanZaragoza,3737000,6 sept 2023
BryanZaragoza,3918000,7 sept 2023
BryanZaragoza,4106000,8 sept 2023
BryanZaragoza,4302000,9 sept 2023
BryanZaragoza,4507000,10 sept 2023
BryanZaragoza,4718000,11 sept 2023
BryanZaragoza,4942000,12 sept 2023
BryanZaragoza,5176000,13 sept 2023
BryanZaragoza,5295000,14 sept 2023
BryanZaragoza,5414000,15 sept 2023
BryanZaragoza,5631000,16 sept 2023
BryanZaragoza,5755000,17 sept 2023
BryanZaragoza,5886000,18 sept 2023
BryanZaragoza,6017000,19 sept 2023
BryanZaragoza,6143000,20 sept 2023
BryanZaragoza,6264000,21 sept 2023
BryanZaragoza,6386000,22 sept 2023
BryanZaragoza,6496000,23 sept 2023
BryanZaragoza,6619000,24 sept 2023
BryanZaragoza,6720000,25 sept 2023
BryanZaragoza,6798000,26 sept 2023
BryanZaragoza,6866000,27 sept 2023
BryanZaragoza,6940000,28 sept 2023
BryanZaragoza,7034000,29 sept 2023
BryanZaragoza,7139000,30 sept 2023
BryanZaragoza,7271000,1 oct 2023
BryanZaragoza,7435000,2 oct 2023
BryanZaragoza,7596000,3 oct 2023
BryanZaragoza,7770000,4 oct 2023
BryanZaragoza,7936000,5 oct 2023
BryanZaragoza,8105000,6 oct 2023
BryanZaragoza,8263000,7 oct 2023
BryanZaragoza,8430000,8 oct 2023
BryanZaragoza,8635000,9 oct 2023
BryanZaragoza,8846000,10 oct 2023
BryanZaragoza,9061000,11 oct 2023
BryanZaragoza,9277000,12 oct 2023
BryanZaragoza,9498000,13 oct 2023
BryanZaragoza,9722000,14 oct 2023
BryanZaragoza,9952000,15 oct 2023
BryanZaragoza,10187000,16 oct 2023
BryanZaragoza,10299000,17 oct 2023
BryanZaragoza,10411000,18 oct 2023
BryanZaragoza,10523000,19 oct 2023
BryanZaragoza,10635000,20 oct 2023
IñakiWilliams,10768000,20 oct 2022
IñakiWilliams,10817000,21 oct 2022
IñakiWilliams,10851000,22 oct 2022
IñakiWilliams,10877000,23 oct 2022
IñakiWilliams,10903000,24 oct 2022
IñakiWilliams,10895000,25 oct 2022
IñakiWilliams,10897000,26 oct 2022
IñakiWilliams,10911000,27 oct 2022
IñakiWilliams,10909000,28 oct 2022
IñakiWilliams,10846000,29 oct 2022
IñakiWilliams,10797000,30 oct 2022
IñakiWilliams,10859000,31 oct 2022
IñakiWilliams,10947000,1 nov 2022
IñakiWilliams,11047000,2 nov 2022
IñakiWilliams,11145000,3 nov 2022
IñakiWilliams,11231000,4 nov 2022
IñakiWilliams,11251000,5 nov 2022
IñakiWilliams,11231000,6 nov 2022
IñakiWilliams,11213000,7 nov 2022
IñakiWilliams,11201000,8 nov 2022
IñakiWilliams,11205000,9 nov 2022
IñakiWilliams,11239000,10 nov 2022
IñakiWilliams,11260000,11 nov 2022
IñakiWilliams,11275000,12 nov 2022
IñakiWilliams,11294000,13 nov 2022
IñakiWilliams,11306000,14 nov 2022
IñakiWilliams,11323000,15 nov 2022
IñakiWilliams,11338000,16 nov 2022
IñakiWilliams,11351000,17 nov 2022
IñakiWilliams,11349000,18 nov 2022
IñakiWilliams,11325000,19 nov 2022
IñakiWilliams,11299000,20 nov 2022
IñakiWilliams,11269000,21 nov 2022
IñakiWilliams,11229000,22 nov 2022
IñakiWilliams,11208000,23 nov 2022
IñakiWilliams,11193000,24 nov 2022
IñakiWilliams,11163000,25 nov 2022
IñakiWilliams,11129000,26 nov 2022
IñakiWilliams,11098000,27 nov 2022
IñakiWilliams,11075000,28 nov 2022
IñakiWilliams,11024000,29 nov 2022
IñakiWilliams,11001000,30 nov 2022
IñakiWilliams,10958000,1 dic 2022
IñakiWilliams,10898000,2 dic 2022
IñakiWilliams,10842000,3 dic 2022
IñakiWilliams,10803000,4 dic 2022
IñakiWilliams,10759000,5 dic 2022
IñakiWilliams,10722000,6 dic 2022
IñakiWilliams,10672000,7 dic 2022
IñakiWilliams,10637000,8 dic 2022
IñakiWilliams,10599000,9 dic 2022
IñakiWilliams,10547000,10 dic 2022
IñakiWilliams,10508000,11 dic 2022
IñakiWilliams,10478000,12 dic 2022
IñakiWilliams,10421000,13 dic 2022
IñakiWilliams,10375000,14 dic 2022
IñakiWilliams,10312000,15 dic 2022
IñakiWilliams,10236000,16 dic 2022
