Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
JudeBellingham,J11,18,18,18,18,Pases totales 48,Pases precisos 44,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 12,Duelos ganados 6,Pérdidas 5,Regates totales 4,Tiros a puerta 2,Goles 2,Despejes totales 1,Intercepciones 2,Entradas totales 2,Faltas recibidas 2,Faltas cometidas 2,Minutos jugados 90,Toques 75,Valoración 8.1,Posesiones perdidas 15,Goles esperados 0.6,MATCH_STAT_expectedAssists 0.1,2023-11-04 17:36:32.496953
JudeBellingham,J10,6,6,6,7,Pases totales 36,Pases precisos 29,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 10,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Tiros bloqueados en ataque 1,Despejes totales 1,Intercepciones 1,Faltas recibidas 7,Fueras de juego 1,Minutos jugados 90,Toques 59,Valoración 7.5,Posesiones perdidas 12,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-04 17:36:36.564349
JudeBellingham,J9,18,18,18,19,Pases totales 53,Pases precisos 48,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos perdidos 6,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 1,Tiros a puerta 3,Goles 2,Intercepciones 3,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 2,Fueras de juego 1,Minutos jugados 72,Toques 76,Valoración 8.9,Posesiones perdidas 13,Goles esperados 0.7,MATCH_STAT_expectedAssists 0.0,2023-11-04 17:36:40.587459
JudeBellingham,J8,14,14,14,15,Pases totales 44,Pases precisos 43,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Centros totales 1,Duelos perdidos 6,Duelos ganados 7,Regateado 2,Regates totales 6,Regates completados 2,Ocasiones creadas 1,Ocasiones claras falladas 1,Tiros a puerta 3,Tiros bloqueados en ataque 2,Goles 1,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 4,Faltas recibidas 1,Minutos jugados 74,Toques 69,Valoración 9,Posesiones perdidas 7,Goles esperados 1.2,Pases clave 1,MATCH_STAT_expectedAssists 0.3,2023-11-04 17:36:44.639566
JudeBellingham,J6,2,-2,2,9,Pases totales 52,Pases precisos 47,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 13,Pérdidas 1,Regates totales 9,Regates completados 7,Tiros fuera 1,Despejes totales 1,Entradas totales 2,Faltas recibidas 3,Faltas cometidas 1,Minutos jugados 90,Toques 75,Valoración 7.8,Posesiones perdidas 12,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 17:36:50.179605
JudeBellingham,J5,6,2,2,7,Pases totales 41,Pases precisos 34,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 8,Regates totales 3,Regates completados 2,Ocasiones claras falladas 1,Tiros a puerta 2,Entradas totales 1,Faltas recibidas 4,Faltas cometidas 1,Minutos jugados 90,Toques 55,Valoración 7.4,Posesiones perdidas 9,Goles esperados 0.3,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-04 17:36:54.183577
JudeBellingham,J4,10,14,10,12,Pases totales 53,Pases precisos 48,Balones en largo totales 2,Centros totales 4,Centros precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 7,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 3,Regates completados 1,Tiros a puerta 1,Goles 1,Despejes totales 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 90,Toques 72,Valoración 7.7,Posesiones perdidas 15,Goles esperados 0.7,Pases clave 3,MATCH_STAT_expectedAssists 0.2,2023-11-04 17:36:58.468779
JudeBellingham,J3,14,10,10,14,Pases totales 40,Pases precisos 36,Duelos aéreos perdidos 2,Duelos aéreos ganados 3,Duelos perdidos 4,Duelos ganados 7,Regates totales 2,Regates completados 1,Tiros a puerta 1,Goles 1,Despejes totales 1,Tiros bloqueados en defensa 1,Faltas recibidas 5,Faltas cometidas 1,Minutos jugados 90,Toques 57,Valoración 8.1,Posesiones perdidas 9,Goles esperados 0.2,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-04 17:37:02.851363
JudeBellingham,J2,18,18,18,20,Pases totales 44,Pases precisos 41,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Duelos aéreos perdidos 1,Duelos perdidos 5,Duelos ganados 2,Pérdidas 2,Regates totales 2,Regates completados 1,Tiros fuera 1,Tiros a puerta 4,Tiros bloqueados en ataque 1,Goles 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 81,Toques 59,Valoración 9.4,Posesiones perdidas 7,Goles esperados 0.7,Pases clave 3,MATCH_STAT_expectedAssists 0.2,2023-11-04 17:37:07.075368
JudeBellingham,J1,14,14,14,14,Pases totales 49,Pases precisos 40,Balones en largo totales 1,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 3,Duelos ganados 12,Regateado 1,Regates totales 4,Regates completados 3,Tiros a puerta 1,Tiros bloqueados en ataque 1,Goles 1,Despejes totales 1,Intercepciones 2,Entradas totales 3,Faltas recibidas 6,Minutos jugados 90,Toques 75,Valoración 8.4,Posesiones perdidas 14,Goles esperados 0.2,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 17:37:11.137386
