Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
IagoAspas,J11,2,2,6,6,Pases totales 33,Pases precisos 27,Balones en largo totales 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 5,Pérdidas 1,Regates totales 2,Regates completados 2,Intercepciones 3,Entradas totales 2,Faltas recibidas 1,Minutos jugados 90,Toques 48,Valoración 7.3,Posesiones perdidas 11,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:32:39.844690
IagoAspas,J10,6,2,6,7,Pases totales 21,Pases precisos 21,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 4,Centros precisos 1,Duelos perdidos 2,Duelos ganados 2,Pérdidas 2,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Tiros fuera 3,Intercepciones 1,Faltas recibidas 1,Minutos jugados 61,Toques 35,Valoración 7.5,Posesiones perdidas 6,Goles esperados 0.1,Pases clave 4,MATCH_STAT_expectedAssists 0.1,2023-11-03 23:32:46.517673
IagoAspas,J9,-2,2,6,5,Pases totales 51,Pases precisos 46,Centros totales 9,Centros precisos 4,Duelos perdidos 2,Duelos ganados 1,Regates totales 2,Regates completados 1,Ocasiones claras falladas 2,Tiros a puerta 4,Tiros bloqueados en ataque 2,Tiros al palo 1,Faltas cometidas 1,Minutos jugados 90,Toques 71,Valoración 7.1,Posesiones perdidas 13,Goles esperados 1.6,Pases clave 3,Penaltis fallados 1,MATCH_STAT_expectedAssists 0.3,2023-11-03 23:32:53.161767
IagoAspas,J8,2,2,2,4,Pases totales 12,Pases precisos 9,Balones en largo totales 2,Centros totales 2,Centros precisos 1,Tiros a puerta 1,Fueras de juego 1,Minutos jugados 21,Toques 16,Valoración 6.9,Posesiones perdidas 4,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-03 23:32:59.792371
IagoAspas,J7,2,-2,2,4,Pases totales 23,Pases precisos 19,Balones en largo totales 3,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 3,Duelos perdidos 5,Duelos ganados 2,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Tiros fuera 1,Faltas recibidas 1,Minutos jugados 63,Toques 31,Valoración 6.8,Posesiones perdidas 8,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:33:06.475045
IagoAspas,J6,6,2,6,8,Pases totales 34,Pases precisos 23,Balones en largo totales 5,Balones en largo precisos 3,Asistencias de gol 1,Centros totales 4,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 2,Pérdidas 1,Ocasiones creadas 1,Tiros fuera 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Faltas recibidas 2,Minutos jugados 78,Toques 46,Valoración 7.7,Posesiones perdidas 17,Goles esperados 0.3,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-03 23:33:13.144111
IagoAspas,J5,6,6,6,11,Pases totales 45,Pases precisos 29,Balones en largo totales 4,Balones en largo precisos 1,Centros totales 12,Centros precisos 4,Duelos aéreos perdidos 1,Duelos perdidos 6,Duelos ganados 2,Regateado 2,Pérdidas 2,Ocasiones creadas 4,Tiros fuera 2,Despejes en la línea de gol 1,Tiros bloqueados en defensa 1,Faltas recibidas 2,Faltas cometidas 1,Fueras de juego 2,Minutos jugados 90,Toques 68,Valoración 8.9,Posesiones perdidas 28,Goles esperados 0.2,Pases clave 6,MATCH_STAT_expectedAssists 0.9,2023-11-03 23:33:19.819927
IagoAspas,J4,2,6,6,10,Pases totales 32,Pases precisos 26,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Centros totales 7,Centros precisos 4,Duelos perdidos 1,Duelos ganados 6,Regates totales 4,Regates completados 3,Ocasiones creadas 1,Tiros fuera 3,Tiros a puerta 1,Despejes totales 1,Faltas recibidas 3,Minutos jugados 89,Toques 54,Valoración 8.4,Posesiones perdidas 11,Goles esperados 0.5,Pases clave 5,MATCH_STAT_expectedAssists 0.5,2023-11-03 23:33:26.496359
IagoAspas,J3,6,6,2,6,Pases totales 25,Pases precisos 22,Balones en largo totales 5,Balones en largo precisos 3,Centros totales 4,Duelos perdidos 1,Duelos ganados 4,Regateado 1,Tiros fuera 1,Tiros a puerta 1,Despejes totales 1,Faltas recibidas 4,Minutos jugados 90,Toques 40,Valoración 7.2,Posesiones perdidas 10,Goles esperados 0.4,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:33:33.150735
IagoAspas,J2,6,6,10,6,Pases totales 30,Pases precisos 24,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 10,Centros precisos 2,Duelos aéreos perdidos 4,Duelos perdidos 8,Duelos ganados 2,Pérdidas 2,Regates totales 1,Regates completados 1,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 1,Despejes totales 1,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 89,Toques 55,Valoración 7.3,Posesiones perdidas 21,Goles esperados 0.1,Pases clave 6,MATCH_STAT_expectedAssists 0.3,2023-11-03 23:33:39.824596
IagoAspas,J1,2,2,-2,6,Pases totales 24,Pases precisos 21,Duelos ganados 2,Regates totales 2,Regates completados 2,Ocasiones claras falladas 1,Tiros fuera 3,Tiros bloqueados en ataque 2,Fueras de juego 2,Minutos jugados 82,Toques 35,Valoración 7.3,Posesiones perdidas 6,Goles esperados 0.4,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-03 23:33:46.464264
