Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
OmarMascarell,J11,2,2,6,6,Pases totales 42,Pases precisos 32,Balones en largo totales 8,Balones en largo precisos 5,Duelos aéreos perdidos 5,Duelos aéreos ganados 7,Duelos perdidos 5,Duelos ganados 12,Regates totales 1,Regates completados 1,Despejes totales 2,Tiros bloqueados en defensa 1,Intercepciones 2,Faltas recibidas 5,Faltas cometidas 1,Minutos jugados 89,Toques 57,Valoración 7.3,Posesiones perdidas 11,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:41:51.905939
OmarMascarell,J9,2,2,2,1,Pases totales 19,Pases precisos 11,Balones en largo totales 7,Balones en largo precisos 3,Duelos aéreos ganados 2,Duelos perdidos 4,Duelos ganados 2,Regateado 2,Despejes totales 1,Faltas cometidas 2,Minutos jugados 16,Toques 21,Valoración 6.3,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:42:00.776778
OmarMascarell,J8,2,2,2,3,Pases totales 5,Pases precisos 5,Duelos perdidos 1,Duelos ganados 1,Despejes totales 2,Intercepciones 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 26,Toques 10,Valoración 6.6,Goles esperados 0,2023-11-04 03:42:07.370412
OmarMascarell,J3,2,2,6,1,Pases totales 40,Pases precisos 32,Balones en largo totales 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Regateado 1,Regates totales 1,Regates completados 1,Despejes totales 1,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 72,Toques 45,Valoración 6.3,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:42:22.969588
OmarMascarell,J2,6,2,2,3,Pases totales 24,Pases precisos 23,Balones en largo totales 4,Balones en largo precisos 3,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Despejes totales 2,Intercepciones 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 72,Toques 29,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:42:29.602004
OmarMascarell,J1,2,2,6,2,Pases totales 16,Pases precisos 14,Balones en largo totales 3,Balones en largo precisos 3,Duelos perdidos 3,Duelos ganados 1,Regateado 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 60,Toques 19,Valoración 6.4,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:42:36.217975
