Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ArsenZakharyan,J11,0,0,2,2,Pases totales 4,Pases precisos 3,Balones en largo totales 1,Centros totales 2,Duelos perdidos 1,Duelos ganados 1,Regates totales 1,Entradas totales 1,Minutos jugados 8,Toques 8,Valoración 6.4,Posesiones perdidas 4,2023-11-04 04:05:08.070765
ArsenZakharyan,J10,2,2,6,3,Pases totales 11,Pases precisos 9,Balones en largo totales 1,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 3,Duelos ganados 1,Pérdidas 1,Regates totales 1,Tiros fuera 1,Tiros bloqueados en ataque 1,Faltas recibidas 1,Minutos jugados 45,Toques 20,Valoración 6.6,Posesiones perdidas 7,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:05:14.716099
ArsenZakharyan,J9,2,2,6,3,Pases totales 13,Pases precisos 11,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 3,Centros precisos 1,Duelos aéreos ganados 1,Duelos ganados 1,Tiros fuera 1,Minutos jugados 25,Toques 19,Valoración 6.7,Posesiones perdidas 5,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:05:21.338961
ArsenZakharyan,J5,0,2,6,2,Pases totales 2,Pases precisos 1,Balones en largo totales 1,Centros totales 1,Centros precisos 1,Duelos perdidos 1,Duelos ganados 1,Regates totales 1,Entradas totales 1,Minutos jugados 9,Toques 5,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:05:32.456496
ArsenZakharyan,J4,2,2,6,0,Pases totales 7,Pases precisos 4,Balones en largo totales 2,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Regateado 1,Despejes totales 1,Entradas totales 1,Minutos jugados 11,Toques 13,Valoración 6.1,Posesiones perdidas 6,Goles esperados 0,2023-11-04 04:05:39.114509
ArsenZakharyan,J3,2,2,2,3,Pases totales 5,Pases precisos 2,Centros totales 2,Centros precisos 1,Duelos aéreos ganados 2,Duelos ganados 2,Minutos jugados 15,Toques 8,Valoración 6.7,Posesiones perdidas 4,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.2,2023-11-04 04:05:45.737211
