Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
CarlStarfelt,J11,2,2,2,4,Pases totales 25,Pases precisos 20,Balones en largo totales 4,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Despejes totales 6,Intercepciones 2,Entradas totales 1,Minutos jugados 90,Toques 36,Valoración 6.8,Posesiones perdidas 5,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:30:01.198924
CarlStarfelt,J10,2,2,6,3,Pases totales 42,Pases precisos 41,Balones en largo totales 4,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Despejes totales 8,Tiros bloqueados en defensa 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 90,Toques 54,Valoración 6.7,Posesiones perdidas 2,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:30:07.852232
CarlStarfelt,J9,2,-2,6,7,Pases totales 65,Pases precisos 57,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 8,Duelos perdidos 3,Duelos ganados 11,Tiros fuera 1,Tiros a puerta 1,Despejes totales 4,Intercepciones 3,Entradas totales 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 90,Toques 81,Valoración 7.4,Posesiones perdidas 10,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:30:14.523105
CarlStarfelt,J8,2,2,2,6,Pases totales 23,Pases precisos 18,Balones en largo totales 4,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos perdidos 3,Duelos ganados 2,Despejes totales 9,Tiros bloqueados en defensa 4,Intercepciones 3,Entradas totales 2,Penaltis cometidos 1,Faltas cometidas 1,Minutos jugados 90,Toques 46,Valoración 7.2,Posesiones perdidas 5,Goles esperados 0,2023-11-04 01:30:21.155135
CarlStarfelt,J7,-2,6,6,5,Pases totales 34,Pases precisos 31,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Despejes totales 7,Despejes en la línea de gol 1,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 1,Errores que llevan a disparo 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 46,Valoración 7.1,Posesiones perdidas 3,Goles esperados 0,2023-11-04 01:30:27.852119
CarlStarfelt,J6,2,6,2,3,Pases totales 16,Pases precisos 12,Balones en largo totales 1,Duelos aéreos ganados 2,Duelos ganados 5,Despejes totales 7,Intercepciones 1,Entradas totales 2,Faltas recibidas 1,Minutos jugados 90,Toques 29,Valoración 6.6,Posesiones perdidas 4,Goles esperados 0,2023-11-04 01:30:34.483523
CarlStarfelt,J5,6,2,2,3,Pases totales 57,Pases precisos 50,Balones en largo totales 6,Balones en largo precisos 3,Duelos aéreos perdidos 3,Duelos aéreos ganados 3,Duelos perdidos 4,Duelos ganados 3,Ocasiones claras falladas 1,Tiros fuera 1,Tiros al palo 1,Despejes totales 4,Intercepciones 1,Faltas cometidas 1,Minutos jugados 90,Toques 64,Valoración 6.7,Posesiones perdidas 7,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:30:41.133495
CarlStarfelt,J4,2,2,2,5,Pases totales 27,Pases precisos 22,Balones en largo totales 2,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 3,Regateado 2,Tiros a puerta 1,Despejes totales 6,Tiros bloqueados en defensa 2,Intercepciones 2,Entradas totales 1,Minutos jugados 90,Toques 39,Valoración 7.1,Posesiones perdidas 5,Goles esperados 0.1,2023-11-04 01:30:47.768495
CarlStarfelt,J3,6,2,6,4,Pases totales 24,Pases precisos 23,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 1,Regateado 1,Despejes totales 5,Tiros bloqueados en defensa 2,Faltas cometidas 1,Minutos jugados 90,Toques 32,Valoración 6.8,Posesiones perdidas 1,Goles esperados 0,2023-11-04 01:30:54.413403
CarlStarfelt,J2,2,2,6,5,Pases totales 39,Pases precisos 34,Balones en largo totales 5,Balones en largo precisos 1,Duelos aéreos ganados 4,Duelos perdidos 2,Duelos ganados 7,Regateado 1,Ocasiones claras falladas 1,Tiros a puerta 1,Despejes totales 7,Tiros bloqueados en defensa 2,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 56,Valoración 7.1,Posesiones perdidas 5,Goles esperados 0.2,2023-11-04 01:31:01.062962
