Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AndriyLunin,J2,10,6,6,10,Pases totales 20,Pases precisos 19,Balones en largo totales 5,Balones en largo precisos 4,Despejes por alto 1,Paradas desde dentro del área 4,Paradas 7,Minutos jugados 90,Toques 34,Valoración 8.2,Posesiones perdidas 1,Goles esperados 0,Goles evitados 1.1,2023-11-04 04:16:29.332722
AndriyLunin,J1,2,2,6,7,Pases totales 31,Pases precisos 28,Balones en largo totales 10,Balones en largo precisos 7,Despejes totales 3,Despejes por alto 2,Paradas desde dentro del área 1,Paradas 1,Despejes con los puños 3,Minutos jugados 90,Toques 48,Valoración 7.5,Posesiones perdidas 3,Goles esperados 0,Goles evitados 0.0,2023-11-04 04:16:35.999216
