Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
NahuelMolina,J12,-2,-2,6,1,Pases totales 37,Pases precisos 25,Balones en largo totales 5,Centros totales 1,Duelos perdidos 5,Duelos ganados 6,Pérdidas 2,Regates totales 3,Regates completados 1,Entradas totales 5,Faltas cometidas 1,Minutos jugados 76,Toques 60,Valoración 6.2,Posesiones perdidas 18,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:04:58.061707
NahuelMolina,J11,6,2,6,8,Pases totales 62,Pases precisos 48,Balones en largo totales 5,Balones en largo precisos 3,Centros totales 2,Centros precisos 1,Duelos ganados 4,Ocasiones creadas 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Despejes totales 4,Entradas totales 2,Faltas recibidas 2,Fueras de juego 1,Minutos jugados 81,Toques 87,Valoración 7.6,Posesiones perdidas 17,Goles esperados 0.2,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:05:04.729625
NahuelMolina,J10,2,6,10,7,Pases totales 33,Pases precisos 30,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Centros totales 1,Duelos perdidos 1,Duelos ganados 3,Regates totales 2,Regates completados 2,Ocasiones creadas 1,Despejes totales 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 45,Toques 44,Valoración 7.5,Posesiones perdidas 7,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-04 00:05:11.384909
NahuelMolina,J9,-2,-2,2,3,Pases totales 35,Pases precisos 19,Balones en largo totales 11,Balones en largo precisos 5,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 7,Regateado 2,Regates totales 2,Regates completados 1,Despejes totales 2,Entradas totales 4,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 90,Toques 66,Valoración 6.7,Posesiones perdidas 23,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:05:18.101340
NahuelMolina,J8,11,7,11,10,Pases totales 72,Pases precisos 58,Balones en largo totales 6,Balones en largo precisos 2,Centros totales 3,Centros precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 5,Duelos ganados 1,Regateado 2,Regates totales 1,Tiros a puerta 1,Goles 1,Faltas recibidas 1,Minutos jugados 90,Toques 88,Valoración 7.1,Posesiones perdidas 19,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.1,2023-11-04 00:05:24.760517
NahuelMolina,J7,-2,2,6,1,Pases totales 28,Pases precisos 19,Balones en largo totales 3,Duelos perdidos 2,Regateado 1,Regates totales 1,Tiros fuera 1,Despejes totales 1,Fueras de juego 1,Minutos jugados 61,Toques 39,Valoración 6.3,Posesiones perdidas 14,Goles esperados 0.0,2023-11-04 00:05:31.394872
NahuelMolina,J6,6,2,2,4,Pases totales 40,Pases precisos 28,Balones en largo totales 4,Balones en largo precisos 3,Centros totales 2,Duelos perdidos 2,Duelos ganados 3,Pérdidas 2,Intercepciones 1,Entradas totales 2,Faltas recibidas 1,Minutos jugados 65,Toques 57,Valoración 6.8,Posesiones perdidas 19,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:05:38.053140
NahuelMolina,J5,2,2,2,3,Pases totales 33,Pases precisos 25,Balones en largo totales 1,Centros totales 7,Centros precisos 4,Duelos perdidos 5,Regateado 1,Pérdidas 1,Regates totales 1,Faltas cometidas 2,Minutos jugados 45,Toques 49,Valoración 6.6,Posesiones perdidas 14,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.2,2023-11-04 00:05:44.713862
NahuelMolina,J3,11,11,19,14,Pases totales 32,Pases precisos 26,Balones en largo totales 3,Balones en largo precisos 1,Centros totales 1,Duelos perdidos 3,Duelos ganados 3,Regateado 2,Pérdidas 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Goles 1,Despejes totales 2,Intercepciones 2,Entradas totales 1,Faltas recibidas 2,Minutos jugados 90,Toques 59,Valoración 7.9,Posesiones perdidas 11,Goles esperados 0.4,2023-11-04 00:05:51.380192
