Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
IddrisuBaba,J11,2,2,-2,2,Pases totales 11,Pases precisos 8,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Regates totales 1,Regates completados 1,Despejes totales 2,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 45,Toques 19,Valoración 6.5,Posesiones perdidas 5,2023-11-04 02:29:51.048991
IddrisuBaba,J10,2,-2,2,1,Pases totales 24,Pases precisos 23,Balones en largo totales 4,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Regateado 1,Tiros fuera 1,Despejes totales 1,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 29,Valoración 6.3,Posesiones perdidas 2,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:29:57.739026
IddrisuBaba,J9,-2,-2,6,1,Pases totales 26,Pases precisos 21,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 4,Regateado 1,Pérdidas 2,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 82,Toques 32,Valoración 6.3,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:30:04.430336
IddrisuBaba,J8,2,2,2,0,Pases totales 22,Pases precisos 18,Balones en largo totales 1,Duelos perdidos 6,Duelos ganados 4,Regateado 3,Intercepciones 1,Entradas totales 2,Penaltis cometidos 1,Faltas recibidas 2,Faltas cometidas 3,Minutos jugados 56,Toques 31,Valoración 6.1,Posesiones perdidas 4,Goles esperados 0,2023-11-04 02:30:11.083372
IddrisuBaba,J7,2,-2,2,2,Pases totales 51,Pases precisos 44,Balones en largo totales 4,Balones en largo precisos 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 7,Duelos ganados 8,Regateado 1,Pérdidas 1,Despejes totales 1,Entradas totales 3,Faltas recibidas 2,Faltas cometidas 4,Minutos jugados 90,Toques 61,Valoración 6.5,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:30:17.798831
IddrisuBaba,J6,2,2,2,2,Pases totales 10,Pases precisos 8,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 2,Regateado 2,Despejes totales 1,Minutos jugados 14,Toques 11,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,2023-11-04 02:30:24.414568
IddrisuBaba,J5,2,2,6,5,Pases totales 4,Pases precisos 3,Duelos ganados 7,Regates totales 1,Regates completados 1,Tiros bloqueados en defensa 1,Entradas totales 3,Faltas recibidas 3,Minutos jugados 15,Toques 13,Valoración 7,Posesiones perdidas 1,Goles esperados 0,2023-11-04 02:30:31.029719
IddrisuBaba,J4,-2,2,2,5,Pases totales 68,Pases precisos 61,Balones en largo totales 4,Balones en largo precisos 2,Centros totales 2,Centros precisos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 7,Pérdidas 1,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Intercepciones 2,Entradas totales 4,Errores que llevan a gol 1,Faltas recibidas 1,Minutos jugados 67,Toques 85,Valoración 7.1,Posesiones perdidas 11,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-04 02:30:37.735072
IddrisuBaba,J3,6,6,6,5,Pases totales 41,Pases precisos 33,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 2,Duelos perdidos 4,Duelos ganados 8,Regates totales 3,Regates completados 3,Despejes totales 2,Intercepciones 2,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 90,Toques 55,Valoración 7.1,Posesiones perdidas 9,Goles esperados 0,2023-11-04 02:30:44.405968
IddrisuBaba,J2,6,2,6,5,Pases totales 46,Pases precisos 37,Balones en largo totales 3,Balones en largo precisos 3,Centros totales 1,Centros precisos 1,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 8,Regateado 3,Regates totales 1,Regates completados 1,Tiros a puerta 1,Despejes totales 1,Intercepciones 2,Entradas totales 3,Faltas recibidas 2,Minutos jugados 89,Toques 59,Valoración 7.1,Posesiones perdidas 9,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:30:51.123316
IddrisuBaba,J1,2,2,2,5,Pases totales 37,Pases precisos 33,Balones en largo totales 5,Balones en largo precisos 5,Duelos aéreos perdidos 2,Duelos aéreos ganados 2,Duelos perdidos 6,Duelos ganados 5,Regates totales 1,Ocasiones claras falladas 1,Tiros fuera 2,Intercepciones 1,Entradas totales 1,Faltas recibidas 2,Faltas cometidas 3,Minutos jugados 77,Toques 46,Valoración 7,Posesiones perdidas 6,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:30:57.815459
