Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
MarcosAlonso,J10,2,2,2,2,Pases totales 6,Pases precisos 3,Balones en largo totales 1,Centros totales 1,Centros precisos 1,Duelos perdidos 2,Regateado 1,Faltas cometidas 1,Minutos jugados 11,Toques 10,Valoración 6.4,Posesiones perdidas 3,Pases clave 1,2023-11-04 04:22:45.901583
MarcosAlonso,J6,2,2,2,4,Pases totales 46,Pases precisos 43,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 3,Regates totales 2,Regates completados 1,Tiros fuera 1,Tiros a puerta 1,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 45,Toques 58,Valoración 6.9,Posesiones perdidas 6,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:22:59.267568
MarcosAlonso,J5,0,2,2,4,Pases totales 10,Pases precisos 9,Centros totales 1,Centros precisos 1,Duelos perdidos 1,Ocasiones creadas 1,Faltas cometidas 1,Minutos jugados 14,Toques 12,Valoración 6.9,Posesiones perdidas 1,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:23:05.884873
MarcosAlonso,J3,2,2,2,9,Pases totales 59,Pases precisos 55,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 10,Pérdidas 2,Regates totales 2,Regates completados 2,Tiros a puerta 1,Despejes totales 1,Intercepciones 3,Entradas totales 5,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 90,Toques 90,Valoración 7.8,Posesiones perdidas 13,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:23:14.794718
