Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
JesúsVallejo,J1,2,6,2,0,Pases totales 71,Pases precisos 66,Balones en largo totales 9,Balones en largo precisos 5,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 3,Regates totales 1,Regates completados 1,Tiros bloqueados en defensa 1,Entradas totales 1,Errores que llevan a gol 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 82,Valoración 6,Posesiones perdidas 7,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:10:07.853215
