Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AlbertoMoleiro,J12,6,6,10,3,Pases totales 26,Pases precisos 21,Balones en largo totales 1,Asistencias de gol 1,Centros totales 2,Centros precisos 1,Duelos perdidos 6,Duelos ganados 3,Regateado 3,Regates totales 5,Regates completados 2,Tiros fuera 1,Entradas totales 1,Minutos jugados 63,Toques 45,Valoración 6.7,Posesiones perdidas 14,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:51:43.555635
AlbertoMoleiro,J11,2,2,2,2,Pases totales 15,Pases precisos 15,Duelos perdidos 2,Regates totales 1,Tiros fuera 1,Tiros bloqueados en ataque 1,Despejes totales 1,Faltas cometidas 1,Minutos jugados 30,Toques 22,Valoración 6.4,Posesiones perdidas 2,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:51:50.204658
AlbertoMoleiro,J10,2,2,6,4,Pases totales 8,Pases precisos 8,Duelos perdidos 1,Duelos ganados 2,Pérdidas 1,Regates totales 1,Regates completados 1,Tiros fuera 1,Intercepciones 1,Faltas recibidas 1,Minutos jugados 16,Toques 14,Valoración 6.8,Posesiones perdidas 1,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:51:56.883986
