Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
JosebaZaldua,J8,2,2,2,3,Pases totales 12,Pases precisos 7,Balones en largo totales 1,Centros totales 1,Centros precisos 1,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 5,Regateado 1,Despejes totales 3,Tiros bloqueados en defensa 2,Entradas totales 3,Faltas cometidas 2,Minutos jugados 62,Toques 25,Valoración 6.7,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:12:29.515370
