Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RobertLewandowski,J11,-2,2,2,2,Pases totales 14,Pases precisos 10,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Regateado 1,Tiros fuera 1,Faltas recibidas 1,Minutos jugados 29,Toques 21,Valoración 6.4,Posesiones perdidas 8,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:18:12.145570
RobertLewandowski,J8,2,2,2,2,Pases totales 19,Pases precisos 10,Balones en largo totales 1,Centros totales 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 4,Pérdidas 1,Regates totales 1,Ocasiones claras falladas 1,Tiros bloqueados en ataque 4,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 32,Valoración 6.5,Posesiones perdidas 13,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:18:23.295016
RobertLewandowski,J7,6,2,6,4,Pases totales 6,Pases precisos 3,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 3,Pérdidas 1,Tiros fuera 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 32,Toques 14,Valoración 6.8,Posesiones perdidas 8,Goles esperados 0.4,2023-11-03 23:18:29.930230
RobertLewandowski,J6,16,12,16,16,Pases totales 14,Pases precisos 9,Duelos aéreos perdidos 2,Duelos perdidos 3,Duelos ganados 1,Tiros fuera 1,Tiros a puerta 2,Goles 2,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 2,Fueras de juego 1,Minutos jugados 90,Toques 26,Valoración 8.3,Posesiones perdidas 10,Goles esperados 0.8,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:18:36.578900
RobertLewandowski,J5,9,9,13,14,Pases totales 31,Pases precisos 25,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 2,Duelos aéreos perdidos 1,Duelos perdidos 1,Duelos ganados 5,Regates totales 1,Regates completados 1,Tiros a puerta 2,Tiros bloqueados en ataque 1,Goles 1,Faltas recibidas 4,Minutos jugados 90,Toques 43,Valoración 9.1,Posesiones perdidas 8,Goles esperados 0.7,Pases clave 4,MATCH_STAT_expectedAssists 0.2,2023-11-03 23:18:43.226631
RobertLewandowski,J4,9,5,9,8,Pases totales 18,Pases precisos 14,Centros totales 1,Duelos perdidos 5,Duelos ganados 1,Regateado 1,Pérdidas 2,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 2,Goles 1,Tiros bloqueados en defensa 1,Faltas recibidas 1,Faltas cometidas 2,Penaltis provocados 1,Fueras de juego 1,Minutos jugados 89,Toques 32,Valoración 7.1,Posesiones perdidas 10,Goles esperados 1.5,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:18:49.888524
RobertLewandowski,J3,5,5,13,10,Pases totales 25,Pases precisos 19,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 4,Duelos perdidos 7,Duelos ganados 7,Pérdidas 3,Regates totales 2,Regates completados 1,Ocasiones claras falladas 1,Tiros a puerta 3,Tiros bloqueados en ataque 2,Goles 1,Intercepciones 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 90,Toques 45,Valoración 7.4,Posesiones perdidas 15,Goles esperados 1.6,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-03 23:18:56.572404
RobertLewandowski,J2,-2,2,-2,5,Pases totales 23,Pases precisos 16,Balones en largo totales 2,Balones en largo precisos 2,Asistencias de gol 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 5,Pérdidas 2,Regates totales 3,Regates completados 2,Ocasiones creadas 1,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 1,Tiros bloqueados en ataque 3,Faltas recibidas 2,Fueras de juego 1,Minutos jugados 90,Toques 42,Valoración 7,Posesiones perdidas 15,Goles esperados 0.5,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:19:03.285828
RobertLewandowski,J1,-2,2,2,3,Pases totales 19,Pases precisos 14,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 5,Pérdidas 2,Ocasiones claras falladas 1,Tiros a puerta 2,Faltas recibidas 3,Faltas cometidas 2,Minutos jugados 90,Toques 31,Valoración 6.6,Posesiones perdidas 10,Goles esperados 0.4,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:19:09.956357
