Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
Youssef EnNesyri,J11,2,-2,2,2,Pases totales 3,Pases precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 2,Regates totales 1,Faltas recibidas 1,Fueras de juego 2,Minutos jugados 32,Toques 6,Valoración 6.4,Posesiones perdidas 2,2023-11-04 01:54:10.421335
Youssef EnNesyri,J10,2,2,-2,2,Pases totales 13,Pases precisos 7,Duelos aéreos perdidos 4,Duelos aéreos ganados 2,Duelos perdidos 6,Duelos ganados 3,Pérdidas 1,Regates totales 1,Tiros fuera 1,Intercepciones 1,Entradas totales 1,Fueras de juego 1,Minutos jugados 87,Toques 19,Valoración 6.4,Posesiones perdidas 9,Goles esperados 0.1,2023-11-04 01:54:17.061067
Youssef EnNesyri,J9,9,9,9,11,Pases totales 11,Pases precisos 7,Balones en largo totales 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 4,Duelos perdidos 2,Duelos ganados 5,Tiros fuera 2,Tiros a puerta 1,Goles 1,Despejes totales 1,Entradas totales 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 90,Toques 21,Valoración 7.6,Posesiones perdidas 6,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:54:23.722561
Youssef EnNesyri,J7,5,9,5,8,Pases totales 10,Pases precisos 7,Centros totales 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 5,Duelos perdidos 7,Duelos ganados 5,Pérdidas 1,Regates totales 2,Ocasiones claras falladas 1,Tiros fuera 2,Tiros a puerta 2,Goles 1,Faltas cometidas 1,Minutos jugados 84,Toques 19,Valoración 7,Posesiones perdidas 7,Goles esperados 0.9,2023-11-04 01:54:32.599132
Youssef EnNesyri,J6,2,2,2,2,Pases totales 1,Pases precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 1,Despejes totales 1,Minutos jugados 20,Toques 2,Valoración 6.5,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:54:39.242270
Youssef EnNesyri,J5,2,2,6,3,Pases totales 6,Pases precisos 3,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 1,Pérdidas 2,Tiros a puerta 2,Fueras de juego 2,Minutos jugados 29,Toques 13,Valoración 6.7,Posesiones perdidas 8,Goles esperados 0.2,2023-11-04 01:54:45.895036
Youssef EnNesyri,J3,-2,-2,2,4,Pases totales 7,Pases precisos 4,Duelos aéreos perdidos 3,Duelos aéreos ganados 3,Duelos perdidos 6,Duelos ganados 5,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 1,Ocasiones claras falladas 1,Tiros fuera 2,Tiros a puerta 2,Faltas recibidas 1,Minutos jugados 90,Toques 18,Valoración 6.8,Posesiones perdidas 7,Goles esperados 0.4,2023-11-04 01:54:52.601379
Youssef EnNesyri,J2,-2,-2,-2,2,Pases totales 8,Pases precisos 7,Duelos aéreos perdidos 3,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 90,Toques 12,Valoración 6.4,Posesiones perdidas 3,Goles esperados 0,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:54:59.260807
Youssef EnNesyri,J1,9,5,5,8,Pases totales 6,Pases precisos 3,Duelos aéreos perdidos 3,Duelos aéreos ganados 3,Duelos perdidos 9,Duelos ganados 5,Regateado 1,Pérdidas 1,Regates totales 3,Tiros fuera 1,Tiros a puerta 2,Tiros bloqueados en ataque 1,Goles 1,Faltas recibidas 2,Faltas cometidas 1,Fueras de juego 2,Minutos jugados 82,Toques 20,Valoración 7.1,Posesiones perdidas 9,Goles esperados 0.6,2023-11-04 01:55:05.993098
