Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
HugoGuillamón,J11,2,2,2,1,Pases totales 3,Pases precisos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 1,Despejes totales 1,Faltas cometidas 1,Minutos jugados 16,Toques 4,Valoración 6.3,Posesiones perdidas 2,2023-11-04 04:12:21.280475
HugoGuillamón,J10,2,2,2,2,Pases totales 16,Pases precisos 14,Balones en largo totales 2,Balones en largo precisos 1,Duelos perdidos 1,Duelos ganados 1,Pérdidas 1,Despejes totales 1,Errores que llevan a disparo 1,Faltas recibidas 1,Minutos jugados 25,Toques 20,Valoración 6.4,Posesiones perdidas 3,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:12:27.918318
HugoGuillamón,J9,2,2,6,3,Pases totales 23,Pases precisos 18,Balones en largo totales 3,Duelos aéreos ganados 1,Duelos ganados 3,Faltas recibidas 2,Minutos jugados 18,Toques 25,Valoración 6.7,Posesiones perdidas 5,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:12:34.560150
HugoGuillamón,J8,2,2,2,2,Pases totales 18,Pases precisos 14,Duelos aéreos perdidos 1,Duelos perdidos 1,Duelos ganados 1,Entradas totales 1,Minutos jugados 22,Toques 20,Valoración 6.4,Posesiones perdidas 4,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:12:41.193367
HugoGuillamón,J6,2,2,2,3,Pases totales 12,Pases precisos 9,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 4,Pérdidas 1,Entradas totales 2,Faltas recibidas 1,Minutos jugados 25,Toques 18,Valoración 6.7,Posesiones perdidas 4,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:12:50.062840
HugoGuillamón,J5,2,2,2,0,Pases totales 7,Pases precisos 5,Ocasiones creadas 1,Minutos jugados 7,Toques 7,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:12:56.690088
