Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
XeberAlkain,J10,0,0,0,0,Minutos jugados 1,2023-11-04 03:45:19.882171
XeberAlkain,J9,2,2,2,4,Pases totales 8,Pases precisos 5,Centros totales 1,Centros precisos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 2,Tiros fuera 1,Despejes totales 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 17,Toques 13,Valoración 6.9,Posesiones perdidas 3,Goles esperados 0.1,2023-11-04 03:45:26.531062
XeberAlkain,J8,2,0,2,4,Pases totales 5,Pases precisos 5,Centros totales 4,Duelos ganados 1,Regates totales 1,Regates completados 1,Minutos jugados 18,Toques 10,Valoración 6.8,Posesiones perdidas 4,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:45:33.173819
XeberAlkain,J7,2,2,6,3,Pases totales 11,Pases precisos 9,Balones en largo totales 1,Centros totales 2,Duelos perdidos 3,Duelos ganados 1,Pérdidas 1,Regates totales 2,Regates completados 1,Faltas cometidas 1,Minutos jugados 21,Toques 17,Valoración 6.6,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:45:39.809484
XeberAlkain,J6,0,2,0,4,Pases totales 5,Pases precisos 4,Centros totales 1,Duelos perdidos 1,Ocasiones creadas 1,Faltas cometidas 1,Minutos jugados 14,Toques 8,Valoración 6.8,Posesiones perdidas 4,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:45:46.442528
XeberAlkain,J4,2,2,2,3,Pases totales 16,Pases precisos 11,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos perdidos 5,Duelos ganados 1,Regateado 1,Regates totales 1,Intercepciones 1,Entradas totales 1,Faltas cometidas 2,Minutos jugados 66,Toques 22,Valoración 6.6,Posesiones perdidas 9,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:45:55.358069
XeberAlkain,J3,2,2,6,0,Pases totales 13,Pases precisos 8,Balones en largo totales 2,Centros totales 2,Duelos aéreos perdidos 3,Duelos perdidos 7,Duelos ganados 1,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 1,Ocasiones claras falladas 1,Tiros fuera 2,Tiros bloqueados en ataque 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 86,Toques 26,Valoración 6.1,Posesiones perdidas 9,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:46:02.000602
XeberAlkain,J2,2,2,2,3,Pases totales 15,Pases precisos 13,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Centros precisos 2,Duelos aéreos ganados 1,Duelos perdidos 7,Duelos ganados 3,Regateado 2,Pérdidas 1,Regates totales 1,Tiros fuera 1,Despejes totales 1,Entradas totales 2,Faltas cometidas 3,Minutos jugados 67,Toques 29,Valoración 6.6,Posesiones perdidas 8,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-04 03:46:08.653811
