Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RubénPeña,J11,2,2,-2,0,Pases totales 33,Pases precisos 21,Balones en largo totales 3,Centros totales 2,Duelos aéreos perdidos 3,Duelos aéreos ganados 1,Duelos perdidos 9,Duelos ganados 5,Regateado 1,Pérdidas 3,Regates totales 1,Regates completados 1,Despejes totales 1,Intercepciones 4,Entradas totales 2,Errores que llevan a disparo 1,Faltas recibidas 1,Faltas cometidas 3,Minutos jugados 77,Toques 58,Valoración 6.1,Posesiones perdidas 20,2023-11-04 01:27:51.109182
RubénPeña,J10,6,2,6,4,Pases totales 44,Pases precisos 35,Balones en largo totales 3,Balones en largo precisos 1,Centros totales 5,Centros precisos 1,Duelos perdidos 5,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 1,Despejes totales 3,Faltas recibidas 2,Faltas cometidas 2,Minutos jugados 85,Toques 76,Valoración 6.9,Posesiones perdidas 20,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:27:57.768799
RubénPeña,J9,2,2,2,4,Pases totales 12,Pases precisos 10,Centros totales 1,Centros precisos 1,Duelos perdidos 5,Duelos ganados 6,Regateado 1,Pérdidas 1,Regates totales 4,Regates completados 1,Ocasiones creadas 1,Tiros a puerta 1,Despejes totales 1,Entradas totales 3,Faltas recibidas 2,Fueras de juego 1,Minutos jugados 80,Toques 27,Valoración 6.9,Posesiones perdidas 8,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:28:04.447472
RubénPeña,J8,6,6,6,6,Pases totales 40,Pases precisos 30,Balones en largo totales 4,Asistencias de gol 1,Centros totales 6,Centros precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 9,Duelos ganados 7,Regateado 4,Pérdidas 2,Regates totales 4,Regates completados 4,Despejes totales 6,Tiros bloqueados en defensa 1,Faltas cometidas 2,Minutos jugados 90,Toques 70,Valoración 7.3,Posesiones perdidas 21,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:28:11.129009
RubénPeña,J6,2,2,2,5,Pases totales 17,Pases precisos 13,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 8,Regateado 1,Regates totales 3,Regates completados 2,Tiros bloqueados en ataque 2,Despejes totales 1,Intercepciones 1,Entradas totales 4,Faltas recibidas 1,Minutos jugados 85,Toques 48,Valoración 7.1,Posesiones perdidas 13,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:28:20.051767
RubénPeña,J5,2,2,2,1,Pases totales 21,Pases precisos 12,Balones en largo totales 6,Balones en largo precisos 1,Centros totales 4,Duelos aéreos perdidos 4,Duelos aéreos ganados 2,Duelos perdidos 7,Duelos ganados 6,Regates totales 3,Regates completados 2,Despejes totales 1,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 88,Toques 57,Valoración 6.2,Posesiones perdidas 20,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:28:26.740518
RubénPeña,J3,2,2,2,2,Pases totales 1,Balones en largo totales 1,Duelos perdidos 1,Duelos ganados 1,Regateado 1,Entradas totales 1,Minutos jugados 13,Toques 5,Valoración 6.4,Posesiones perdidas 3,Goles esperados 0,2023-11-04 01:28:35.624496
RubénPeña,J2,2,2,2,5,Pases totales 44,Pases precisos 35,Balones en largo totales 9,Balones en largo precisos 5,Centros totales 6,Centros precisos 1,Duelos aéreos perdidos 3,Duelos perdidos 9,Duelos ganados 5,Regateado 2,Pérdidas 1,Regates totales 4,Regates completados 2,Ocasiones creadas 1,Tiros bloqueados en ataque 1,Despejes totales 1,Intercepciones 2,Entradas totales 3,Faltas cometidas 1,Minutos jugados 90,Toques 84,Valoración 7.1,Posesiones perdidas 20,Goles esperados 0.0,Pases clave 3,MATCH_STAT_expectedAssists 0.2,2023-11-04 01:28:42.337575
RubénPeña,J1,10,6,10,11,Pases totales 46,Pases precisos 34,Balones en largo totales 9,Balones en largo precisos 6,Centros totales 5,Centros precisos 3,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 12,Regateado 3,Regates totales 3,Regates completados 2,Ocasiones creadas 1,Tiros fuera 1,Tiros al palo 1,Despejes totales 2,Intercepciones 4,Entradas totales 6,Faltas recibidas 3,Minutos jugados 90,Toques 79,Valoración 8.8,Posesiones perdidas 18,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:28:49.043505
