Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
Suso,J11,2,-2,2,7,Pases totales 40,Pases precisos 32,Balones en largo totales 4,Balones en largo precisos 3,Centros totales 4,Centros precisos 3,Duelos perdidos 3,Duelos ganados 2,Pérdidas 2,Regates totales 2,Regates completados 1,Ocasiones creadas 1,Tiros fuera 2,Tiros a puerta 1,Tiros bloqueados en ataque 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 58,Toques 59,Valoración 7.5,Posesiones perdidas 16,Goles esperados 0.2,Pases clave 2,MATCH_STAT_expectedAssists 0.4,2023-11-04 01:24:37.083895
Suso,J10,2,2,2,5,Pases totales 12,Pases precisos 12,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 4,Centros precisos 1,Ocasiones creadas 1,Tiros fuera 1,Minutos jugados 23,Toques 20,Valoración 7,Posesiones perdidas 4,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.5,2023-11-04 01:24:43.728903
Suso,J9,2,2,-2,9,Pases totales 32,Pases precisos 30,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 10,Centros precisos 3,Duelos aéreos perdidos 1,Duelos perdidos 4,Duelos ganados 7,Pérdidas 1,Regates totales 2,Regates completados 2,Tiros fuera 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Intercepciones 1,Entradas totales 1,Faltas recibidas 4,Faltas cometidas 2,Minutos jugados 81,Toques 58,Valoración 7.8,Posesiones perdidas 12,Goles esperados 0.1,Pases clave 4,MATCH_STAT_expectedAssists 0.3,2023-11-04 01:24:50.437174
Suso,J8,2,2,2,5,Pases totales 6,Pases precisos 6,Centros totales 1,Duelos ganados 2,Regates totales 1,Regates completados 1,Intercepciones 1,Entradas totales 1,Minutos jugados 8,Toques 12,Valoración 7,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:24:57.083981
Suso,J7,10,10,10,14,Pases totales 35,Pases precisos 30,Balones en largo totales 5,Balones en largo precisos 3,Centros totales 10,Centros precisos 4,Duelos perdidos 3,Duelos ganados 7,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Goles 1,Entradas totales 2,Faltas recibidas 4,Faltas cometidas 2,Minutos jugados 90,Toques 59,Valoración 8.4,Posesiones perdidas 13,Goles esperados 0.0,Pases clave 4,MATCH_STAT_expectedAssists 0.4,2023-11-04 01:25:03.844880
Suso,J5,2,-2,2,4,Pases totales 25,Pases precisos 21,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 7,Centros precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 6,Duelos ganados 5,Regateado 1,Regates totales 4,Regates completados 1,Tiros bloqueados en ataque 1,Intercepciones 1,Entradas totales 1,Faltas recibidas 3,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 61,Toques 44,Valoración 6.9,Posesiones perdidas 14,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:25:12.768744
Suso,J3,2,2,2,5,Pases totales 48,Pases precisos 43,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 8,Centros precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 7,Duelos ganados 6,Regateado 1,Pérdidas 2,Regates totales 1,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Tiros al palo 1,Entradas totales 4,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 90,Toques 74,Valoración 7,Posesiones perdidas 17,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.4,2023-11-04 01:25:19.471762
Suso,J2,2,2,2,3,Pases totales 37,Pases precisos 35,Balones en largo totales 5,Balones en largo precisos 5,Centros totales 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 6,Pérdidas 3,Regates totales 4,Regates completados 4,Tiros bloqueados en ataque 2,Faltas recibidas 1,Faltas cometidas 3,Minutos jugados 75,Toques 56,Valoración 6.7,Posesiones perdidas 12,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-04 01:25:26.150735
Suso,J1,6,2,6,7,Pases totales 29,Pases precisos 20,Balones en largo totales 4,Balones en largo precisos 4,Asistencias de gol 1,Centros totales 9,Centros precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 7,Regateado 1,Pérdidas 2,Regates totales 2,Regates completados 1,Ocasiones creadas 1,Tiros a puerta 1,Entradas totales 1,Faltas recibidas 3,Minutos jugados 90,Toques 53,Valoración 7.5,Posesiones perdidas 22,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-04 01:25:32.870767
