Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
SergioHerrera,J11,2,2,2,0,Pases totales 40,Pases precisos 22,Balones en largo totales 25,Balones en largo precisos 7,Despejes totales 1,Minutos jugados 90,Toques 43,Valoración 6,Posesiones perdidas 19,Goles evitados -1.0,2023-11-04 01:06:57.019586
SergioHerrera,J10,6,6,10,7,Pases totales 32,Pases precisos 18,Balones en largo totales 18,Balones en largo precisos 5,Duelos aéreos ganados 2,Duelos ganados 2,Faltas recibidas 1,Despejes por alto 1,Paradas desde dentro del área 2,Paradas 3,Minutos jugados 90,Toques 43,Valoración 7.5,Posesiones perdidas 14,Goles evitados 0.5,2023-11-04 01:07:03.651914
SergioHerrera,J9,2,2,6,7,Pases totales 28,Pases precisos 19,Balones en largo totales 15,Balones en largo precisos 6,Duelos perdidos 1,Regateado 1,Paradas desde dentro del área 5,Penaltis parados 1,Paradas 5,Minutos jugados 90,Toques 41,Valoración 7.4,Posesiones perdidas 10,Goles esperados 0,Goles evitados -0.4,2023-11-04 01:07:10.293073
SergioHerrera,J8,6,10,6,6,Pases totales 28,Pases precisos 16,Balones en largo totales 17,Balones en largo precisos 5,Duelos aéreos ganados 1,Duelos ganados 1,Despejes por alto 1,Paradas desde dentro del área 2,Paradas 3,Salidas totales 1,Salidas precisas 1,Minutos jugados 80,Toques 35,Valoración 7.3,Posesiones perdidas 12,Goles esperados 0,Goles evitados 0.9,2023-11-04 01:07:16.923609
SergioHerrera,J6,2,2,6,5,Pases totales 40,Pases precisos 22,Balones en largo totales 30,Balones en largo precisos 12,Despejes totales 1,Paradas desde dentro del área 1,Paradas 3,Salidas totales 1,Salidas precisas 1,Minutos jugados 90,Toques 47,Valoración 7.1,Posesiones perdidas 19,Goles esperados 0,Goles evitados 0.6,2023-11-04 01:07:25.799069
SergioHerrera,J5,2,2,2,2,Pases totales 25,Pases precisos 14,Balones en largo totales 18,Balones en largo precisos 7,Duelos aéreos ganados 1,Duelos ganados 1,Despejes totales 1,Paradas desde dentro del área 3,Paradas 3,Despejes con los puños 1,Minutos jugados 90,Toques 32,Valoración 6.5,Posesiones perdidas 11,Goles esperados 0,Goles evitados -1.7,2023-11-04 01:07:32.427673
SergioHerrera,J3,6,6,10,4,Pases totales 32,Pases precisos 15,Balones en largo totales 27,Balones en largo precisos 10,Duelos ganados 1,Despejes totales 3,Faltas recibidas 1,Despejes por alto 1,Paradas desde dentro del área 1,Paradas 3,Salidas totales 2,Salidas precisas 2,Minutos jugados 90,Toques 40,Valoración 6.9,Posesiones perdidas 17,Goles esperados 0,Goles evitados 0.0,2023-11-04 01:07:41.321193
SergioHerrera,J1,2,2,2,5,Pases totales 42,Pases precisos 25,Balones en largo totales 35,Balones en largo precisos 18,Despejes totales 1,Minutos jugados 90,Toques 44,Valoración 7,Posesiones perdidas 17,Goles esperados 0,2023-11-04 01:07:50.192715
