Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
LázaroVinicius,J11,-2,2,-2,1,Pases totales 8,Pases precisos 8,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 4,Duelos ganados 2,Pérdidas 1,Regates totales 2,Faltas recibidas 2,Minutos jugados 63,Toques 20,Valoración 6.3,Posesiones perdidas 9,2023-11-04 04:49:55.181304
LázaroVinicius,J10,2,2,2,3,Pases totales 1,Pases precisos 1,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Tiros fuera 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 10,Toques 5,Valoración 6.7,Posesiones perdidas 2,Goles esperados 0.0,2023-11-04 04:50:01.832938
LázaroVinicius,J9,2,-2,2,2,Pases totales 6,Pases precisos 5,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Regates totales 1,Faltas recibidas 1,Minutos jugados 13,Toques 9,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,2023-11-04 04:50:08.468749
LázaroVinicius,J6,2,2,2,3,Pases totales 7,Pases precisos 6,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 3,Duelos aéreos perdidos 1,Duelos perdidos 3,Duelos ganados 2,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 2,Minutos jugados 15,Toques 16,Valoración 6.7,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:50:19.578344
LázaroVinicius,J2,0,0,0,0,Pases totales 4,Pases precisos 3,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 1,Regateado 1,Regates totales 1,Minutos jugados 1,Toques 7,Posesiones perdidas 2,Goles esperados 0,2023-11-04 04:50:32.894486
LázaroVinicius,J1,2,2,2,1,Pases totales 8,Pases precisos 7,Duelos perdidos 4,Duelos ganados 2,Pérdidas 1,Regates totales 2,Tiros fuera 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 45,Toques 17,Valoración 6.3,Posesiones perdidas 4,Goles esperados 0.0,Pases clave 1,2023-11-04 04:50:39.530504
