Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
JorgeCuenca,J10,2,2,6,8,Pases totales 77,Pases precisos 67,Balones en largo totales 4,Balones en largo precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 6,Duelos perdidos 3,Duelos ganados 10,Tiros fuera 1,Tiros a puerta 1,Despejes totales 4,Intercepciones 3,Entradas totales 2,Faltas recibidas 2,Faltas cometidas 2,Minutos jugados 90,Toques 92,Valoración 7.6,Posesiones perdidas 11,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:20:45.135921
JorgeCuenca,J5,0,0,6,3,Pases totales 7,Pases precisos 7,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos ganados 1,Duelos ganados 1,Minutos jugados 14,Toques 8,Valoración 6.7,Goles esperados 0,2023-11-04 02:21:00.674946
JorgeCuenca,J4,2,-2,6,5,Pases totales 56,Pases precisos 48,Balones en largo totales 7,Balones en largo precisos 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 7,Duelos perdidos 4,Duelos ganados 12,Despejes totales 10,Tiros bloqueados en defensa 2,Entradas totales 3,Faltas recibidas 3,Faltas cometidas 2,Minutos jugados 90,Toques 78,Valoración 7,Posesiones perdidas 10,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:21:07.306425
JorgeCuenca,J3,6,2,2,4,Pases totales 39,Pases precisos 38,Balones en largo totales 3,Balones en largo precisos 2,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 2,Regates totales 1,Regates completados 1,Tiros fuera 1,Despejes totales 5,Tiros bloqueados en defensa 4,Faltas cometidas 1,Minutos jugados 90,Toques 53,Valoración 6.9,Posesiones perdidas 2,Goles esperados 0.0,2023-11-04 02:21:13.945661
JorgeCuenca,J2,2,2,2,5,Pases totales 53,Pases precisos 52,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 3,Pérdidas 1,Regates totales 1,Despejes totales 7,Intercepciones 1,Entradas totales 1,Faltas recibidas 1,Minutos jugados 90,Toques 69,Valoración 7,Posesiones perdidas 3,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:21:20.592834
JorgeCuenca,J1,11,7,15,12,Pases totales 61,Pases precisos 57,Balones en largo totales 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 4,Duelos perdidos 2,Duelos ganados 5,Tiros fuera 2,Tiros a puerta 1,Goles 1,Despejes totales 2,Tiros bloqueados en defensa 1,Intercepciones 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 72,Valoración 7.5,Posesiones perdidas 4,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:21:27.263379
