Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
CarlosDotor,J11,6,2,6,5,Pases totales 27,Pases precisos 21,Balones en largo totales 3,Duelos aéreos ganados 3,Duelos perdidos 3,Duelos ganados 5,Tiros bloqueados en ataque 1,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 1,Faltas recibidas 3,Faltas cometidas 3,Minutos jugados 84,Toques 36,Valoración 7,Posesiones perdidas 6,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:10:48.559557
CarlosDotor,J10,0,0,6,2,Pases totales 9,Pases precisos 7,Duelos perdidos 2,Regateado 1,Tiros fuera 1,Faltas cometidas 1,Minutos jugados 9,Toques 11,Valoración 6.5,Posesiones perdidas 3,Goles esperados 0.0,2023-11-04 04:10:55.178577
CarlosDotor,J8,6,2,2,2,Pases totales 30,Pases precisos 24,Balones en largo totales 4,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 6,Duelos ganados 1,Regateado 1,Pérdidas 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 36,Valoración 6.4,Posesiones perdidas 9,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:11:04.063904
CarlosDotor,J7,2,2,2,2,Pases totales 7,Pases precisos 7,Duelos perdidos 1,Regateado 1,Minutos jugados 16,Toques 7,Valoración 6.5,Goles esperados 0,2023-11-04 04:11:10.662376
CarlosDotor,J6,0,0,0,0,Pases totales 4,Pases precisos 3,Minutos jugados 1,Toques 4,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:11:17.240868
CarlosDotor,J2,-2,0,6,3,Pases totales 11,Pases precisos 8,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 15,Toques 13,Valoración 6.6,Posesiones perdidas 3,Goles esperados 0,2023-11-04 04:11:30.585731
