Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
UrkoGonzález,J7,2,2,2,2,Pases totales 26,Pases precisos 21,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 45,Toques 27,Valoración 6.5,Posesiones perdidas 5,Goles esperados 0,2023-11-04 05:07:37.834948
UrkoGonzález,J6,2,-2,2,2,Pases totales 26,Pases precisos 20,Balones en largo totales 4,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 6,Pérdidas 1,Regates totales 1,Despejes totales 3,Entradas totales 2,Faltas recibidas 2,Minutos jugados 58,Toques 36,Valoración 6.4,Posesiones perdidas 9,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:07:44.495474
