Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ViníciusJúnior,J11,2,-2,-2,3,Pases totales 23,Pases precisos 19,Centros totales 2,Duelos aéreos perdidos 1,Duelos perdidos 9,Duelos ganados 5,Pérdidas 3,Regates totales 4,Tiros bloqueados en ataque 2,Entradas totales 1,Faltas recibidas 4,Faltas cometidas 1,Minutos jugados 89,Toques 45,Valoración 6.7,Posesiones perdidas 17,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-04 01:42:29.274410
ViníciusJúnior,J10,6,2,2,0,Pases totales 25,Pases precisos 21,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 3,Duelos aéreos perdidos 1,Duelos perdidos 10,Duelos ganados 5,Regateado 1,Pérdidas 2,Regates totales 7,Regates completados 2,Ocasiones creadas 1,Ocasiones claras falladas 2,Tiros a puerta 1,Tiros bloqueados en ataque 2,Errores que llevan a disparo 1,Faltas recibidas 3,Faltas cometidas 1,Minutos jugados 88,Toques 49,Valoración 6,Posesiones perdidas 17,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:42:35.948085
ViníciusJúnior,J9,13,9,9,13,Pases totales 25,Pases precisos 20,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Centros totales 1,Duelos perdidos 6,Duelos ganados 2,Regateado 1,Pérdidas 1,Regates totales 5,Regates completados 1,Ocasiones creadas 1,Tiros fuera 2,Tiros a puerta 1,Goles 1,Entradas totales 1,Minutos jugados 72,Toques 44,Valoración 8.2,Posesiones perdidas 17,Goles esperados 1.0,Pases clave 1,MATCH_STAT_expectedAssists 0.4,2023-11-04 01:42:42.631038
ViníciusJúnior,J8,6,2,6,6,Pases totales 26,Pases precisos 22,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 3,Duelos perdidos 3,Duelos ganados 5,Regateado 1,Pérdidas 1,Ocasiones creadas 1,Entradas totales 2,Faltas recibidas 3,Faltas cometidas 1,Minutos jugados 68,Toques 43,Valoración 7.2,Posesiones perdidas 12,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:42:49.287915
ViníciusJúnior,J7,2,2,2,2,Pases totales 9,Pases precisos 6,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 5,Duelos ganados 2,Pérdidas 1,Regates totales 6,Regates completados 2,Tiros bloqueados en ataque 1,Minutos jugados 33,Toques 21,Valoración 6.4,Posesiones perdidas 10,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:42:55.954737
ViníciusJúnior,J3,0,2,-2,4,Pases totales 4,Pases precisos 2,Duelos ganados 2,Regates totales 2,Regates completados 2,Minutos jugados 18,Toques 8,Valoración 6.8,Posesiones perdidas 3,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:43:09.307035
ViníciusJúnior,J2,9,5,5,11,Pases totales 31,Pases precisos 24,Balones en largo totales 4,Balones en largo precisos 3,Centros totales 3,Duelos perdidos 9,Duelos ganados 8,Regateado 1,Pérdidas 2,Regates totales 7,Regates completados 3,Tiros fuera 2,Tiros a puerta 1,Tiros bloqueados en ataque 1,Goles 1,Faltas recibidas 5,Faltas cometidas 2,Minutos jugados 89,Toques 58,Valoración 7.7,Posesiones perdidas 19,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.2,2023-11-04 01:43:15.993693
ViníciusJúnior,J1,2,2,2,3,Pases totales 21,Pases precisos 18,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 7,Duelos ganados 5,Regates totales 9,Regates completados 3,Ocasiones claras falladas 1,Tiros a puerta 2,Tiros bloqueados en ataque 1,Faltas recibidas 2,Faltas cometidas 2,Fueras de juego 2,Minutos jugados 80,Toques 46,Valoración 6.7,Posesiones perdidas 15,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.1,2023-11-04 01:43:22.652120
