Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ShonWeissman,J11,2,2,2,3,Pases totales 2,Pases precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 1,Regateado 1,Tiros fuera 1,Minutos jugados 22,Toques 6,Valoración 6.6,Posesiones perdidas 1,Goles esperados 0.0,2023-11-04 04:46:30.638921
ShonWeissman,J8,0,2,6,2,Pases totales 3,Pases precisos 2,Duelos aéreos perdidos 2,Duelos perdidos 3,Faltas cometidas 1,Minutos jugados 13,Toques 4,Valoración 6.4,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:46:41.738056
ShonWeissman,J7,2,2,2,2,Pases totales 1,Duelos perdidos 2,Regateado 2,Despejes totales 1,Minutos jugados 17,Toques 5,Valoración 6.4,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:46:48.336038
