Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
MaxiGómez,J10,2,2,2,3,Pases totales 16,Pases precisos 11,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 4,Duelos perdidos 4,Duelos ganados 7,Pérdidas 1,Regates totales 1,Faltas recibidas 3,Fueras de juego 1,Minutos jugados 65,Toques 25,Valoración 6.7,Posesiones perdidas 10,2023-11-04 03:00:10.342769
MaxiGómez,J9,2,2,2,3,Pases totales 12,Pases precisos 4,Duelos aéreos perdidos 2,Duelos aéreos ganados 3,Duelos perdidos 5,Duelos ganados 4,Pérdidas 2,Tiros bloqueados en defensa 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 73,Toques 17,Valoración 6.6,Posesiones perdidas 11,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:00:16.997251
MaxiGómez,J8,2,2,2,2,Pases totales 2,Pases precisos 1,Minutos jugados 20,Toques 4,Valoración 6.5,Posesiones perdidas 3,Goles esperados 0,2023-11-04 03:00:23.586805
MaxiGómez,J7,6,2,6,4,Pases totales 19,Pases precisos 7,Balones en largo totales 3,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 5,Duelos aéreos ganados 5,Duelos perdidos 10,Duelos ganados 6,Pérdidas 3,Regates totales 1,Ocasiones creadas 1,Tiros fuera 1,Faltas recibidas 1,Faltas cometidas 2,Fueras de juego 1,Minutos jugados 77,Toques 33,Valoración 6.8,Posesiones perdidas 20,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:00:30.311938
MaxiGómez,J6,6,6,10,5,Pases totales 10,Pases precisos 7,Centros totales 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 6,Pérdidas 1,Regates totales 2,Regates completados 1,Tiros al palo 1,Tiros bloqueados en defensa 1,Entradas totales 1,Faltas recibidas 3,Fueras de juego 2,Minutos jugados 68,Toques 24,Valoración 7.1,Posesiones perdidas 11,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:00:37.119756
MaxiGómez,J5,-2,2,2,4,Pases totales 7,Pases precisos 5,Duelos aéreos ganados 2,Duelos perdidos 1,Duelos ganados 3,Regates totales 1,Regates completados 1,Tiros a puerta 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 31,Toques 11,Valoración 6.8,Posesiones perdidas 4,Goles esperados 0.2,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:00:43.754478
MaxiGómez,J4,2,2,2,3,Pases totales 5,Pases precisos 2,Duelos aéreos ganados 1,Duelos ganados 1,Faltas cometidas 1,Minutos jugados 12,Toques 8,Valoración 6.6,Posesiones perdidas 5,Goles esperados 0,2023-11-04 03:00:50.383428
MaxiGómez,J3,2,2,2,2,Pases totales 5,Pases precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 1,Duelos ganados 2,Minutos jugados 21,Toques 5,Valoración 6.5,Posesiones perdidas 3,Goles esperados 0,2023-11-04 03:00:57.022513
