Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RominigueKouamé,J11,2,-2,2,2,Pases totales 15,Pases precisos 14,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 2,Duelos ganados 2,Tiros fuera 1,Intercepciones 1,Entradas totales 2,Faltas cometidas 2,Minutos jugados 74,Toques 22,Valoración 6.5,Posesiones perdidas 3,Goles esperados 0.0,2023-11-04 04:23:26.676708
RominigueKouamé,J10,2,2,2,6,Pases totales 33,Pases precisos 32,Balones en largo totales 2,Balones en largo precisos 2,Duelos perdidos 1,Duelos ganados 7,Regates totales 2,Regates completados 2,Intercepciones 1,Entradas totales 2,Faltas recibidas 3,Faltas cometidas 1,Minutos jugados 90,Toques 45,Valoración 7.2,Posesiones perdidas 2,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:23:33.328367
RominigueKouamé,J9,2,2,2,4,Pases totales 12,Pases precisos 12,Duelos aéreos ganados 1,Duelos ganados 1,Intercepciones 1,Minutos jugados 24,Toques 14,Valoración 6.8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:23:39.938568
RominigueKouamé,J8,2,2,6,2,Pases totales 39,Pases precisos 34,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 3,Regateado 2,Pérdidas 1,Intercepciones 1,Entradas totales 1,Faltas cometidas 2,Minutos jugados 90,Toques 45,Valoración 6.4,Posesiones perdidas 7,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:23:46.559105
RominigueKouamé,J6,0,0,0,2,Pases totales 3,Pases precisos 1,Duelos aéreos ganados 1,Duelos ganados 1,Minutos jugados 10,Toques 3,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,2023-11-04 04:23:55.407807
