Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ValeryFernández,J10,2,2,2,2,Pases totales 11,Pases precisos 11,Duelos perdidos 1,Faltas cometidas 1,Minutos jugados 22,Toques 12,Valoración 6.5,Posesiones perdidas 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:11:30.567079
ValeryFernández,J9,6,2,6,6,Pases totales 10,Pases precisos 10,Centros totales 1,Duelos ganados 3,Tiros fuera 1,Entradas totales 1,Faltas recibidas 2,Minutos jugados 18,Toques 17,Valoración 7.2,Posesiones perdidas 2,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:11:37.205852
ValeryFernández,J8,2,2,2,2,Pases totales 21,Pases precisos 17,Centros totales 2,Duelos aéreos ganados 1,Duelos ganados 1,Faltas cometidas 1,Minutos jugados 45,Toques 28,Valoración 6.4,Posesiones perdidas 10,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:11:43.808207
ValeryFernández,J6,2,2,2,1,Pases totales 6,Pases precisos 6,Duelos ganados 1,Tiros bloqueados en defensa 1,Faltas recibidas 1,Minutos jugados 16,Toques 9,Valoración 6.3,Goles esperados 0,2023-11-04 03:11:52.651262
ValeryFernández,J5,0,2,0,0,Pases totales 2,Pases precisos 2,Minutos jugados 1,Toques 2,Goles esperados 0,2023-11-04 03:11:59.254524
ValeryFernández,J4,2,2,2,4,Pases totales 6,Pases precisos 6,Centros totales 1,Centros precisos 1,Duelos ganados 2,Faltas recibidas 2,Fueras de juego 1,Minutos jugados 18,Toques 9,Valoración 6.8,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:12:05.881671
ValeryFernández,J3,2,2,2,2,Pases totales 6,Pases precisos 6,Duelos perdidos 1,Faltas cometidas 1,Minutos jugados 11,Toques 8,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,2023-11-04 03:12:12.479568
ValeryFernández,J2,2,2,2,2,Pases totales 8,Pases precisos 7,Duelos perdidos 2,Duelos ganados 1,Pérdidas 1,Regates totales 1,Faltas recibidas 1,Minutos jugados 18,Toques 12,Valoración 6.4,Posesiones perdidas 3,Goles esperados 0,2023-11-04 03:12:19.140124
ValeryFernández,J1,2,2,2,3,Pases totales 10,Pases precisos 6,Balones en largo totales 1,Duelos ganados 2,Faltas recibidas 2,Fueras de juego 1,Minutos jugados 26,Toques 12,Valoración 6.6,Posesiones perdidas 4,Goles esperados 0,2023-11-04 03:12:25.772562
