Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RonaldAraújo,J11,6,10,10,4,Pases totales 53,Pases precisos 37,Balones en largo totales 10,Balones en largo precisos 5,Centros totales 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 5,Duelos ganados 4,Pérdidas 1,Tiros a puerta 1,Despejes totales 1,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 3,Faltas cometidas 2,Minutos jugados 90,Toques 71,Valoración 6.8,Posesiones perdidas 20,Goles esperados 0.1,2023-11-04 00:48:56.377232
RonaldAraújo,J10,6,2,6,3,Pases totales 25,Pases precisos 22,Balones en largo totales 5,Balones en largo precisos 3,Duelos aéreos ganados 2,Duelos ganados 2,Faltas recibidas 1,Minutos jugados 30,Toques 27,Valoración 6.7,Posesiones perdidas 3,2023-11-04 00:49:03.014073
RonaldAraújo,J9,6,6,2,8,Pases totales 57,Pases precisos 53,Balones en largo totales 4,Balones en largo precisos 4,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 3,Duelos ganados 4,Regateado 1,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Tiros fuera 1,Faltas cometidas 1,Minutos jugados 46,Toques 61,Valoración 7.6,Posesiones perdidas 5,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.6,2023-11-04 00:49:09.708907
RonaldAraújo,J7,2,6,2,4,Pases totales 87,Pases precisos 80,Balones en largo totales 4,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 4,Duelos perdidos 2,Duelos ganados 5,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 96,Valoración 6.9,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:49:18.630784
RonaldAraújo,J6,10,6,10,4,Pases totales 44,Pases precisos 42,Balones en largo totales 6,Balones en largo precisos 5,Duelos aéreos perdidos 2,Duelos perdidos 3,Duelos ganados 2,Tiros a puerta 1,Entradas totales 2,Faltas cometidas 1,Minutos jugados 45,Toques 49,Valoración 6.9,Posesiones perdidas 3,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 00:49:25.287790
RonaldAraújo,J1,6,6,10,9,Pases totales 53,Pases precisos 51,Balones en largo totales 5,Balones en largo precisos 4,Centros totales 3,Centros precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 2,Duelos ganados 8,Despejes totales 1,Intercepciones 2,Entradas totales 2,Faltas recibidas 3,Faltas cometidas 2,Minutos jugados 90,Toques 73,Valoración 7.9,Posesiones perdidas 7,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.5,2023-11-04 00:49:40.921328
