Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
PabloIbáñez,J11,0,0,0,2,Minutos jugados 8,Toques 1,Valoración 6.4,2023-11-04 03:18:41.677336
PabloIbáñez,J10,2,2,2,3,Pases totales 14,Pases precisos 13,Balones en largo totales 1,Duelos perdidos 1,Faltas cometidas 1,Minutos jugados 10,Toques 15,Valoración 6.7,Posesiones perdidas 1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:18:48.310417
PabloIbáñez,J9,0,0,-2,2,Pases totales 3,Pases precisos 1,Duelos perdidos 1,Pérdidas 1,Tiros bloqueados en ataque 1,Despejes totales 1,Minutos jugados 10,Toques 8,Valoración 6.4,Posesiones perdidas 3,Goles esperados 0.0,2023-11-04 03:18:54.937772
PabloIbáñez,J7,2,2,6,4,Pases totales 33,Pases precisos 25,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 1,Duelos aéreos perdidos 4,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 3,Entradas totales 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 66,Toques 38,Valoración 6.9,Posesiones perdidas 10,Goles esperados 0,Pases clave 3,MATCH_STAT_expectedAssists 0.2,2023-11-04 03:19:03.852920
PabloIbáñez,J5,2,2,2,3,Pases totales 6,Pases precisos 5,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 11,Toques 7,Valoración 6.6,Posesiones perdidas 1,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:19:12.713074
PabloIbáñez,J4,6,2,2,2,Pases totales 13,Pases precisos 11,Centros totales 1,Duelos aéreos perdidos 4,Duelos aéreos ganados 2,Duelos perdidos 7,Duelos ganados 3,Regateado 1,Regates totales 2,Tiros bloqueados en ataque 1,Despejes totales 1,Intercepciones 1,Entradas totales 1,Minutos jugados 72,Toques 22,Valoración 6.4,Posesiones perdidas 5,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:19:19.382434
PabloIbáñez,J3,2,6,6,4,Pases totales 23,Pases precisos 11,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 1,Duelos perdidos 10,Duelos ganados 3,Regateado 2,Regates totales 4,Regates completados 1,Tiros bloqueados en ataque 1,Despejes totales 1,Tiros bloqueados en defensa 1,Faltas recibidas 1,Faltas cometidas 2,Penaltis provocados 1,Minutos jugados 90,Toques 35,Valoración 6.8,Posesiones perdidas 16,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:19:26.051030
PabloIbáñez,J2,0,2,0,2,Pases totales 8,Pases precisos 6,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 1,Regates totales 2,Minutos jugados 12,Toques 12,Valoración 6.4,Posesiones perdidas 5,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:19:32.743603
PabloIbáñez,J1,2,2,2,3,Pases totales 7,Pases precisos 6,Centros totales 1,Duelos perdidos 1,Regateado 1,Tiros a puerta 1,Minutos jugados 23,Toques 9,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0.0,2023-11-04 03:19:39.347676
