Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RicardoVisus,J10,2,0,0,4,Pases totales 18,Pases precisos 15,Balones en largo totales 4,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 2,Despejes totales 1,Tiros bloqueados en defensa 1,Intercepciones 1,Faltas cometidas 1,Minutos jugados 30,Toques 22,Valoración 6.8,Posesiones perdidas 3,2023-11-04 05:13:49.820950
