Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
EricCurbelo,J7,2,2,-2,4,Pases totales 53,Pases precisos 51,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 2,Regateado 1,Despejes totales 5,Tiros bloqueados en defensa 1,Intercepciones 2,Entradas totales 2,Errores que llevan a disparo 1,Minutos jugados 90,Toques 68,Valoración 6.8,Posesiones perdidas 3,Goles esperados 0,2023-11-04 05:12:04.285165
