Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
Ben BreretonDíaz,J10,0,0,0,2,Pases totales 4,Pases precisos 4,Duelos perdidos 2,Regateado 1,Regates totales 1,Tiros bloqueados en ataque 1,Minutos jugados 12,Toques 6,Valoración 6.4,Posesiones perdidas 1,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:07:56.779476
Ben BreretonDíaz,J9,2,-2,2,1,Pases totales 9,Pases precisos 6,Centros totales 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 1,Pérdidas 2,Regates totales 1,Fueras de juego 1,Minutos jugados 58,Toques 15,Valoración 6.2,Posesiones perdidas 7,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:08:03.426407
Ben BreretonDíaz,J8,2,2,6,2,Pases totales 3,Pases precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 4,Duelos ganados 3,Pérdidas 1,Regates totales 2,Regates completados 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 29,Toques 13,Valoración 6.5,Posesiones perdidas 7,Goles esperados 0,2023-11-04 04:08:10.057532
Ben BreretonDíaz,J7,0,2,2,5,Pases totales 3,Pases precisos 2,Centros totales 1,Duelos ganados 2,Tiros fuera 1,Entradas totales 1,Faltas recibidas 1,Minutos jugados 12,Toques 11,Valoración 7.1,Posesiones perdidas 3,Goles esperados 0.1,Pases clave 1,2023-11-04 04:08:16.747148
Ben BreretonDíaz,J5,0,0,6,2,Pases totales 10,Pases precisos 10,Duelos perdidos 2,Regates totales 1,Faltas cometidas 1,Minutos jugados 13,Toques 12,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:08:25.636621
Ben BreretonDíaz,J4,-2,-2,2,1,Pases totales 6,Pases precisos 4,Duelos perdidos 2,Pérdidas 1,Regates totales 1,Minutos jugados 22,Toques 9,Valoración 6.2,Posesiones perdidas 4,Goles esperados 0,2023-11-04 04:08:32.284229
Ben BreretonDíaz,J3,0,2,0,3,Pases totales 1,Centros totales 1,Tiros fuera 1,Minutos jugados 11,Toques 4,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0.0,2023-11-04 04:08:38.894466
Ben BreretonDíaz,J2,6,6,2,5,Pases totales 22,Pases precisos 21,Balones en largo totales 2,Balones en largo precisos 2,Duelos perdidos 4,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 1,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 77,Toques 28,Valoración 7,Posesiones perdidas 3,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.2,2023-11-04 04:08:45.590776
