Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
MiguelRodríguez,J10,0,0,0,2,Pases totales 4,Pases precisos 3,Centros totales 1,Duelos perdidos 2,Pérdidas 1,Faltas cometidas 1,Minutos jugados 9,Toques 6,Valoración 6.4,Posesiones perdidas 3,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:50:49.459786
MiguelRodríguez,J9,2,2,0,2,Pases totales 6,Pases precisos 3,Duelos perdidos 2,Duelos ganados 2,Pérdidas 1,Regates totales 1,Tiros fuera 1,Entradas totales 1,Faltas recibidas 1,Minutos jugados 11,Toques 12,Valoración 6.5,Posesiones perdidas 6,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:50:56.127997
MiguelRodríguez,J6,0,0,0,0,Pases totales 1,Pases precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Faltas cometidas 1,Minutos jugados 1,Toques 1,Goles esperados 0,2023-11-04 04:51:07.203372
MiguelRodríguez,J5,0,0,0,2,Pases totales 5,Pases precisos 5,Centros totales 2,Duelos perdidos 2,Duelos ganados 1,Regates totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 11,Toques 9,Valoración 6.5,Posesiones perdidas 3,Goles esperados 0,2023-11-04 04:51:13.842800
MiguelRodríguez,J3,0,2,0,1,Pases totales 1,Duelos perdidos 2,Regates totales 1,Faltas cometidas 1,Minutos jugados 10,Toques 2,Valoración 6.3,Posesiones perdidas 2,Goles esperados 0,2023-11-04 04:51:22.697944
MiguelRodríguez,J2,-2,0,0,2,Pases totales 4,Pases precisos 3,Duelos aéreos perdidos 1,Duelos perdidos 1,Duelos ganados 1,Faltas recibidas 1,Minutos jugados 15,Toques 6,Valoración 6.5,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:51:29.300175
MiguelRodríguez,J1,2,2,2,3,Pases totales 8,Pases precisos 5,Balones en largo totales 1,Centros totales 1,Duelos perdidos 1,Duelos ganados 2,Regates totales 2,Regates completados 1,Tiros fuera 1,Intercepciones 1,Faltas recibidas 1,Minutos jugados 27,Toques 16,Valoración 6.7,Posesiones perdidas 5,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:51:35.946831
