Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AbdeRebbach,J11,2,2,2,3,Pases totales 7,Pases precisos 6,Centros totales 1,Duelos aéreos ganados 1,Duelos ganados 2,Faltas recibidas 1,Minutos jugados 27,Toques 12,Valoración 6.6,Posesiones perdidas 2,2023-11-04 03:35:36.443912
AbdeRebbach,J10,0,0,0,0,Duelos perdidos 1,Regates totales 1,Tiros fuera 1,Minutos jugados 1,Toques 2,Posesiones perdidas 1,Goles esperados 0.0,2023-11-04 03:35:43.040206
AbdeRebbach,J9,0,0,0,3,Pases totales 2,Pases precisos 1,Balones en largo totales 1,Centros totales 1,Duelos aéreos ganados 2,Duelos ganados 3,Regates totales 1,Regates completados 1,Intercepciones 1,Minutos jugados 11,Toques 6,Valoración 6.7,Posesiones perdidas 3,Goles esperados 0,2023-11-04 03:35:49.675112
AbdeRebbach,J7,6,2,6,2,Pases totales 12,Pases precisos 10,Centros totales 5,Centros precisos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 2,Regateado 3,Pérdidas 1,Regates totales 3,Regates completados 1,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 1,Despejes totales 1,Minutos jugados 62,Toques 32,Valoración 6.4,Posesiones perdidas 13,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.4,2023-11-04 03:35:58.581535
AbdeRebbach,J6,2,2,2,4,Pases totales 9,Pases precisos 6,Centros totales 1,Centros precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Pérdidas 1,Ocasiones creadas 1,Minutos jugados 23,Toques 14,Valoración 6.8,Posesiones perdidas 5,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:36:05.247552
AbdeRebbach,J5,2,2,2,3,Pases totales 10,Pases precisos 5,Balones en largo totales 1,Centros totales 1,Duelos perdidos 1,Duelos ganados 1,Regates totales 1,Regates completados 1,Faltas cometidas 1,Minutos jugados 26,Toques 14,Valoración 6.6,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:36:11.883881
AbdeRebbach,J3,0,0,6,4,Pases totales 1,Pases precisos 1,Centros totales 2,Centros precisos 1,Duelos ganados 1,Entradas totales 1,Minutos jugados 15,Toques 7,Valoración 6.8,Posesiones perdidas 3,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:36:20.802840
AbdeRebbach,J1,2,2,6,3,Pases totales 8,Pases precisos 8,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos perdidos 2,Faltas cometidas 1,Minutos jugados 26,Toques 11,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:36:29.700540
