Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
MatteoGabbia,J11,2,-2,2,5,Pases totales 62,Pases precisos 59,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 6,Duelos perdidos 6,Duelos ganados 9,Regateado 2,Despejes totales 9,Intercepciones 3,Entradas totales 3,Faltas cometidas 2,Minutos jugados 90,Toques 79,Valoración 7,Posesiones perdidas 3,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:21:43.952679
MatteoGabbia,J8,2,2,10,4,Pases totales 26,Pases precisos 22,Balones en largo totales 7,Balones en largo precisos 5,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 1,Despejes totales 5,Intercepciones 1,Faltas cometidas 3,Minutos jugados 90,Toques 34,Valoración 6.9,Posesiones perdidas 5,Goles esperados 0,2023-11-04 03:21:52.832324
MatteoGabbia,J7,0,2,2,4,Pases totales 11,Pases precisos 9,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos ganados 2,Despejes totales 1,Intercepciones 1,Entradas totales 1,Minutos jugados 12,Toques 15,Valoración 6.8,Posesiones perdidas 2,Goles esperados 0,2023-11-04 03:21:59.465247
MatteoGabbia,J5,2,2,6,4,Pases totales 62,Pases precisos 54,Balones en largo totales 9,Balones en largo precisos 4,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 3,Regateado 1,Despejes totales 4,Intercepciones 1,Entradas totales 1,Errores que llevan a disparo 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 84,Toques 70,Valoración 6.8,Posesiones perdidas 9,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:22:08.358629
MatteoGabbia,J3,2,2,2,4,Pases totales 38,Pases precisos 32,Balones en largo totales 8,Balones en largo precisos 6,Duelos aéreos perdidos 2,Duelos aéreos ganados 4,Duelos perdidos 3,Duelos ganados 8,Despejes totales 9,Tiros bloqueados en defensa 1,Entradas totales 3,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 57,Valoración 6.8,Posesiones perdidas 9,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:22:17.246400
MatteoGabbia,J2,2,2,2,5,Pases totales 45,Pases precisos 42,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos ganados 3,Despejes totales 5,Entradas totales 2,Minutos jugados 67,Toques 57,Valoración 7.1,Posesiones perdidas 3,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:22:23.888631
