Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ÓscarRodríguez,J11,0,0,0,0,Pases totales 1,Pases precisos 1,Minutos jugados 1,Toques 1,2023-11-04 04:19:45.279049
ÓscarRodríguez,J10,2,2,0,3,Pases totales 11,Pases precisos 9,Balones en largo totales 1,Duelos perdidos 2,Duelos ganados 2,Regateado 1,Regates totales 2,Regates completados 1,Despejes totales 1,Entradas totales 1,Minutos jugados 12,Toques 16,Valoración 6.7,Posesiones perdidas 4,2023-11-04 04:19:51.915782
ÓscarRodríguez,J8,2,2,6,5,Pases totales 30,Pases precisos 26,Balones en largo totales 5,Balones en largo precisos 3,Centros totales 3,Centros precisos 2,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Regateado 1,Regates totales 1,Regates completados 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Faltas cometidas 1,Minutos jugados 45,Toques 38,Valoración 7.1,Posesiones perdidas 7,Goles esperados 0.1,Pases clave 3,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:20:00.852945
ÓscarRodríguez,J7,2,2,2,3,Pases totales 21,Pases precisos 16,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 3,Duelos ganados 1,Regates totales 1,Tiros fuera 2,Entradas totales 1,Minutos jugados 25,Toques 26,Valoración 6.7,Posesiones perdidas 7,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:20:07.503998
ÓscarRodríguez,J6,-2,0,0,3,Pases totales 4,Pases precisos 2,Duelos aéreos perdidos 2,Duelos perdidos 2,Duelos ganados 2,Regates totales 1,Regates completados 1,Entradas totales 1,Minutos jugados 12,Toques 8,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,2023-11-04 04:20:14.135918
ÓscarRodríguez,J5,2,6,2,4,Pases totales 23,Pases precisos 19,Balones en largo totales 6,Balones en largo precisos 5,Centros totales 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Regates totales 1,Regates completados 1,Minutos jugados 29,Toques 26,Valoración 6.8,Posesiones perdidas 5,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:20:20.787527
