Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ÁlvaroFernández,J11,6,2,6,7,Pases totales 18,Pases precisos 12,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 3,Centros precisos 2,Duelos perdidos 2,Duelos ganados 6,Regates totales 2,Regates completados 1,Ocasiones creadas 1,Tiros fuera 1,Intercepciones 3,Entradas totales 4,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 68,Toques 38,Valoración 7.4,Posesiones perdidas 11,Goles esperados 0.0,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-04 03:14:51.532961
ÁlvaroFernández,J10,2,2,2,5,Pases totales 20,Pases precisos 15,Centros totales 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 5,Ocasiones claras falladas 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Despejes totales 1,Intercepciones 1,Entradas totales 2,Faltas recibidas 2,Minutos jugados 63,Toques 33,Valoración 7,Posesiones perdidas 7,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:14:58.207700
ÁlvaroFernández,J9,2,2,2,3,Pases totales 16,Pases precisos 13,Balones en largo totales 2,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 6,Regateado 2,Pérdidas 2,Regates totales 3,Regates completados 2,Despejes totales 1,Intercepciones 2,Entradas totales 3,Minutos jugados 59,Toques 38,Valoración 6.6,Posesiones perdidas 10,Goles esperados 0,2023-11-04 03:15:04.874927
ÁlvaroFernández,J8,6,6,6,5,Pases totales 12,Pases precisos 10,Centros totales 1,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 6,Pérdidas 1,Regates totales 2,Regates completados 1,Tiros fuera 2,Tiros al palo 1,Entradas totales 1,Faltas recibidas 2,Minutos jugados 45,Toques 24,Valoración 7,Posesiones perdidas 6,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:15:11.497237
ÁlvaroFernández,J6,2,2,2,1,Pases totales 9,Pases precisos 7,Balones en largo totales 1,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Despejes totales 2,Faltas cometidas 1,Minutos jugados 17,Toques 15,Valoración 6.2,Posesiones perdidas 3,Goles esperados 0,2023-11-04 03:15:20.356161
ÁlvaroFernández,J5,2,2,2,2,Pases totales 7,Pases precisos 6,Duelos aéreos ganados 2,Duelos ganados 3,Faltas recibidas 1,Minutos jugados 14,Toques 11,Valoración 6.5,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,2023-11-04 03:15:26.939804
