Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
FranVieites,J5,0,0,0,2,Pases totales 9,Pases precisos 7,Balones en largo totales 5,Balones en largo precisos 3,Paradas desde dentro del área 2,Paradas 3,Minutos jugados 45,Toques 16,Valoración 6.4,Posesiones perdidas 2,Goles esperados 0,Goles evitados -2.0,2023-11-04 05:17:32.887596
