Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RafaMarín,J10,0,0,0,0,Pases totales 2,Pases precisos 1,Duelos ganados 1,Entradas totales 1,Minutos jugados 1,Toques 3,Posesiones perdidas 1,2023-11-04 03:28:02.435386
RafaMarín,J8,2,2,6,3,Pases totales 49,Pases precisos 40,Balones en largo totales 7,Balones en largo precisos 3,Duelos aéreos perdidos 4,Duelos aéreos ganados 4,Duelos perdidos 5,Duelos ganados 5,Regateado 1,Ocasiones claras falladas 1,Tiros fuera 1,Despejes totales 5,Tiros bloqueados en defensa 2,Intercepciones 1,Faltas recibidas 1,Minutos jugados 90,Toques 61,Valoración 6.7,Posesiones perdidas 10,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:28:11.322036
RafaMarín,J7,-2,-2,2,6,Pases totales 55,Pases precisos 48,Balones en largo totales 5,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 4,Duelos perdidos 3,Duelos ganados 5,Regateado 1,Tiros a puerta 1,Despejes totales 6,Tiros bloqueados en defensa 1,Intercepciones 3,Goles en propia puerta 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 70,Valoración 7.2,Posesiones perdidas 7,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:28:18.009376
RafaMarín,J5,2,2,6,2,Pases totales 38,Pases precisos 32,Balones en largo totales 6,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 3,Regateado 1,Despejes totales 2,Entradas totales 2,Minutos jugados 90,Toques 43,Valoración 6.5,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:28:26.883844
RafaMarín,J4,2,6,6,3,Pases totales 26,Pases precisos 17,Balones en largo totales 7,Balones en largo precisos 1,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 2,Despejes totales 1,Faltas cometidas 2,Minutos jugados 90,Toques 28,Valoración 6.6,Posesiones perdidas 10,Goles esperados 0,2023-11-04 03:28:33.498445
RafaMarín,J3,0,0,6,3,Pases totales 3,Pases precisos 3,Tiros fuera 1,Faltas cometidas 1,Minutos jugados 9,Toques 5,Valoración 6.6,Posesiones perdidas 1,Goles esperados 0.0,2023-11-04 03:28:40.111092
RafaMarín,J2,2,0,0,1,Pases totales 2,Balones en largo totales 2,Minutos jugados 13,Toques 2,Valoración 6.2,Posesiones perdidas 2,Goles esperados 0,2023-11-04 03:28:46.685537
RafaMarín,J1,6,2,6,6,Pases totales 44,Pases precisos 38,Balones en largo totales 8,Balones en largo precisos 6,Duelos aéreos perdidos 2,Duelos aéreos ganados 5,Duelos perdidos 5,Duelos ganados 8,Regates totales 1,Regates completados 1,Tiros fuera 1,Despejes totales 4,Intercepciones 2,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 3,Minutos jugados 90,Toques 55,Valoración 7.2,Posesiones perdidas 6,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:28:53.342712
