Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
GonzaloEscalante,J11,2,2,2,1,Pases totales 5,Pases precisos 4,Balones en largo totales 2,Balones en largo precisos 1,Duelos perdidos 3,Pérdidas 2,Faltas cometidas 1,Minutos jugados 16,Toques 8,Valoración 6.3,Posesiones perdidas 3,2023-11-04 03:19:46.926990
GonzaloEscalante,J10,-2,2,6,2,Pases totales 29,Pases precisos 23,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 5,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 1,Intercepciones 1,Entradas totales 2,Faltas cometidas 1,Minutos jugados 78,Toques 36,Valoración 6.4,Posesiones perdidas 9,2023-11-04 03:19:53.584836
GonzaloEscalante,J9,6,2,2,2,Pases totales 20,Pases precisos 13,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 2,Regateado 3,Despejes totales 1,Tiros bloqueados en defensa 1,Intercepciones 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 66,Toques 28,Valoración 6.5,Posesiones perdidas 8,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:20:00.243968
GonzaloEscalante,J8,2,2,6,4,Pases totales 25,Pases precisos 19,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 3,Duelos perdidos 3,Duelos ganados 6,Regateado 1,Despejes totales 2,Intercepciones 2,Entradas totales 2,Faltas recibidas 1,Minutos jugados 45,Toques 33,Valoración 6.8,Posesiones perdidas 7,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:20:06.919787
GonzaloEscalante,J7,2,2,6,7,Pases totales 35,Pases precisos 26,Balones en largo totales 3,Balones en largo precisos 1,Centros totales 1,Duelos aéreos ganados 4,Duelos perdidos 2,Duelos ganados 10,Regateado 1,Tiros fuera 2,Despejes totales 1,Intercepciones 3,Entradas totales 5,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 83,Toques 50,Valoración 7.5,Posesiones perdidas 11,Goles esperados 0.3,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:20:13.603595
GonzaloEscalante,J6,2,2,6,4,Pases totales 26,Pases precisos 23,Duelos perdidos 3,Duelos ganados 5,Pérdidas 1,Regates totales 1,Tiros fuera 1,Despejes totales 2,Tiros bloqueados en defensa 1,Entradas totales 5,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 88,Toques 38,Valoración 6.9,Posesiones perdidas 5,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:20:20.316609
GonzaloEscalante,J5,-2,2,2,-1,Pases totales 23,Pases precisos 15,Balones en largo totales 6,Balones en largo precisos 2,Duelos aéreos perdidos 2,Duelos aéreos ganados 3,Duelos perdidos 7,Duelos ganados 4,Regateado 2,Pérdidas 1,Despejes totales 5,Intercepciones 1,Entradas totales 1,Errores que llevan a gol 1,Faltas cometidas 2,Minutos jugados 90,Toques 34,Valoración 5.9,Posesiones perdidas 9,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:20:26.994972
GonzaloEscalante,J4,2,2,6,4,Pases totales 20,Pases precisos 18,Balones en largo totales 4,Balones en largo precisos 3,Asistencias de gol 1,Duelos perdidos 7,Duelos ganados 2,Regateado 2,Tiros bloqueados en ataque 1,Despejes totales 1,Tiros bloqueados en defensa 1,Intercepciones 2,Entradas totales 2,Faltas cometidas 5,Minutos jugados 90,Toques 32,Valoración 6.9,Posesiones perdidas 6,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:20:33.703289
GonzaloEscalante,J3,2,2,6,6,Pases totales 32,Pases precisos 25,Balones en largo totales 8,Balones en largo precisos 5,Asistencias de gol 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 3,Regateado 3,Pérdidas 1,Ocasiones creadas 1,Despejes totales 2,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 40,Valoración 7.3,Posesiones perdidas 8,Goles esperados 0,Pases clave 3,MATCH_STAT_expectedAssists 0.8,2023-11-04 03:20:40.387027
GonzaloEscalante,J1,-8,-8,-4,-8,Pases totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Faltas cometidas 1,Minutos jugados 17,Toques 2,Valoración 5.6,Posesiones perdidas 2,Goles esperados 0,2023-11-04 03:20:49.286380
