Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
JanOblak,J12,-2,-2,6,0,Pases totales 22,Pases precisos 11,Balones en largo totales 13,Balones en largo precisos 2,Despejes totales 2,Despejes por alto 1,Paradas desde dentro del área 1,Paradas 1,Despejes con los puños 1,Salidas totales 2,Salidas precisas 2,Minutos jugados 90,Toques 31,Valoración 6.1,Posesiones perdidas 11,Goles evitados -1.7,2023-11-04 00:52:55.244449
JanOblak,J11,2,2,6,2,Pases totales 34,Pases precisos 29,Balones en largo totales 10,Balones en largo precisos 5,Despejes totales 2,Despejes por alto 1,Despejes con los puños 1,Minutos jugados 90,Toques 43,Valoración 6.5,Posesiones perdidas 5,Goles evitados -0.9,2023-11-04 00:53:01.857111
JanOblak,J10,2,6,10,7,Pases totales 22,Pases precisos 18,Balones en largo totales 9,Balones en largo precisos 5,Despejes por alto 1,Paradas desde dentro del área 2,Paradas 3,Minutos jugados 90,Toques 28,Valoración 7.5,Posesiones perdidas 4,Goles evitados 0.9,2023-11-04 00:53:08.488785
JanOblak,J9,2,2,6,3,Pases totales 18,Pases precisos 11,Balones en largo totales 9,Balones en largo precisos 2,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 2,Pérdidas 1,Regates totales 1,Regates completados 1,Despejes totales 1,Paradas desde dentro del área 1,Paradas 3,Despejes con los puños 1,Minutos jugados 90,Toques 26,Valoración 6.7,Posesiones perdidas 8,Goles esperados 0,Goles evitados -0.1,2023-11-04 00:53:15.155127
JanOblak,J8,2,2,6,3,Pases totales 21,Pases precisos 18,Balones en largo totales 6,Balones en largo precisos 3,Duelos aéreos ganados 1,Duelos ganados 1,Despejes totales 1,Paradas desde dentro del área 1,Paradas 2,Despejes con los puños 1,Minutos jugados 90,Toques 31,Valoración 6.6,Posesiones perdidas 3,Goles esperados 0,Goles evitados -1.1,2023-11-04 00:53:21.818030
JanOblak,J7,2,6,10,6,Pases totales 31,Pases precisos 20,Balones en largo totales 18,Balones en largo precisos 7,Duelos ganados 1,Despejes totales 1,Faltas recibidas 1,Despejes por alto 2,Paradas desde dentro del área 2,Paradas 2,Salidas totales 1,Salidas precisas 1,Minutos jugados 90,Toques 44,Valoración 7.3,Posesiones perdidas 12,Goles esperados 0,Goles evitados 0.7,2023-11-04 00:53:28.473797
JanOblak,J6,2,6,6,4,Pases totales 22,Pases precisos 10,Balones en largo totales 16,Balones en largo precisos 4,Despejes totales 1,Paradas desde dentro del área 2,Paradas 4,Despejes con los puños 1,Minutos jugados 90,Toques 32,Valoración 6.9,Posesiones perdidas 12,Goles esperados 0,Goles evitados -0.4,2023-11-04 00:53:35.127651
JanOblak,J5,-2,-2,-2,4,Pases totales 9,Pases precisos 9,Balones en largo totales 2,Balones en largo precisos 2,Despejes por alto 1,Paradas desde dentro del área 3,Paradas 5,Minutos jugados 90,Toques 20,Valoración 6.9,Goles esperados 0,Goles evitados -0.2,2023-11-04 00:53:41.775059
JanOblak,J3,2,2,10,7,Pases totales 34,Pases precisos 22,Balones en largo totales 24,Balones en largo precisos 12,Despejes por alto 1,Paradas desde dentro del área 1,Paradas 3,Minutos jugados 90,Toques 45,Valoración 7.5,Posesiones perdidas 13,Goles esperados 0,Goles evitados 0.3,2023-11-04 00:53:48.409478
JanOblak,J2,2,2,2,4,Pases totales 24,Pases precisos 23,Balones en largo totales 5,Balones en largo precisos 4,Minutos jugados 90,Toques 27,Valoración 6.8,Posesiones perdidas 1,Goles esperados 0,2023-11-04 00:53:55.035378
JanOblak,J1,6,2,6,5,Pases totales 17,Pases precisos 15,Balones en largo totales 7,Balones en largo precisos 6,Despejes totales 1,Paradas desde dentro del área 2,Paradas 3,Despejes con los puños 1,Minutos jugados 90,Toques 24,Valoración 7.1,Posesiones perdidas 2,Goles esperados 0,Goles evitados 0.1,2023-11-04 00:54:01.684543
