Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ÉdgarGonzález,J8,2,2,6,5,Pases totales 12,Pases precisos 12,Duelos aéreos ganados 1,Duelos ganados 2,Tiros fuera 1,Intercepciones 2,Entradas totales 1,Minutos jugados 34,Toques 18,Valoración 7,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:44:29.988093
ÉdgarGonzález,J7,-2,-2,-2,3,Pases totales 56,Pases precisos 49,Balones en largo totales 6,Balones en largo precisos 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 2,Duelos ganados 4,Regateado 1,Despejes totales 3,Tiros bloqueados en defensa 4,Intercepciones 2,Entradas totales 1,Minutos jugados 90,Toques 67,Valoración 6.6,Posesiones perdidas 7,Goles esperados 0,2023-11-04 04:44:36.624628
ÉdgarGonzález,J6,-2,2,2,3,Pases totales 88,Pases precisos 73,Balones en largo totales 10,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 7,Duelos perdidos 4,Duelos ganados 9,Regateado 1,Regates totales 1,Despejes totales 5,Entradas totales 2,Faltas cometidas 1,Minutos jugados 90,Toques 99,Valoración 6.6,Posesiones perdidas 16,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:44:43.280047
ÉdgarGonzález,J5,2,2,6,4,Pases totales 34,Pases precisos 31,Balones en largo totales 2,Balones en largo precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 5,Duelos perdidos 1,Duelos ganados 6,Tiros fuera 1,Despejes totales 7,Intercepciones 1,Entradas totales 1,Minutos jugados 90,Toques 48,Valoración 6.9,Posesiones perdidas 4,Goles esperados 0.1,2023-11-04 04:44:49.956661
ÉdgarGonzález,J3,-5,-5,-5,-5,Pases totales 29,Pases precisos 25,Balones en largo totales 3,Balones en largo precisos 2,Duelos aéreos perdidos 4,Duelos aéreos ganados 2,Duelos perdidos 6,Duelos ganados 3,Despejes totales 3,Intercepciones 1,Entradas totales 1,Faltas cometidas 2,Minutos jugados 50,Toques 37,Valoración 5.7,Posesiones perdidas 5,Goles esperados 0,2023-11-04 04:44:58.896908
ÉdgarGonzález,J2,2,2,2,4,Pases totales 47,Pases precisos 46,Balones en largo totales 5,Balones en largo precisos 5,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 4,Regateado 1,Pérdidas 1,Ocasiones claras falladas 1,Tiros a puerta 1,Despejes totales 9,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 3,Faltas cometidas 1,Minutos jugados 90,Toques 64,Valoración 6.9,Posesiones perdidas 2,Goles esperados 0.4,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:45:05.598170
ÉdgarGonzález,J1,2,2,2,3,Pases totales 93,Pases precisos 87,Balones en largo totales 8,Balones en largo precisos 6,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 4,Despejes totales 3,Tiros bloqueados en defensa 1,Entradas totales 2,Penaltis cometidos 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 103,Valoración 6.6,Posesiones perdidas 7,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:45:12.262371
