Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
LuisRioja,J11,2,2,2,3,Pases totales 17,Pases precisos 13,Balones en largo totales 1,Centros totales 7,Centros precisos 1,Duelos perdidos 1,Duelos ganados 1,Pérdidas 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 63,Toques 30,Valoración 6.6,Posesiones perdidas 12,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-03 22:53:59.839044
LuisRioja,J10,6,6,10,8,Pases totales 20,Pases precisos 15,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 3,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 5,Regateado 1,Regates totales 3,Regates completados 3,Tiros fuera 1,Tiros a puerta 3,Tiros bloqueados en ataque 2,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Fueras de juego 1,Minutos jugados 89,Toques 38,Valoración 7.7,Posesiones perdidas 10,Goles esperados 0.4,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-03 22:54:06.518305
LuisRioja,J9,6,6,6,6,Pases totales 29,Pases precisos 19,Balones en largo totales 3,Centros totales 4,Centros precisos 1,Duelos perdidos 3,Duelos ganados 2,Regates totales 3,Regates completados 1,Tiros fuera 1,Tiros a puerta 3,Despejes totales 1,Intercepciones 2,Entradas totales 1,Faltas cometidas 2,Minutos jugados 86,Toques 50,Valoración 7.3,Posesiones perdidas 17,Goles esperados 0.2,Pases clave 2,MATCH_STAT_expectedAssists 0.1,2023-11-03 22:54:13.164660
LuisRioja,J8,2,2,2,4,Pases totales 20,Pases precisos 14,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 3,Centros precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 2,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Tiros a puerta 1,Tiros bloqueados en ataque 3,Despejes totales 1,Fueras de juego 1,Minutos jugados 83,Toques 34,Valoración 6.9,Posesiones perdidas 10,Goles esperados 0.1,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-03 22:54:19.885060
LuisRioja,J7,2,2,6,4,Pases totales 13,Pases precisos 12,Centros totales 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Regates totales 1,Despejes totales 1,Entradas totales 2,Faltas cometidas 1,Minutos jugados 28,Toques 25,Valoración 6.8,Posesiones perdidas 8,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-03 22:54:26.534023
LuisRioja,J6,2,2,2,4,Pases totales 22,Pases precisos 19,Balones en largo totales 2,Centros totales 4,Duelos ganados 4,Regates totales 1,Regates completados 1,Entradas totales 3,Minutos jugados 84,Toques 38,Valoración 6.9,Posesiones perdidas 10,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-03 22:54:33.168145
LuisRioja,J5,2,2,6,3,Pases totales 18,Pases precisos 13,Balones en largo totales 2,Centros totales 4,Centros precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 2,Regates totales 2,Tiros bloqueados en ataque 1,Despejes totales 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 83,Toques 33,Valoración 6.6,Posesiones perdidas 13,Goles esperados 0.2,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-03 22:54:39.834150
LuisRioja,J4,10,6,10,8,Pases totales 25,Pases precisos 17,Balones en largo totales 3,Balones en largo precisos 2,Centros totales 6,Centros precisos 1,Duelos perdidos 4,Duelos ganados 4,Regateado 2,Pérdidas 1,Regates totales 3,Regates completados 2,Ocasiones creadas 1,Tiros bloqueados en ataque 1,Intercepciones 1,Entradas totales 1,Faltas recibidas 1,Penaltis provocados 1,Fueras de juego 1,Minutos jugados 90,Toques 45,Valoración 7.6,Posesiones perdidas 19,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.2,2023-11-03 22:54:46.520294
LuisRioja,J3,6,2,6,4,Pases totales 22,Pases precisos 13,Balones en largo totales 4,Centros totales 7,Centros precisos 2,Duelos perdidos 2,Duelos ganados 5,Regates totales 3,Regates completados 2,Tiros bloqueados en ataque 2,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 90,Toques 41,Valoración 6.8,Posesiones perdidas 17,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-03 22:54:53.200148
LuisRioja,J2,10,10,14,15,Pases totales 15,Pases precisos 11,Balones en largo totales 1,Asistencias de gol 2,Centros totales 7,Centros precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 4,Ocasiones creadas 2,Ocasiones claras falladas 1,Tiros fuera 2,Tiros a puerta 1,Goles 1,Despejes totales 1,Entradas totales 3,Minutos jugados 87,Toques 33,Valoración 9.1,Posesiones perdidas 9,Goles esperados 0.2,Pases clave 3,MATCH_STAT_expectedAssists 0.3,2023-11-03 22:54:59.879841
LuisRioja,J1,2,2,6,5,Pases totales 20,Pases precisos 14,Balones en largo totales 2,Balones en largo precisos 2,Centros totales 10,Centros precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 6,Duelos ganados 3,Regateado 2,Regates totales 2,Regates completados 1,Tiros fuera 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Faltas recibidas 1,Faltas cometidas 2,Minutos jugados 90,Toques 39,Valoración 7,Posesiones perdidas 18,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-03 22:55:06.565360
