Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
LucasTorró,J11,6,6,6,5,Pases totales 48,Pases precisos 35,Balones en largo totales 4,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 5,Duelos ganados 5,Tiros fuera 2,Intercepciones 1,Entradas totales 3,Faltas recibidas 1,Faltas cometidas 4,Minutos jugados 77,Toques 56,Valoración 7,Posesiones perdidas 14,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:06:07.159822
LucasTorró,J10,6,2,6,6,Pases totales 57,Pases precisos 44,Balones en largo totales 3,Balones en largo precisos 3,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 4,Duelos ganados 4,Regateado 2,Pérdidas 1,Tiros fuera 2,Intercepciones 4,Entradas totales 1,Faltas recibidas 1,Minutos jugados 90,Toques 71,Valoración 7.2,Posesiones perdidas 15,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:06:13.817616
LucasTorró,J9,2,-2,2,2,Pases totales 36,Pases precisos 33,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 5,Despejes totales 1,Entradas totales 2,Faltas recibidas 3,Minutos jugados 90,Toques 46,Valoración 6.5,Posesiones perdidas 4,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:06:20.446124
LucasTorró,J8,2,2,2,3,Pases totales 20,Pases precisos 15,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 1,Duelos ganados 2,Despejes totales 3,Minutos jugados 27,Toques 25,Valoración 6.7,Posesiones perdidas 5,Goles esperados 0,2023-11-04 02:06:27.066805
LucasTorró,J7,6,6,10,5,Pases totales 30,Pases precisos 24,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 5,Duelos perdidos 3,Duelos ganados 5,Regateado 1,Tiros fuera 2,Tiros a puerta 1,Intercepciones 1,Faltas cometidas 1,Minutos jugados 66,Toques 34,Valoración 7,Posesiones perdidas 6,Goles esperados 0.3,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:06:33.728873
LucasTorró,J6,2,2,2,5,Pases totales 33,Pases precisos 16,Balones en largo totales 2,Duelos aéreos perdidos 4,Duelos aéreos ganados 9,Duelos perdidos 6,Duelos ganados 9,Regateado 1,Tiros fuera 2,Tiros bloqueados en ataque 1,Despejes totales 4,Intercepciones 2,Faltas cometidas 1,Minutos jugados 90,Toques 52,Valoración 7.1,Posesiones perdidas 21,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:06:40.373306
LucasTorró,J2,6,6,2,3,Pases totales 23,Pases precisos 17,Balones en largo totales 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 1,Duelos perdidos 8,Duelos ganados 3,Regateado 1,Pérdidas 2,Tiros bloqueados en defensa 1,Intercepciones 4,Entradas totales 2,Faltas cometidas 2,Minutos jugados 60,Toques 36,Valoración 6.6,Posesiones perdidas 8,Goles esperados 0,2023-11-04 02:06:53.718993
LucasTorró,J1,2,2,2,2,Pases totales 41,Pases precisos 36,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 2,Pérdidas 2,Tiros bloqueados en ataque 1,Despejes totales 3,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 89,Toques 49,Valoración 6.5,Posesiones perdidas 7,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:07:00.355708
