Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
LuizHenrique,J11,2,2,6,2,Pases totales 10,Pases precisos 7,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 4,Duelos ganados 3,Pérdidas 1,Regates totales 2,Regates completados 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 26,Toques 18,Valoración 6.4,Posesiones perdidas 7,2023-11-04 03:32:06.137705
LuizHenrique,J10,2,2,2,8,Pases totales 9,Pases precisos 7,Centros totales 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 6,Regates totales 4,Regates completados 3,Ocasiones creadas 1,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 18,Toques 18,Valoración 7.6,Posesiones perdidas 5,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:32:12.807614
LuizHenrique,J6,2,2,6,6,Pases totales 14,Pases precisos 14,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 5,Centros precisos 3,Duelos perdidos 5,Duelos ganados 3,Pérdidas 3,Regates totales 4,Regates completados 2,Ocasiones creadas 1,Despejes totales 1,Faltas recibidas 1,Minutos jugados 29,Toques 29,Valoración 7.3,Posesiones perdidas 7,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.2,2023-11-04 03:32:23.952685
LuizHenrique,J5,2,-2,2,2,Pases totales 4,Pases precisos 2,Balones en largo totales 2,Balones en largo precisos 1,Duelos perdidos 3,Duelos ganados 1,Regateado 1,Pérdidas 2,Tiros fuera 1,Entradas totales 1,Minutos jugados 45,Toques 10,Valoración 6.4,Posesiones perdidas 5,Goles esperados 0.1,2023-11-04 03:32:30.583606
LuizHenrique,J1,6,6,6,6,Pases totales 13,Pases precisos 6,Asistencias de gol 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 3,Duelos perdidos 8,Duelos ganados 9,Regateado 1,Pérdidas 1,Regates totales 4,Regates completados 2,Tiros a puerta 1,Tiros bloqueados en ataque 1,Intercepciones 1,Entradas totales 2,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 71,Toques 32,Valoración 7.2,Posesiones perdidas 12,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:32:43.975564
