Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AntonioRaíllo,J2,6,2,2,5,Pases totales 10,Pases precisos 9,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 2,Duelos ganados 3,Tiros a puerta 1,Tiros bloqueados en ataque 1,Despejes totales 2,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 45,Toques 17,Valoración 7,Posesiones perdidas 1,Goles esperados 0.0,2023-11-04 03:50:29.714511
AntonioRaíllo,J1,11,11,15,12,Pases totales 18,Pases precisos 13,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 3,Tiros a puerta 1,Goles 1,Intercepciones 2,Entradas totales 1,Minutos jugados 45,Toques 24,Valoración 7.4,Posesiones perdidas 6,Goles esperados 0.1,2023-11-04 03:50:36.353209
