Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
CarlosFernández,J10,2,2,2,2,Pases totales 15,Pases precisos 9,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 8,Duelos ganados 4,Pérdidas 3,Regates totales 2,Tiros fuera 1,Tiros a puerta 1,Entradas totales 1,Faltas cometidas 2,Minutos jugados 60,Toques 27,Valoración 6.5,Posesiones perdidas 13,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:39:18.681818
CarlosFernández,J9,6,6,6,4,Pases totales 2,Pases precisos 1,Balones en largo totales 1,Balones en largo precisos 1,Asistencias de gol 1,Centros totales 1,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Ocasiones creadas 1,Entradas como último hombre 1,Entradas totales 1,Penaltis cometidos 1,Faltas cometidas 1,Minutos jugados 25,Toques 5,Valoración 6.9,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,2023-11-04 02:39:25.366653
CarlosFernández,J7,9,9,13,9,Pases totales 18,Pases precisos 11,Balones en largo totales 2,Duelos aéreos perdidos 4,Duelos aéreos ganados 3,Duelos perdidos 9,Duelos ganados 6,Pérdidas 2,Regates totales 2,Regates completados 2,Tiros a puerta 1,Goles 1,Despejes totales 1,Faltas recibidas 1,Faltas cometidas 3,Minutos jugados 90,Toques 31,Valoración 7.2,Posesiones perdidas 11,Goles esperados 0.2,2023-11-04 02:39:34.246660
CarlosFernández,J3,-2,2,2,1,Pases totales 4,Pases precisos 4,Duelos aéreos perdidos 2,Duelos perdidos 9,Duelos ganados 3,Pérdidas 1,Regates totales 4,Regates completados 1,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 3,Fueras de juego 1,Minutos jugados 45,Toques 14,Valoración 6.3,Posesiones perdidas 5,Goles esperados 0,2023-11-04 02:39:47.600330
CarlosFernández,J2,-2,2,6,4,Pases totales 9,Pases precisos 5,Duelos aéreos perdidos 2,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 4,Pérdidas 3,Tiros a puerta 1,Tiros bloqueados en ataque 1,Despejes totales 3,Entradas totales 2,Minutos jugados 64,Toques 26,Valoración 6.8,Posesiones perdidas 12,Goles esperados 0.2,2023-11-04 02:39:54.232560
CarlosFernández,J1,2,2,6,5,Pases totales 11,Pases precisos 6,Duelos aéreos perdidos 5,Duelos aéreos ganados 2,Duelos perdidos 9,Duelos ganados 5,Regateado 1,Tiros fuera 2,Entradas totales 3,Faltas cometidas 4,Minutos jugados 59,Toques 18,Valoración 7.1,Posesiones perdidas 7,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.2,2023-11-04 02:40:00.873354
