Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
MarcGuiu,J10,13,9,13,10,Pases totales 1,Pases precisos 1,Duelos perdidos 1,Duelos ganados 2,Tiros a puerta 1,Goles 1,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 11,Toques 4,Valoración 7.4,Goles esperados 0.3,2023-11-04 04:21:35.325921
