Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AdriàAltimira,J11,6,2,6,3,Pases totales 49,Pases precisos 44,Balones en largo totales 5,Balones en largo precisos 2,Centros totales 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Despejes totales 3,Tiros bloqueados en defensa 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 90,Toques 73,Valoración 6.6,Posesiones perdidas 8,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:02:36.356013
