Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ÁlexFernández,J11,2,2,2,1,Pases totales 2,Pases precisos 1,Duelos perdidos 2,Regateado 1,Pérdidas 1,Minutos jugados 9,Toques 4,Valoración 6.3,Posesiones perdidas 2,2023-11-04 03:55:38.490968
ÁlexFernández,J10,2,2,2,4,Pases totales 24,Pases precisos 23,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 1,Duelos ganados 3,Entradas totales 1,Faltas recibidas 1,Minutos jugados 45,Toques 30,Valoración 6.8,Posesiones perdidas 4,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:55:45.135832
ÁlexFernández,J5,2,2,0,2,Pases totales 6,Pases precisos 4,Despejes totales 1,Minutos jugados 12,Toques 12,Valoración 6.4,Posesiones perdidas 4,Goles esperados 0,2023-11-04 03:56:00.688859
ÁlexFernández,J4,2,2,2,3,Pases totales 10,Pases precisos 9,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 1,Duelos aéreos perdidos 1,Duelos perdidos 1,Minutos jugados 12,Toques 11,Valoración 6.6,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 03:56:07.296982
ÁlexFernández,J3,2,0,0,2,Pases totales 2,Pases precisos 2,Minutos jugados 13,Toques 2,Valoración 6.4,Goles esperados 0,2023-11-04 03:56:13.873214
ÁlexFernández,J2,2,6,2,3,Pases totales 11,Pases precisos 11,Centros totales 2,Centros precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Pérdidas 1,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Minutos jugados 86,Toques 18,Valoración 6.7,Posesiones perdidas 2,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 03:56:20.500065
ÁlexFernández,J1,2,0,6,3,Pases totales 4,Pases precisos 3,Duelos ganados 1,Entradas totales 1,Minutos jugados 13,Toques 7,Valoración 6.7,Posesiones perdidas 2,Goles esperados 0,2023-11-04 03:56:27.081714
