Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
NemanjaGudelj,J11,6,2,2,5,Pases totales 56,Pases precisos 49,Balones en largo totales 9,Balones en largo precisos 6,Duelos aéreos perdidos 2,Duelos perdidos 5,Duelos ganados 1,Regateado 1,Regates totales 1,Regates completados 1,Tiros a puerta 1,Despejes totales 4,Intercepciones 4,Faltas cometidas 2,Minutos jugados 90,Toques 67,Valoración 7,Posesiones perdidas 7,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:33:34.517608
NemanjaGudelj,J10,6,2,2,6,Pases totales 40,Pases precisos 34,Balones en largo totales 4,Balones en largo precisos 3,Duelos aéreos ganados 2,Duelos perdidos 5,Duelos ganados 5,Regateado 2,Regates totales 1,Regates completados 1,Ocasiones creadas 1,Tiros bloqueados en ataque 1,Despejes totales 4,Intercepciones 1,Entradas totales 2,Faltas cometidas 3,Minutos jugados 77,Toques 53,Valoración 7.3,Posesiones perdidas 7,Goles esperados 0.0,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:33:41.190007
NemanjaGudelj,J9,-2,2,2,5,Pases totales 50,Pases precisos 42,Balones en largo totales 5,Balones en largo precisos 3,Duelos aéreos perdidos 2,Duelos aéreos ganados 3,Duelos perdidos 3,Duelos ganados 7,Tiros fuera 2,Tiros bloqueados en ataque 1,Tiros al palo 1,Despejes totales 4,Intercepciones 1,Entradas totales 2,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 90,Toques 65,Valoración 7,Posesiones perdidas 8,Goles esperados 0.2,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:33:47.878600
NemanjaGudelj,J7,6,6,6,3,Pases totales 41,Pases precisos 36,Balones en largo totales 3,Balones en largo precisos 1,Duelos perdidos 1,Duelos ganados 1,Despejes totales 4,Tiros bloqueados en defensa 1,Intercepciones 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 90,Toques 51,Valoración 6.7,Posesiones perdidas 5,Goles esperados 0,2023-11-04 01:33:56.774273
NemanjaGudelj,J6,6,6,6,4,Pases totales 47,Pases precisos 34,Balones en largo totales 6,Balones en largo precisos 1,Duelos aéreos perdidos 3,Duelos aéreos ganados 5,Duelos perdidos 5,Duelos ganados 6,Pérdidas 1,Regates totales 1,Despejes totales 6,Tiros bloqueados en defensa 1,Faltas recibidas 1,Minutos jugados 90,Toques 61,Valoración 6.9,Posesiones perdidas 16,Goles esperados 0,2023-11-04 01:34:03.427179
NemanjaGudelj,J3,7,3,11,11,Pases totales 40,Pases precisos 31,Balones en largo totales 6,Balones en largo precisos 2,Duelos aéreos perdidos 1,Duelos aéreos ganados 3,Duelos perdidos 3,Duelos ganados 4,Regateado 1,Tiros fuera 2,Tiros a puerta 1,Goles 1,Intercepciones 2,Entradas totales 1,Faltas cometidas 1,Minutos jugados 90,Toques 49,Valoración 7.3,Posesiones perdidas 10,Goles esperados 0.3,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:34:12.343652
NemanjaGudelj,J2,6,-2,2,1,Pases totales 80,Pases precisos 76,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 3,Duelos ganados 2,Tiros fuera 2,Tiros bloqueados en ataque 1,Despejes totales 3,Intercepciones 1,Faltas cometidas 2,Minutos jugados 90,Toques 88,Valoración 6.3,Posesiones perdidas 4,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 01:34:18.996803
NemanjaGudelj,J1,2,2,2,2,Pases totales 59,Pases precisos 42,Balones en largo totales 9,Balones en largo precisos 3,Centros totales 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 4,Despejes totales 3,Tiros bloqueados en defensa 1,Entradas totales 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 72,Valoración 6.5,Posesiones perdidas 20,Goles esperados 0,2023-11-04 01:34:25.680544
