Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
ÁlexPozo,J11,2,2,2,0,Pases totales 48,Pases precisos 34,Balones en largo totales 11,Balones en largo precisos 3,Centros totales 3,Duelos aéreos perdidos 1,Duelos perdidos 5,Duelos ganados 1,Regateado 1,Regates totales 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 80,Valoración 6.1,Posesiones perdidas 28,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:33:34.606670
ÁlexPozo,J10,2,2,-2,-1,Pases totales 26,Pases precisos 19,Balones en largo totales 6,Balones en largo precisos 2,Centros totales 2,Centros precisos 1,Duelos perdidos 2,Pérdidas 1,Tiros a puerta 1,Despejes totales 1,Intercepciones 1,Faltas cometidas 1,Minutos jugados 90,Toques 42,Valoración 5.9,Posesiones perdidas 10,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:33:41.260867
ÁlexPozo,J9,-2,-2,2,1,Pases totales 8,Pases precisos 4,Balones en largo totales 1,Duelos perdidos 4,Duelos ganados 1,Regateado 3,Entradas totales 1,Faltas cometidas 1,Minutos jugados 22,Toques 13,Valoración 6.3,Posesiones perdidas 5,Goles esperados 0,Pases clave 1,2023-11-04 04:33:47.900047
ÁlexPozo,J8,2,2,2,2,Pases totales 4,Pases precisos 2,Balones en largo totales 1,Centros totales 1,Centros precisos 1,Duelos perdidos 1,Duelos ganados 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 18,Toques 9,Valoración 6.4,Posesiones perdidas 2,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:33:54.529540
ÁlexPozo,J7,2,2,-2,-1,Pases totales 36,Pases precisos 30,Balones en largo totales 5,Balones en largo precisos 2,Centros totales 3,Duelos aéreos perdidos 2,Duelos aéreos ganados 1,Duelos perdidos 4,Duelos ganados 5,Regateado 1,Faltas recibidas 4,Faltas cometidas 1,Minutos jugados 81,Toques 57,Valoración 5.9,Posesiones perdidas 13,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:34:01.199283
ÁlexPozo,J4,0,0,0,3,Pases totales 9,Pases precisos 7,Centros totales 4,Minutos jugados 12,Toques 16,Valoración 6.6,Posesiones perdidas 6,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:34:12.303775
ÁlexPozo,J2,2,2,2,5,Pases totales 30,Pases precisos 28,Balones en largo totales 3,Balones en largo precisos 2,Centros totales 4,Centros precisos 4,Duelos ganados 3,Regates totales 1,Regates completados 1,Entradas totales 2,Minutos jugados 21,Toques 38,Valoración 7.1,Posesiones perdidas 2,Goles esperados 0,Pases clave 2,MATCH_STAT_expectedAssists 0.3,2023-11-04 04:34:21.165508
ÁlexPozo,J1,2,2,2,2,Pases totales 37,Pases precisos 29,Balones en largo totales 4,Balones en largo precisos 3,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 2,Regates totales 2,Despejes totales 4,Faltas recibidas 1,Minutos jugados 66,Toques 53,Valoración 6.4,Posesiones perdidas 11,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:34:27.797635
