Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
LuisSuárez,J8,19,19,23,21,Pases totales 28,Pases precisos 22,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 2,Duelos aéreos perdidos 3,Duelos aéreos ganados 4,Duelos perdidos 5,Duelos ganados 8,Regates totales 2,Regates completados 2,Tiros fuera 3,Tiros a puerta 4,Tiros bloqueados en ataque 1,Goles 3,Despejes totales 1,Faltas recibidas 2,Faltas cometidas 2,Minutos jugados 83,Toques 48,Valoración 10,Posesiones perdidas 11,Goles esperados 2.1,Pases clave 2,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:51:22.490724
LuisSuárez,J7,5,1,5,6,Pases totales 20,Pases precisos 14,Balones en largo totales 4,Balones en largo precisos 3,Centros totales 1,Centros precisos 1,Duelos aéreos perdidos 3,Duelos perdidos 10,Duelos ganados 1,Regateado 1,Pérdidas 2,Regates totales 1,Tiros fuera 3,Tiros a puerta 1,Goles 1,Faltas recibidas 1,Faltas cometidas 3,Minutos jugados 90,Toques 33,Valoración 6.6,Posesiones perdidas 12,Goles esperados 1.0,MATCH_STAT_expectedAssists 0.3,2023-11-03 23:51:29.179091
LuisSuárez,J6,6,6,2,6,Pases totales 12,Pases precisos 11,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos perdidos 2,Duelos ganados 4,Regates totales 2,Regates completados 1,Tiros fuera 2,Tiros a puerta 2,Tiros al palo 1,Faltas recibidas 2,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 75,Toques 22,Valoración 7.3,Posesiones perdidas 3,Goles esperados 0.6,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:51:35.841321
LuisSuárez,J5,6,6,6,6,Pases totales 14,Pases precisos 11,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 5,Duelos ganados 4,Pérdidas 2,Regates totales 3,Regates completados 2,Ocasiones creadas 1,Ocasiones claras falladas 1,Tiros fuera 2,Tiros a puerta 2,Despejes totales 2,Entradas totales 1,Faltas recibidas 1,Fueras de juego 1,Minutos jugados 88,Toques 31,Valoración 7.2,Posesiones perdidas 8,Goles esperados 0.5,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-03 23:51:42.537872
LuisSuárez,J4,-2,2,2,5,Pases totales 26,Pases precisos 20,Balones en largo totales 1,Balones en largo precisos 1,Centros totales 1,Centros precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 4,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 1,Regates completados 1,Tiros a puerta 1,Despejes totales 1,Entradas totales 2,Minutos jugados 89,Toques 44,Valoración 7.1,Posesiones perdidas 10,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:51:49.227669
LuisSuárez,J3,-2,2,2,3,Pases totales 9,Pases precisos 8,Duelos aéreos perdidos 4,Duelos aéreos ganados 1,Duelos perdidos 10,Duelos ganados 3,Regateado 1,Tiros fuera 1,Despejes totales 2,Entradas totales 1,Faltas recibidas 1,Faltas cometidas 5,Minutos jugados 88,Toques 20,Valoración 6.7,Posesiones perdidas 4,Goles esperados 0.1,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:51:55.867566
LuisSuárez,J2,2,2,6,3,Pases totales 19,Pases precisos 16,Balones en largo totales 2,Balones en largo precisos 1,Centros totales 1,Duelos aéreos perdidos 5,Duelos aéreos ganados 2,Duelos perdidos 10,Duelos ganados 4,Pérdidas 1,Regates totales 4,Regates completados 1,Tiros fuera 3,Tiros bloqueados en ataque 2,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 90,Toques 35,Valoración 6.6,Posesiones perdidas 9,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:52:02.534189
LuisSuárez,J1,2,2,6,4,Pases totales 12,Pases precisos 9,Balones en largo totales 1,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 4,Duelos ganados 7,Ocasiones claras falladas 1,Tiros fuera 1,Tiros a puerta 2,Tiros bloqueados en ataque 1,Entradas totales 1,Faltas recibidas 6,Faltas cometidas 2,Fueras de juego 1,Minutos jugados 90,Toques 33,Valoración 6.8,Posesiones perdidas 8,Goles esperados 0.6,MATCH_STAT_expectedAssists 0.0,2023-11-03 23:52:09.187930
