Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
Juanpe,J11,2,2,2,4,Pases totales 53,Pases precisos 48,Balones en largo totales 7,Balones en largo precisos 3,Duelos aéreos perdidos 4,Duelos aéreos ganados 3,Duelos perdidos 4,Duelos ganados 3,Despejes totales 2,Tiros bloqueados en defensa 1,Minutos jugados 45,Toques 57,Valoración 6.9,Posesiones perdidas 6,2023-11-04 04:25:02.043260
Juanpe,J9,0,0,0,3,Pases totales 2,Pases precisos 1,Duelos aéreos ganados 1,Duelos ganados 1,Despejes totales 1,Minutos jugados 11,Toques 3,Valoración 6.6,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:25:10.921894
Juanpe,J6,2,2,2,1,Pases totales 12,Pases precisos 11,Duelos aéreos perdidos 2,Duelos perdidos 2,Despejes totales 1,Tiros bloqueados en defensa 1,Minutos jugados 25,Toques 15,Valoración 6.3,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:25:22.012679
Juanpe,J5,0,2,0,0,Pases totales 1,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos perdidos 1,Despejes totales 3,Faltas cometidas 1,Minutos jugados 1,Toques 4,Posesiones perdidas 1,Goles esperados 0,2023-11-04 04:25:28.694410
Juanpe,J3,6,2,2,5,Pases totales 14,Pases precisos 11,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 2,Duelos perdidos 1,Duelos ganados 3,Despejes totales 8,Tiros bloqueados en defensa 1,Entradas totales 1,Minutos jugados 45,Toques 24,Valoración 7.1,Posesiones perdidas 3,Goles esperados 0,2023-11-04 04:25:37.617910
