Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
AmathNdiaye,J11,2,2,6,2,Pases totales 10,Pases precisos 7,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 4,Duelos ganados 1,Regateado 1,Regates totales 2,Tiros fuera 1,Faltas recibidas 1,Faltas cometidas 1,Fueras de juego 1,Minutos jugados 25,Toques 17,Valoración 6.5,Posesiones perdidas 7,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.1,2023-11-04 02:53:11.636106
AmathNdiaye,J10,6,6,10,4,Pases totales 1,Pases precisos 1,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 2,Pérdidas 2,Regates totales 1,Regates completados 1,Tiros a puerta 2,Tiros bloqueados en ataque 1,Despejes totales 1,Fueras de juego 1,Minutos jugados 17,Toques 11,Valoración 6.9,Posesiones perdidas 3,Goles esperados 0.5,2023-11-04 02:53:18.294290
AmathNdiaye,J9,-2,2,2,2,Pases totales 4,Pases precisos 2,Duelos perdidos 3,Duelos ganados 1,Regateado 1,Regates totales 1,Tiros a puerta 1,Tiros bloqueados en ataque 1,Entradas totales 1,Faltas cometidas 1,Minutos jugados 20,Toques 11,Valoración 6.5,Posesiones perdidas 4,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:53:24.945011
AmathNdiaye,J8,2,2,2,2,Pases totales 8,Pases precisos 5,Balones en largo totales 2,Balones en largo precisos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 2,Regates totales 1,Tiros bloqueados en ataque 1,Intercepciones 1,Entradas totales 1,Faltas cometidas 2,Minutos jugados 26,Toques 15,Valoración 6.5,Posesiones perdidas 7,Goles esperados 0.0,2023-11-04 02:53:31.623512
AmathNdiaye,J6,2,2,2,1,Pases totales 14,Pases precisos 10,Duelos perdidos 4,Duelos ganados 3,Regateado 2,Pérdidas 1,Ocasiones claras falladas 1,Tiros fuera 1,Tiros bloqueados en ataque 1,Entradas totales 1,Faltas recibidas 2,Faltas cometidas 1,Minutos jugados 45,Toques 22,Valoración 6.3,Posesiones perdidas 7,Goles esperados 0.1,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:53:40.833622
AmathNdiaye,J5,0,0,0,3,Tiros fuera 1,Despejes totales 1,Minutos jugados 9,Toques 3,Valoración 6.7,Goles esperados 0.0,2023-11-04 02:53:47.519191
AmathNdiaye,J3,2,2,6,0,Pases totales 3,Pases precisos 3,Duelos perdidos 4,Regates totales 3,Faltas cometidas 1,Minutos jugados 18,Toques 8,Valoración 6.1,Posesiones perdidas 4,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 02:53:56.442811
AmathNdiaye,J2,2,2,2,2,Pases totales 5,Pases precisos 3,Centros totales 1,Duelos perdidos 2,Duelos ganados 1,Pérdidas 1,Regates totales 1,Entradas totales 1,Fueras de juego 1,Minutos jugados 45,Toques 14,Valoración 6.5,Posesiones perdidas 8,Goles esperados 0,2023-11-04 02:54:03.090706
AmathNdiaye,J1,2,2,6,5,Pases totales 10,Pases precisos 6,Duelos aéreos perdidos 1,Duelos aéreos ganados 1,Duelos perdidos 3,Duelos ganados 5,Regates totales 1,Intercepciones 2,Entradas totales 2,Faltas recibidas 2,Faltas cometidas 1,Penaltis provocados 1,Fueras de juego 1,Minutos jugados 60,Toques 22,Valoración 7.1,Posesiones perdidas 7,Goles esperados 0,2023-11-04 02:54:09.738988
