Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
José LuisMorales,J11,2,-2,6,0,Pases totales 4,Pases precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 4,Regates totales 1,Ocasiones claras falladas 1,Tiros a puerta 1,Faltas cometidas 1,Fueras de juego 2,Minutos jugados 32,Toques 9,Valoración 6.1,Posesiones perdidas 6,Goles esperados 0.1,2023-11-04 04:14:14.274314
José LuisMorales,J9,2,2,2,2,Pases totales 8,Pases precisos 5,Centros totales 2,Centros precisos 1,Duelos perdidos 5,Duelos ganados 2,Regateado 1,Pérdidas 2,Regates totales 2,Tiros fuera 1,Intercepciones 1,Entradas totales 1,Faltas recibidas 1,Minutos jugados 45,Toques 19,Valoración 6.5,Posesiones perdidas 8,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.1,2023-11-04 04:14:23.186240
José LuisMorales,J8,-2,-2,6,1,Pases totales 10,Pases precisos 8,Balones en largo totales 1,Duelos perdidos 4,Duelos ganados 1,Pérdidas 1,Regates totales 4,Regates completados 1,Minutos jugados 45,Toques 18,Valoración 6.2,Posesiones perdidas 8,Goles esperados 0,2023-11-04 04:14:29.830166
José LuisMorales,J7,2,-2,2,1,Pases totales 16,Pases precisos 13,Balones en largo totales 3,Balones en largo precisos 1,Duelos aéreos perdidos 2,Duelos perdidos 4,Duelos ganados 3,Regateado 1,Regates totales 3,Regates completados 2,Ocasiones claras falladas 1,Tiros fuera 1,Tiros bloqueados en ataque 1,Entradas totales 1,Minutos jugados 78,Toques 24,Valoración 6.3,Posesiones perdidas 5,Goles esperados 0.3,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:14:36.525702
José LuisMorales,J6,2,2,2,5,Pases totales 3,Pases precisos 3,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 1,Duelos ganados 1,Regateado 1,Regates totales 1,Regates completados 1,Tiros a puerta 1,Intercepciones 1,Minutos jugados 15,Toques 8,Valoración 7,Goles esperados 0.0,2023-11-04 04:14:43.240073
José LuisMorales,J4,-2,2,2,3,Pases totales 10,Pases precisos 9,Duelos perdidos 2,Duelos ganados 2,Regates totales 3,Regates completados 1,Tiros fuera 1,Faltas recibidas 1,Fueras de juego 1,Minutos jugados 63,Toques 20,Valoración 6.6,Posesiones perdidas 5,Goles esperados 0.0,MATCH_STAT_expectedAssists 0.0,2023-11-04 04:14:52.118219
José LuisMorales,J3,2,2,2,2,Pases totales 2,Pases precisos 1,Duelos perdidos 1,Regateado 1,Fueras de juego 1,Minutos jugados 13,Toques 3,Valoración 6.5,Posesiones perdidas 1,Goles esperados 0,Pases clave 1,2023-11-04 04:14:58.758868
José LuisMorales,J1,0,2,0,1,Pases totales 4,Pases precisos 2,Duelos perdidos 3,Duelos ganados 1,Regates totales 3,Tiros bloqueados en ataque 1,Faltas recibidas 1,Minutos jugados 15,Toques 10,Valoración 6.2,Posesiones perdidas 6,Goles esperados 0.1,2023-11-04 04:15:07.664172
