Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
Jon AnderOlasagasti,J11,2,2,2,3,Pases totales 8,Pases precisos 5,Balones en largo totales 1,Duelos aéreos perdidos 1,Duelos perdidos 2,Duelos ganados 1,Pérdidas 1,Despejes totales 1,Intercepciones 1,Faltas recibidas 1,Minutos jugados 10,Toques 13,Valoración 6.6,Posesiones perdidas 4,Pases clave 1,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:08:02.956290
Jon AnderOlasagasti,J1,2,2,0,1,Pases totales 7,Pases precisos 5,Balones en largo totales 1,Balones en largo precisos 1,Duelos perdidos 1,Duelos ganados 1,Regateado 1,Ocasiones claras falladas 1,Tiros fuera 1,Entradas totales 1,Minutos jugados 10,Toques 12,Valoración 6.2,Posesiones perdidas 4,Goles esperados 0.2,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:08:27.450099
