Player full name,Game Week,AS Score,Marca Score,Mundo Deportivo Score,Sofa Score,Stat 1,Stat 2,Stat 3,Stat 4,Stat 5,Stat 6,Stat 7,Stat 8,Stat 9,Stat 10,Stat 11,Stat 12,Stat 13,Stat 14,Stat 15,Stat 16,Stat 17,Stat 18,Stat 19,Stat 20,Stat 21,Stat 22,Stat 23,Stat 24,Stat 25,Stat 26,Stat 27,Stat 28,Stat 29,Stat 30
RobertNavarro,J10,-8,-8,-8,-10,Pases totales 5,Pases precisos 2,Balones en largo totales 1,Centros totales 1,Duelos perdidos 1,Duelos ganados 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 22,Toques 9,Valoración 3.6,Posesiones perdidas 6,2023-11-04 05:45:42.616848
RobertNavarro,J7,2,2,2,2,Pases totales 5,Pases precisos 4,Duelos perdidos 2,Regates totales 1,Tiros bloqueados en ataque 1,Despejes totales 1,Faltas cometidas 1,Minutos jugados 26,Toques 10,Valoración 6.4,Posesiones perdidas 3,Goles esperados 0.0,2023-11-04 05:45:53.682842
RobertNavarro,J6,2,2,2,2,Pases totales 12,Pases precisos 10,Centros totales 4,Duelos perdidos 7,Duelos ganados 7,Pérdidas 1,Regates totales 6,Regates completados 2,Intercepciones 1,Entradas totales 5,Faltas cometidas 2,Minutos jugados 68,Toques 33,Valoración 6.4,Posesiones perdidas 13,Goles esperados 0,MATCH_STAT_expectedAssists 0.0,2023-11-04 05:46:00.318710
RobertNavarro,J5,6,2,2,2,Pases totales 8,Pases precisos 6,Centros totales 1,Centros precisos 1,Duelos aéreos perdidos 1,Duelos perdidos 4,Duelos ganados 3,Regateado 1,Pérdidas 1,Regates totales 2,Regates completados 2,Intercepciones 1,Faltas recibidas 1,Faltas cometidas 1,Minutos jugados 30,Toques 18,Valoración 6.5,Posesiones perdidas 7,Goles esperados 0,Pases clave 1,MATCH_STAT_expectedAssists 0.1,2023-11-04 05:46:06.969747
